Player,Comb,Asst,Solo,Sck
Kevin Carter,45,17,21,5.5
Ken Lucas,45,14,26,0
Alvin McKinley,45,15,19,1
Carlos Polk,45,10,27,2
Fred Robbins,45,14,24,5.5
Brandon Short,45,7,25,2
Marcus Spears,45,16,25,1
Nathan Vasher,45,12,26,0
Barry Cofield,44,12,22,1.5
Kedric Golston,44,11,20,0.5
Eric Green,44,3,35,0
Ellis Hobbs,44,7,29,0
Jon McGraw,44,10,31,0
James Sanders,44,18,20,1
Gerald Sensabaugh,44,7,33,0
Robaire Smith,44,15,18,0.5
Pat Williams,44,7,30,1
Sam Williams,44,6,30,1
Tully Banta-Cain,43,12,22,5.5
Tyler Brayton,43,9,23,0
Tyrone Carter,43,12,27,2
Cedric Griffin,43,5,34,0
Adewale Ogunleye,43,15,19,6.5
Melvin Oliver,43,8,27,1
Domata Peko Sr.,43,22,13,2.5
Hollis Thomas,43,8,20,3.5
John Thornton,43,15,24,2
Dewayne White,43,10,23,5
Robert Geathers,42,14,22,10.5
Andre' Goodman,42,15,24,0
Quintin Mikell,42,11,29,0
Bryan Robinson,42,13,20,3
Lewis Sanders,42,8,28,0
Corey Webster,42,4,34,1
Casey Hampton,41,15,17,0
Al Harris,41,6,34,0
Edgerton Hartwell,41,10,16,1
Tory James,41,8,32,0
Kris Jenkins,41,9,21,3
Kelly Jennings,41,3,32,0
Anthony McFarland,41,12,18,2.5
Terdell Sands,41,11,22,1
Deshea Townsend,41,4,35,2
Leon Williams,41,13,21,1
Marcus Bell,40,17,19,1
Michael Boulware,40,8,26,0
Kevin Burnett,40,11,24,1
Richard Seymour,40,18,13,4
Randy Starks,40,15,13,3
Fabian Washington,40,1,34,0
Kabeer Gbaja-Biamila,39,12,23,6
Jimmy Kennedy,39,9,26,1
Sam Madison,39,6,27,0
Mike Rucker,39,14,23,5
Kenny Wright,39,7,27,0
La'Roi Glover,38,4,30,5.5
Shawn Springs,38,3,32,0
Michael Strahan,38,10,19,3
Pat Watkins,38,8,27,0
Stanley Wilson,38,13,25,0
Paul Carrington,37,8,21,3
Luis Castillo,37,9,18,7
Jacques Cesaire,37,11,18,4
Colin Cole,37,9,18,1
Phillip Daniels,37,13,18,3
Chartric Darby,37,9,17,3.5
Patrick Dendy,37,5,26,0
Kalimba Edwards,37,12,25,3
Jamar Fletcher,37,1,29,0
Anthony Maddox,37,13,16,2
Deltha O'Neal,37,7,25,0
James Reed,37,7,26,1
Matt Roth,37,13,18,3.5
Grant Wistrom,37,7,21,4
Rocky Bernard,36,12,13,3.5
Ralph Brown,36,3,28,0
Travis Daniels,36,11,23,0
Chauncey Davis,36,7,20,1
Nick Ferguson,36,8,26,0
Simon Fraser,36,14,17,4.5
Kelvin Hayden,36,7,21,0
Kenard Lang,36,8,20,6
Kalvin Pearson,36,6,28,0
Robert Thomas,36,9,17,0
Pisa Tinoisamoa,36,7,26,2
Keith Traylor,36,8,18,4
Darwin Walker,36,9,20,6
Kevin Williams,36,8,21,5
David Barrett,35,13,16,0
Terry Cousin,35,7,26,0
Kevin Dockery,35,6,25,0
Joselio Hanson,35,9,23,0
Darren Howard,35,13,19,5
Bobby McCray,35,5,30,10
Jarrad Page,35,5,29,1
Hank Poteat,35,10,19,0
Anthony Weaver,35,9,16,1
Victor Adeyanju,34,4,22,1
Nick Greisen,34,3,29,0
Grady Jackson,34,4,24,0
Ma'ake Kemoeatu,34,8,20,0
David Macklin,34,1,29,0
Allen Rossum,34,2,28,0
Corey Williams,34,8,20,7
Tony Brown,33,10,13,1.5
Chris Canty,33,9,22,1
Jarvis Green,33,8,13,7.5
Todd Johnson,33,7,16,0
Mike McKenzie,33,5,24,0
Igor Olshansky,33,15,9,1.5
Darryl Tapp,33,11,16,3
Larry Tripplett,33,14,10,2.5
Demetrin Veal,33,12,10,1.5
Rashad Washington,33,9,17,0.5
Mike Wright,33,8,16,1
Jeff Zgonina,33,15,18,0
Tim Anderson,32,12,6,0
Cullen Jenkins,32,9,18,6.5
Shantee Orr,32,4,21,1.5
Mike Peterson,32,10,17,0
Orpheus Roye,32,5,20,1
Chaun Thompson,32,8,15,2
Leigh Bodden,31,4,20,0
Ahmad Brooks,31,10,13,1
Kenyon Coleman,31,5,25,4
Greg Ellis,31,7,19,4.5
John Engelberger,31,7,18,1
Travis LaBoy,31,9,14,3.5
Haloti Ngata,31,18,6,1
Calvin Pace,31,4,22,1
Scott Starks,31,8,21,0
Dontarrious Thomas,31,11,17,1
Osi Umenyiora,31,7,18,6
Torrie Cox,30,4,24,0
Russell Davis,30,6,18,3
Sammy Davis,30,7,20,0
Demarcus Faggins,30,3,22,1
Bobby Hamilton,30,11,13,0
Albert Haynesworth,30,7,14,2
Brad Kassell,30,9,14,0
Lito Sheppard,30,5,20,0
Reggie Torbor,30,7,20,1
Gerard Warren,30,8,15,2.5
Chad Williams,30,4,24,2.5
Ellis Wyms,30,11,12,5
Jonathan Babineaux,29,5,17,1
Kendrick Clancy,29,4,20,1
Danny Clark,29,6,18,0
Dexter Coakley,29,3,23,0
Mike Doss,29,5,17,0
Travis Fisher,29,1,26,0
Dwight Freeney,29,3,20,5.5
Dexter McCleon,29,7,21,0
Rob Meier,29,5,23,5
Kenechi Udeze,29,10,14,0
Gerris Wilkinson,29,5,15,0
Mark Anderson,28,5,20,12
Ronald Fields,28,8,13,0
Tommie Harris,28,6,15,5
Corey Ivy,28,2,24,2
Rocky McIntosh,28,3,17,0
Bob Sanders,28,8,12,0
Anthony Smith,28,6,18,0
Kimo von Oelhoffen,28,11,10,1
Drew Coleman,27,7,15,1
Curome Cox,27,6,19,0
Heath Farwell,27,6,20,0
Roman Harper,27,2,14,1
Eric Smith,27,8,10,0
Lenny Walls,27,1,24,0
Matt Wilhelm,27,7,11,0
Brendon Ayanbadejo,26,3,21,0
Jason Babin,26,7,14,5
Alfonso Boone,26,4,17,2
Phillip Buchanon,26,4,16,0
James Butler,26,3,19,0
Keith Davis,26,9,15,0
Tank Johnson,26,4,13,3.5
Karl Paymah,26,3,21,0
Darrell Reid,26,8,11,0
Alshermond Singleton,26,8,17,1
Gary Stills,26,2,21,0
Ronald Bartell,25,0,23,0
Matt Chatham,25,12,7,0
Patrick Chukwurah,25,7,16,4.5
Rod Coleman,25,5,13,6
Matt Giordano,25,5,14,0
Adam Seward,25,4,16,0
Antonio Smith,25,11,11,2.5
Juqua Parker,25,6,18,6
Al Wallace,25,6,17,3
Kevin Bentley,24,7,13,0
Mike Brown,24,5,13,0
Antonio Cromartie,24,4,19,0
Nick Eason,24,8,8,0
Ryan Fowler,24,3,16,0
James Hall,24,7,14,5
Anthony Hargrove,24,6,15,1.5
Marques Harris,24,10,9,3
Terrence Melton,24,7,15,0
Raonall Smith,24,8,16,1.5
Ronyell Whitaker,24,3,18,0
Jimmy Wilkerson,24,5,17,0
Jimmy Williams,24,5,15,0
Eugene Wilson,24,4,15,0
Jason Bell,23,3,14,0
Bertrand Berry,23,3,20,6
Khary Campbell,23,5,15,0
Jared DeVries,23,7,12,0
Jason Fisk,23,1,20,0
Tony Gilbert,23,4,18,1
Ian Scott,23,7,13,0
Coy Wire,23,10,10,0
Aaron Glenn,22,2,18,0
Jabari Greer,22,4,16,0
Jarret Johnson,22,6,14,1.5
Herana-Daze Jones,22,8,14,0
Omare Lowe,22,2,17,0
Kevin Mathis,22,2,18,1
Tony Parrish,22,4,15,0
Stanford Routt,22,0,20,0
Keith Smith,22,2,18,0
Isaac Sopoaga,22,5,17,1.5
Troy Vincent,22,8,10,0
Cameron Worrell,22,2,17,1
Anthony Adams,21,9,11,2
James Anderson,21,3,15,2
Gary Baxter,21,5,14,0
Colby Bockwoldt,21,7,12,1
Rocky Boiman,21,5,14,0
Chris Cooper,21,7,12,2
Roderick Hood,21,4,16,1
William Joseph,21,8,10,2
N. D. Kalu,21,5,11,2
Freddy Keiaho,21,5,7,0
Marcus Stroud,21,2,18,2.5
Josh Thomas,21,7,5,1
Rod Wilson,21,3,15,0
Jason Allen,20,5,15,0
David Bowens,20,7,12,5
Ron Edwards,20,5,14,2.5
James Harrison,20,6,12,0
Simeon Rice,20,4,12,2
Shaun Rogers,20,1,13,3
Matt Stewart,20,3,14,1
LeVar Woods,20,1,16,0
Blue Adams,19,1,16,0
Colin Branch,19,5,13,0
Bobby Carpenter,19,4,13,1.5
Tim Dobbins,19,3,11,0
Vincent Fuller,19,4,10,0
Brandon Green,19,5,11,0.5
Israel Idonije,19,6,8,0
Thomas Johnson,19,4,10,0
Ethan Kilmer,19,5,13,0
Keiwan Ratliff,19,5,12,0
Bo Schobel,19,6,11,0.5
John Abraham,18,3,12,4
Chris Carr,18,6,8,0
Jerome Carter,18,1,16,0
Vinny Ciurciu,18,7,10,0
Donte Curry,18,4,13,0
Ade Jimoh,18,5,10,0
Michael Lehan,18,3,12,0
Mike Montgomery,18,8,8,1.5
Hannibal Navies,18,6,10,0
Jereme Perry,18,2,14,0
Adrian Peterson,18,3,14,0
Jay Ratliff,18,7,10,4
Joe Salave'a,18,4,10,0
Willie Andrews,17,7,6,0
Elvis Dumervil,17,3,13,8.5
Aubrayo Franklin,17,3,7,0
Earnest Graham,17,2,14,0
DeJuan Groce,17,1,14,0
Mario Haggan,17,4,12,0
Jovan Haye,17,6,3,0
Ethan Kelley,17,4,7,0
Clint Kriewaldt,17,5,11,0
Damione Lewis,17,4,11,4.5
Benny Sapp,17,1,14,0
Matt Ware,17,2,13,0
Dee Webb,17,2,15,0
Charlie Anderson,16,3,13,0
LaVar Arrington,16,2,10,1
Monty Beisel,16,2,12,0
Jay Bellamy,16,4,9,0
Chase Blackburn,16,2,11,0
Andre Davis,16,3,12,0
Demetric Evans,16,2,11,2
Steve Gleason,16,1,11,0
Kris Griffin,16,3,12,0
Maurice Hicks,16,3,12,0
Lance Johnstone,16,4,11,2
Patrick Kerney,16,2,13,4.5
Rodney Leisle,16,8,5,0
Tony McDaniel,16,5,11,1
Sean Morey,16,3,9,0
Evan Oglesby,16,2,13,0
Gerome Sapp,16,1,15,0
Bryan Scott,16,3,10,0
T.J. Slaughter,16,5,8,0
Gabe Watson,16,4,11,1
Dexter Wynn,16,4,11,0
Justin Bannan,15,2,8,0
Ryon Bingham,15,10,2,1.5
Justin Hamilton,15,2,10,0
Jason Hatcher,15,4,10,2.5
Marcus Hudson,15,3,11,0
Sam Hurd,15,2,12,0
Spencer Johnson,15,4,9,0
Hanik Milligan,15,2,11,0
Travis Minor,15,4,11,0
Ovie Mughelli,15,3,12,0
Antwan Peek,15,4,6,1
Tyrone Poole,15,1,14,1
David Tyree,15,2,12,0
Marcus Wilkins,15,6,8,0
Renaldo Wynn,15,1,7,0
Sam Adams,14,4,9,2
Eric Alexander,14,2,6,0
Greg Blue,14,2,9,0
Sam Brandon,14,3,8,0
Rock Cartwright,14,3,10,0
Casey Cramer,14,5,8,0
Troy Evans,14,3,9,0
Charles Gordon,14,1,12,0
Larry Izzo,14,3,6,0
Bhawoh Jue,14,5,8,0
Niko Koutouvides,14,3,6,0
Derreck Robinson,14,6,2,1.5
Michael Robinson,14,2,11,0
Guss Scott,14,5,6,0
Mike Sellers,14,6,5,0
Tony Stewart,14,6,8,0
Craig Terrill,14,5,6,3
Daniel Wilcox,14,1,12,0
Jimmy Williams,14,3,8,0
Rod Davis,13,3,9,0
Reed Doughty,13,2,8,0
Abram Elam,13,1,12,0
Andre Frazier,13,5,7,0
Dennis Haley,13,7,2,0
Anttaj Hawthorne,13,3,9,0
Brian Iwuh,13,3,10,0
Jim Leonhard,13,2,10,0
Mike Logan,13,2,7,0
Kevin McCadam,13,2,9,0
Jerome McDougle,13,2,10,1
Kindal Moorehead,13,3,8,0.5
Keith O'Neil,13,1,7,0
Ike Reese,13,3,8,0
Cody Spencer,13,3,6,0
Derrick Strait,13,2,6,0
Mason Unck,13,2,8,0
Frank Walker,13,3,9,0
Willie Whitehead,13,4,6,1
Marcellus Wiley,13,5,8,0
Dan Wilkinson,13,4,6,0
Jamie Winborn,13,4,9,0
Pierre Woods,13,1,8,0
Hamza Abdullah,12,3,9,0
Adrian Awasom,12,2,9,1
Jordan Beck,12,2,9,0
Dee Brown,12,2,8,0
Jarrod Cooper,12,1,11,0
Josh Cribbs,12,2,9,0
Rashied Davis,12,1,10,0
Roderick Green,12,4,6,4.5
Steve Gregory,12,4,7,0
Boomer Grigsby,12,0,9,0
Chris Hoke,12,3,7,0
Tyoka Jackson,12,4,7,2
Brian Kelly,12,1,10,0
Donald Lee,12,0,10,0
Calvin Lowry,12,2,6,0
Anthony Madison,12,2,9,0
Josh Mallard,12,0,9,4
Wesly Mallard,12,0,8,0
Donnie Nickey,12,5,6,0
Seth Payne,12,2,6,1
Derrick Pope,12,3,9,0
Sam Rayburn,12,2,7,0
Jacques Reeves,12,3,9,0
Josh Scobey,12,1,10,0
Corey Smith,12,4,8,2
Joe Tafoya,12,4,6,0
Ben Taylor,12,1,9,0
James Thrash,12,4,7,0
Kailee Wong,12,3,7,0
B.J. Askew,11,6,4,0
Darryl Blackstock,11,0,8,0
Keith Burns,11,2,9,0
Ahmad Carroll,11,2,8,1
Shaun Cody,11,4,7,0
Karl Hankton,11,3,6,0
Eddie Jackson,11,5,3,0
Travis Johnson,11,3,7,0
Lance Laury,11,3,6,0
Jesse Mahelona,11,2,5,1
Rashad Moore,11,3,4,0
Christian Morton,11,3,8,0
DaShon Polk,11,4,6,0
Bernard Pollard,11,0,11,0
Montae Reagor,11,2,5,1
Dexter Reid,11,0,11,0
Mike Rumph,11,2,8,0
Brad Smith,11,1,9,0
Nate Webster,11,3,6,0
Tracy White,11,0,11,0
Claude Wroten,11,2,9,1
Jarrett Bush,10,1,7,0
Antoine Cash,10,1,9,0
Josh Cooper,10,2,2,1
Lional Dalton,10,2,6,1
Don Davis,10,3,5,0
Ray Edwards,10,3,6,3
Derrick Gibson,10,3,5,0
Nick Goings,10,0,9,0
Arnold Harrison,10,1,7,0
Noah Herron,10,1,8,0
Abdul Hodge,10,2,6,0
Brad Hoover,10,0,8,0
Kevin Huntley,10,5,5,2.5
Leon Joe,10,4,3,0
A.J. Schable,10,2,8,0
Shaun Smith,10,4,4,0
Justin Tuck,10,4,6,0
Kevin Walter,10,0,9,0
Kenny Watson,10,2,8,0
Dante Wesley,10,1,9,0
Obafemi Ayanbadejo,9,1,7,0
Jon Bradley,9,5,2,0
Brodrick Bunkley,9,3,6,0
Dion Byrum,9,1,7,0
Oliver Celestin,9,1,7,0
Sean Conover,9,4,1,0
Tyrone Culver,9,2,5,0
Curtis Deloatch,9,1,8,0
Alfred Fincher,9,3,5,0
Brent Hawkins,9,2,7,2
Madison Hedgecock,9,1,8,0
Devin Hester,9,0,9,0
Julian Jenkins,9,3,4,0
Jamal Jones,9,2,7,0
Nate Jones,9,2,7,0
Isaiah Kacyvenski,9,1,7,0
Ryan LaCasse,9,4,4,0
Antwan Lake,9,1,5,1
John Leake,9,2,6,0
D.D. Lewis,9,1,7,1
Corey Mays,9,3,3,0
Jayme Mitchell,9,4,3,3
Anthony Montgomery,9,3,3,0.5
Sammy Morris,9,0,8,0
Antwan Odom,9,1,4,0.5
Kassim Osgood,9,2,7,0
Ronnie Prude,9,1,8,0
Rich Scanlon,9,2,7,0
Lance Schulters,9,1,5,0
Aaron Stecker,9,2,7,0
Marquis Weeks,9,2,2,0
Tiki Barber,8,0,8,0
Ricky Brown,8,1,7,0
Anthony Bryant,8,4,3,0
Anthony Cannon,8,1,6,0
Jorge Cordova,8,3,4,0
John DiGiorgio,8,1,6,0
Jason Glenn,8,2,4,0
Louis Green,8,2,4,0
Jason Hunter,8,2,5,0
Brandon Jacobs,8,1,4,0
Travis Kirschke,8,5,2,2
Darrell McClover,8,1,6,0
Vernand Morency,8,2,6,0
Cleveland Pinkney,8,2,5,0
Marcel Shipp,8,0,8,0
Darrell Shropshire,8,2,6,1
Robert Tate,8,0,7,0
Rian Wallace,8,3,5,0
Chad Brown,7,4,2,1
Rob Davis,7,2,5,0
Reuben Droughns,7,0,7,0
Dwan Edwards,7,0,3,0
Bryan Gilmore,7,1,4,0
Tyjuan Hagler,7,4,2,0
Eric Hicks,7,5,1,0
Will Hunter,7,1,6,0
Tim Jennings,7,0,5,0
Dane Looker,7,0,7,0
Eric Moore,7,1,5,0
C.J. Mosley,7,1,2,1
William James,7,1,5,0
Derrick Ross,7,0,6,0
Cecil Sapp,7,2,5,0
Ryan Sims,7,3,3,0
Nick Sorensen,7,0,5,0
Antwain Spann,7,4,3,0
Marcus Tubbs,7,3,3,0.5
Keith Adams,6,2,4,0
Sam Aiken,6,1,4,0
Rodney Bailey,6,4,2,0
Antonio Bryant,6,0,5,0
Casey Fitzsimmons,6,0,3,0
Joey Galloway,6,0,6,0
Ahmard Hall,6,1,4,0
Verron Haynes,6,1,5,0
Nate Jackson,6,1,4,0
Brian Jennings,6,2,4,0
Andre Johnson,6,0,6,0
Michael Koenen,6,0,6,0
Mike Leach,6,1,3,0
Michael L. Lewis,6,1,5,0
Brandon Marshall,6,0,5,0
John McCargo,6,1,2,0
Mike Nugent,6,4,2,0
Montell Owens,6,0,6,0
Josh Parry,6,1,5,0
Dave Rayner,6,1,5,0
Jeff Webb,6,1,5,0
Lawrence Vickers,6,1,4,0
Alvis Whitted,6,0,6,0
Jason Wright,6,2,4,0
Wallace Wright,6,0,5,0
Ken Amato,5,2,1,0
Miles Austin,5,0,5,0
David Binn,5,1,4,0
Anquan Boldin,5,0,5,0
Mark Clayton,5,0,5,0
Jameel Cook,5,1,4,0
Terrance Copper,5,1,4,0
Torrance Daniels,5,0,3,0
John Denney,5,1,3,0
Isaiah Ekejiuba,5,0,5,0
Rod Gardner,5,0,5,0
Justin Green,5,0,5,0
Kay-Jay Harris,5,1,4,0
Will Heller,5,1,4,0
Reggie Howard,5,1,4,0
Oliver Hoyte,5,1,3,0
Von Hutchins,5,2,3,0
Grant Irons,5,1,3,0
Darrell Jackson,5,0,5,0
T.J. Jackson,5,1,3,1
Adam Jennings,5,1,4,0
Kyle Johnson,5,1,3,0
