Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
LaDainian Tomlinson,1815,348,28,12,7,85,81,23.3,2
Larry Johnson,1789,416,17,10,3,47,91,21.9,2
Frank Gore,1695,312,8,15,6,72,68,21.8,5
Tiki Barber,1662,327,5,11,3,55,78,23.8,3
Steven Jackson,1528,346,13,9,1,59,74,21.4,2
Willie Parker,1494,337,13,12,3,76,70,20.8,6
Rudi Johnson,1309,341,12,5,0,22,67,19.6,6
Brian Westbrook,1217,240,7,8,1,71,60,25,1
Chester Taylor,1216,303,6,6,2,95,53,17.5,4
Travis Henry,1211,270,7,9,2,70,48,17.8,3
Thomas Jones,1210,296,6,4,0,30,61,20.6,1
Edgerrin James,1159,337,6,0,0,18,59,17.5,3
Ladell Betts,1154,245,4,6,0,26,59,24.1,4
Fred Taylor,1146,231,5,6,1,76,46,19.9,2
Warrick Dunn,1140,286,4,7,1,90,48,16.8,1
Jamal Lewis,1132,314,9,3,1,52,46,14.6,4
Julius Jones,1084,267,4,5,1,77,43,16.1,1
Joseph Addai,1081,226,7,3,1,41,66,29.2,2
Ahman Green,1059,266,5,3,1,70,55,20.7,2
Deuce McAllister,1057,244,10,6,1,57,54,22.1,2
Mike Vick,1039,123,2,11,1,51,55,44.7,4
Tatum Bell,1025,233,2,7,1,51,43,18.4,3
Ronnie Brown,1008,241,5,6,1,47,49,20.3,4
Willis McGahee,990,259,6,4,1,57,48,18.5,4
Maurice Jones-Drew,941,166,13,7,3,74,46,27.7,1
DeShaun Foster,897,227,3,3,1,43,49,21.6,3
Shaun Alexander,896,252,7,2,0,33,53,21,5
Corey Dillon,812,199,13,3,1,50,48,24.1,2
Cadillac Williams,798,225,1,4,0,38,32,14.2,2
Reuben Droughns,758,220,4,1,0,22,38,17.3,5
Laurence Maroney,745,175,6,7,1,41,40,22.9,1
Kevin Jones,689,181,6,5,1,52,31,17.1,4
Mike Bell,677,157,8,3,2,48,40,25.5,1
Justin Fargas,659,178,1,1,1,48,27,15.2,1
Marion Barber,654,135,14,4,0,25,46,34.1,0
Leon Washington,650,151,4,2,0,23,33,21.8,1
Cedric Benson,647,157,6,2,0,30,33,21,0
Dominic Rhodes,641,187,5,0,0,17,38,20.3,2
Jerious Norwood,633,99,2,4,2,78,27,27.3,0
Ron Dayne,612,151,5,0,0,19,39,25.8,1
Maurice Morris,604,161,0,4,0,29,33,20.5,1
Reggie Bush,565,155,6,0,0,18,27,17.4,2
Vince Young,552,83,7,6,0,39,31,37.4,6
Clinton Portis,523,127,7,3,0,38,29,22.8,0
Michael Turner,502,80,2,7,1,73,24,30,0
DeAngelo Williams,501,121,1,5,0,31,30,24.8,1
Wali Lundy,476,124,4,4,0,35,29,23.4,1
LaMont Jordan,434,114,2,2,1,59,17,14.9,0
Vernand Morency,434,96,2,4,0,39,26,27.1,2
Brandon Jacobs,423,96,9,0,0,16,33,34.4,2
Sammy Morris,400,92,1,2,2,55,17,18.5,2
Anthony Thomas,378,107,2,0,0,19,15,14,1
Cedric Houston,374,113,5,2,0,31,20,17.7,0
Kevan Barlow,370,131,6,0,0,12,19,14.5,1
Correll Buckhalter,345,83,2,1,0,20,16,19.3,1
David Garrard,250,47,0,1,0,20,20,42.6,2
Michael Pittman,245,50,1,1,0,32,12,24,1
LenDale White,244,61,0,1,0,26,13,21.3,0
Najeh Davenport,221,60,1,2,1,48,9,15,1
Charlie Frye,215,47,3,0,0,17,17,36.2,2
Donovan McNabb,212,32,3,2,0,37,14,43.8,2
Samkon Gado,210,56,1,3,0,34,9,16.1,1
Michael Bennett,200,36,0,2,1,41,8,22.2,1
David Carr,195,53,2,0,0,16,16,30.2,5
Artose Pinner,190,43,3,1,0,21,11,25.6,1
Jason Wright,189,62,0,0,0,18,8,12.9,1
Mike Anderson,183,39,1,2,0,34,10,25.6,0
Stephen Davis,177,40,0,0,0,16,10,25,1
Mike Alstott,171,60,3,0,0,17,17,28.3,1
Zack Crockett,163,39,0,0,0,17,14,35.9,2
Bruce Gradkowski,161,41,0,0,0,14,12,29.3,4
Arlen Harris,158,49,1,1,0,20,8,16.3,0
Chris Brown,156,41,0,1,0,21,8,19.5,1
Jon Kitna,156,34,2,0,0,18,9,26.5,3
Musa Smith,153,36,0,1,0,30,7,19.4,1
Noah Herron,150,37,1,0,0,19,7,18.9,0
Mack Strong,149,33,1,0,0,17,12,36.4,0
Alex Smith,147,44,2,1,0,22,12,27.3,4
J.P. Losman,140,38,1,0,0,15,14,36.8,6
Lorenzo Neal,140,29,1,1,1,43,21,72.4,1
Kenny Watson,138,25,1,0,0,18,6,24,0
T.J. Duckett,132,38,2,0,0,19,9,23.7,1
Mewelde Moore,131,24,0,0,0,15,3,12.5,0
Aaron Brooks,124,22,0,1,0,23,5,22.7,4
Kevin Faulk,123,25,1,0,0,11,6,24,0
Chris Taylor,123,28,1,0,0,17,7,25,0
Javon Walker,123,9,1,2,1,72,4,44.4,0
Seneca Wallace,122,12,0,2,0,37,5,41.7,2
Steve McNair,119,45,1,0,0,19,16,35.6,4
Antwaan Randle El,118,19,0,2,0,20,4,21,0
Heath Evans,117,27,0,1,0,35,9,33.3,1
Michael Robinson,116,38,2,1,0,33,5,13.2,0
Jake Plummer,112,36,1,0,0,19,10,27.8,3
Matt Hasselbeck,110,18,0,0,0,19,7,38.9,1
Chad Pennington,109,35,0,0,0,15,12,34.3,1
