Player,FF,FR,FR TD
Jason Taylor,9,2,0
Leonard Little,7,0,0
Oshiomogho Atogwe,5,1,0
Brian Dawkins,5,0,0
Tamba Hali,5,1,0
Jermaine Phillips,5,1,0
DeMarcus Ware,5,1,1
John Abraham,4,0,0
Mark Anderson,4,1,0
Dre' Bly,4,1,0
Lance Briggs,4,1,0
Dwight Freeney,4,0,0
Walt Harris,4,2,0
Danieal Manning,4,1,0
Robert Mathis,4,2,0
Shawne Merriman,4,1,0
Shaun Phillips,4,1,0
Simeon Rice,4,0,0
Adrian Wilson,4,2,1
Jared Allen,3,6,0
Yeremiah Bell,3,2,0
Bertrand Berry,3,1,0
Raheem Brock,3,3,0
Alex Brown,3,2,0
Greg Ellis,3,0,0
Charles Grant,3,2,0
Jarvis Green,3,1,0
Landon Johnson,3,0,0
Aaron Kampman,3,1,0
Ty Law,3,0,0
Ben Leber,3,2,1
Matt McCoy,3,0,0
Brandon Moore,3,0,0
Julius Peppers,3,2,0
Kerry Rhodes,3,1,0
Matt Roth,3,0,0
Aaron Schobel,3,1,0
Will Smith,3,1,0
Terrell Suggs,3,2,0
Sean Taylor,3,0,0
Mike Vrabel,3,1,0
Dewayne White,3,3,0
Gibril Wilson,3,2,0
Will Witherspoon,3,1,0
Charles Woodson,3,1,0
James Anderson,2,0,0
Ronde Barber,2,0,0
David Barrett,2,0,0
Rocky Bernard,2,1,0
Gary Brackett,2,0,0
Fakhir Brown,2,0,0
Keith Bulluck,2,1,1
Kevin Burnett,2,0,0
Khary Campbell,2,1,0
Chris Carr,2,0,0
Nate Clements,2,2,0
Nick Collins,2,0,0
Karlos Dansby,2,1,0
Thomas Davis,2,0,0
Ryan Denney,2,1,0
Marques Douglas,2,1,0
Chris Draft,2,2,0
Donnie Edwards,2,1,0
John Engelberger,2,1,0
James Farrior,2,1,0
Larry Foote,2,1,0
Rod Gardner,2,0,0
Kabeer Gbaja-Biamila,2,0,0
Randall Godfrey,2,0,0
Morlon Greenwood,2,3,0
Cedric Griffin,2,0,0
Clark Haggans,2,1,0
Artrell Hawkins,2,1,0
Darren Howard,2,1,0
Sam Hurd,2,2,0
Corey Ivy,2,0,0
Bradie James,2,2,0
Derrick Johnson,2,2,0
Cato June,2,1,0
Freddy Keiaho,2,0,0
Patrick Kerney,2,0,0
Mathias Kiwanuka,2,0,0
John Lynch,2,1,0
Josh Mallard,2,1,0
Richard Marshall,2,2,0
Bobby McCray,2,0,0
Chike Okeafor,2,2,0
Calvin Pace,2,0,0
Antwan Peek,2,0,0
Adrian Peterson,2,0,0
Brady Poppinga,2,0,0
Trevor Pryce,2,0,0
Shelton Quarles,2,0,0
Cory Redding,2,1,0
Antrel Rolle,2,0,0
Brandon Short,2,0,0
Corey Smith,2,0,0
Fred Smoot,2,1,0
Shawntae Spencer,2,2,0
Scott Starks,2,0,0
Patrick Surtain,2,1,0
Lofa Tatupu,2,1,0
Fred Thomas,2,0,0
Zach Thomas,2,0,0
David Thornton,2,0,0
Deshea Townsend,2,0,0
Marcus Trufant,2,0,0
Marcus Washington,2,2,0
Pat Watkins,2,1,0
Corey Webster,2,1,0
Greg Wesley,2,0,0
Gerris Wilkinson,2,0,0
Demorrio Williams,2,1,1
Madieu Williams,2,0,0
Hamza Abdullah,1,0,0
Blue Adams,1,0,0
Keith Adams,1,0,0
Ethan Albright,1,0,0
Will Allen,1,3,0
Nnamdi Asomugha,1,0,0
Brendon Ayanbadejo,1,2,0
Jonathan Babineaux,1,1,0
Justin Bannan,1,0,0
Tully Banta-Cain,1,0,0
Shawn Barber,1,1,0
Eric Barton,1,0,0
Marcus Bell,1,1,0
Kevin Bentley,1,1,0
Leigh Bodden,1,0,0
Rocky Boiman,1,0,0
Michael Boley,1,3,0
Michael Boulware,1,1,0
Deion Branch,1,1,0
Sam Brandon,1,0,0
Tyler Brayton,1,0,0
C.C. Brown,1,1,0
Mike Brown,1,1,1
Daniel Bullocks,1,0,0
Josh Bullocks,1,0,0
Derrick Burgess,1,0,0
Keith Burns,1,0,0
Dion Byrum,1,0,0
Paul Carrington,1,0,0
Tyrone Carter,1,0,0
Jacques Cesaire,1,0,0
Brandon Chillar,1,0,0
Patrick Chukwurah,1,0,0
Kendrick Clancy,1,0,0
Mark Clayton,1,0,0
Colin Cole,1,0,0
Trent Cole,1,1,0
Drew Coleman,1,0,0
Kenyon Coleman,1,0,0
Rosevelt Colvin,1,1,0
Sean Considine,1,2,0
Stephen Cooper,1,0,0
Channing Crowder,1,0,0
Angelo Crowell,1,0,0
Phillip Daniels,1,0,0
Andra Davis,1,0,0
Andre Davis,1,0,0
Rob Davis,1,0,0
Will Demps,1,2,0
Darnell Dockett,1,2,0
Elvis Dumervil,1,3,0
Glenn Earl,1,0,0
Nick Eason,1,0,0
Kalimba Edwards,1,3,0
Ebenezer Ekuban,1,0,0
Abram Elam,1,0,0
Shaun Ellis,1,0,0
Demetric Evans,1,0,0
Demarcus Faggins,1,2,1
Nick Ferguson,1,0,0
Cortland Finnegan,1,2,1
Keyaron Fox,1,0,0
Domonique Foxworth,1,0,0
Simon Fraser,1,0,0
Scott Fujita,1,0,0
Vincent Fuller,1,0,0
Ian Gold,1,0,0
Andre' Goodman,1,2,0
Eric Green,1,1,0
Louis Green,1,1,0
