Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Chad Jackson,25.3,3,76,0,2,0,39,0,0
Devale Ellis,15.2,4,61,0,1,1,48,1,1
Arnaz Battle,15,6,90,0,1,1,60,7,1
David Kircus,14.3,6,86,0,1,1,42,4,0
Dre' Bly,13,3,39,0,1,0,36,3,0
Maurice Jones-Drew,13,1,13,0,0,0,13,0,0
Adam Jones,12.9,34,440,3,6,3,90,3,4
Devin Hester,12.8,47,600,3,11,4,84,12,6
Roscoe Parrish,11.4,32,364,1,7,1,82,9,1
Dennis Northcutt,11.1,28,312,0,3,2,81,13,0
Willie Reid,11,1,11,0,0,0,11,0,0
Dexter Wynn,10.8,25,270,0,3,1,58,14,2
Kevin Faulk,10.6,31,330,0,3,1,43,5,2
B.J. Sams,10.6,29,307,0,3,2,65,4,0
Eddie Drummond,10.6,28,296,0,5,1,40,13,4
Tim Dwight,10.4,14,146,0,0,0,18,9,1
Troy Walters,10.4,24,250,0,3,0,37,12,3
Santonio Holmes,10.2,26,264,1,3,1,65,21,4
Mewelde Moore,10.1,36,365,1,4,2,71,9,2
Terence Newman,10.1,20,202,1,3,1,56,6,1
Deltha O'Neal,10,1,10,0,0,0,10,2,0
Nate Burleson,9.5,34,322,1,2,1,90,7,2
Reno Mahe,9.4,18,169,0,1,0,23,12,1
Chad Morton,9.2,29,268,0,3,0,38,13,2
Wes Welker,9.2,41,378,0,1,1,47,29,3
Terrence Wilkins,9.2,21,193,1,1,1,82,13,1
Bobby Wade,9,3,27,0,0,0,18,3,0
Eric Parker,9,37,331,0,4,1,50,15,0
Dante Hall,8.9,27,240,1,4,1,60,6,1
Charles Woodson,8.8,41,363,0,3,1,40,2,0
Alvin Pearman,8.8,32,283,0,2,0,29,16,2
Antwaan Randle El,8.8,39,342,1,4,1,87,11,1
Josh Cribbs,8.5,6,51,0,1,0,34,3,2
Jim Leonhard,8.3,7,58,0,1,0,32,1,2
Darrent Williams,8.2,25,206,0,3,0,34,12,3
Troy Brown,8,2,16,0,0,0,12,9,0
Sean Jones,8,1,8,0,0,0,8,0,0
Edell Shepherd,8,3,24,0,0,0,14,2,0
Dwight Smith,8,1,8,0,0,0,8,0,0
Keenan McCardell,7.8,5,39,0,0,0,12,7,1
Brian Westbrook,7.8,5,39,0,0,0,13,3,0
Allen Rossum,7.8,37,288,0,3,1,41,13,0
Mark Jones,7.8,20,155,0,0,0,18,4,0
Patrick Crayton,7.7,11,85,0,0,0,19,7,0
Reggie Bush,7.7,28,216,1,3,1,65,2,0
Lance Moore,7.5,6,45,0,1,0,25,2,0
Shaun McDonald,7.5,23,172,0,3,0,33,14,1
Leon Washington,7.5,13,97,0,1,0,38,6,1
Jimmy Williams,7.3,14,102,0,1,0,22,9,0
T.J. Rushing,7,2,14,0,0,0,8,2,0
Michael L. Lewis,6.9,16,111,0,1,0,26,10,1
Phillip Buchanon,6.8,14,95,0,1,1,45,4,0
Ike Hilliard,6.8,24,163,0,0,0,16,3,3
Dane Looker,6.7,7,47,0,0,0,10,6,1
Brandon Williams,6.7,22,147,0,2,0,25,12,1
Antonio Chatman,6.6,8,53,0,0,0,19,3,0
Keiwan Ratliff,6.5,27,176,0,1,0,38,9,1
Chad Owens,6.2,9,56,0,0,0,13,5,0
Chris Carr,6.2,35,216,0,3,0,35,12,2
Eddie Kennison,6,3,18,0,0,0,11,1,0
Greg Jennings,5.8,5,29,0,0,0,10,0,0
Taye Biddle,5.5,2,11,0,0,0,11,1,0
Jamaica Rector,5.5,4,22,0,0,0,8,1,0
Skyler Green,5.2,5,26,0,0,0,13,3,0
Chris Gamble,5.1,36,185,0,1,0,24,13,2
R.W. McQuarters,5,4,20,0,0,0,12,2,0
Rashean Mathis,4.5,2,9,0,0,0,9,1,0
Shaun Bodiford,4.2,6,25,0,0,0,16,1,0
Cletis Gordon,4,3,12,0,0,0,6,1,0
Ronde Barber,3.5,2,7,0,0,0,8,0,0
Bernard Berrian,3.5,2,7,0,0,0,7,0,0
Corey Ivy,3.5,2,7,0,0,0,7,0,1
Steve Smith,3.3,9,30,0,0,0,16,3,1
Lenny Walls,3,2,6,0,0,0,6,0,0
Cory Ross,2.8,13,37,0,0,0,9,3,1
Rod Smith,2,1,2,0,0,0,2,0,0
Cedrick Wilson,2,2,4,0,0,0,3,1,0
Ricardo Colclough,1.5,4,6,0,0,0,3,0,1
Joey Galloway,1.5,2,3,0,0,0,2,0,0
Charles Gordon,1,1,1,0,0,0,1,0,1
Jay Bellamy,0,1,0,0,0,0,0,0,0
Bryant Johnson,0,1,0,0,0,0,0,1,1
Brad Kassell,0,1,0,0,0,0,0,0,1
Evan Oglesby,0,1,0,0,0,0,0,0,0
Hank Poteat,0,1,0,0,0,0,0,0,0
Derrick Ross,0,1,0,0,0,0,0,0,1
Ike Taylor,0,1,0,0,0,0,0,0,0
LaBrandon Toefield,0,1,0,0,0,0,0,0,0
Marcus Trufant,0,1,0,0,0,0,0,0,0
Mason Unck,0,1,0,0,0,0,0,0,0
Dante Wesley,0,1,0,0,0,0,0,0,1
Richard Marshall,-0.5,2,-1,0,0,0,0,0,0
Ruvell Martin,-2,1,-2,0,0,0,-2,0,0
