Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Mat McBriar,48.2,38.6,2163,56,75,2697,22,3,0,10,12,31,334,0,0
Shane Lechler,47.5,36.9,2843,78,67,3660,19,4,10,19,10,34,437,0,1
Jason Baker,45.7,39.4,3861,99,70,4483,31,2,7,12,17,60,382,1,1
Ryan Plackemeier,45,37.3,3135,84,72,3778,25,10,9,15,12,38,343,0,0
Nick Harris,45,38.2,2520,66,67,2967,18,5,5,9,9,38,267,1,0
Scott Player,44.9,35.5,2343,68,58,2965,18,5,8,3,6,44,562,1,2
Andy Lee,44.8,36.8,2983,81,66,3625,22,9,9,9,19,35,462,1,0
Kyle Larson,44.5,38.6,2972,77,67,3428,26,4,11,11,9,42,236,0,0
Jon Ryan,44.5,35.7,2996,84,66,3739,17,5,8,12,4,55,503,1,0
Hunter Smith,44.4,35.3,1658,48,61,2085,14,3,5,5,9,25,327,1,1
Dustin Colquitt,44.3,39.3,2791,71,72,3145,23,5,10,5,19,32,254,0,0
Brad Maynard,44.2,37.6,2897,77,65,3404,24,10,8,7,14,38,367,0,0
Ben Graham,44.2,38.3,2757,73,69,3182,26,8,10,11,15,28,205,0,1
Dave Zastudil,44,38.4,3111,81,61,3563,28,10,10,7,11,43,312,0,0
Steve Weatherford,43.8,37.5,2890,77,59,3369,19,3,7,10,17,40,279,0,0
Brian Moorman,43.6,39.2,3607,92,66,4012,33,19,10,7,20,36,265,0,0
Matt Turk,43.5,38.8,2793,73,74,3132,26,6,13,5,22,26,239,1,1
Josh Bidwell,43.5,36.8,3418,93,59,4045,20,9,11,7,16,50,487,1,0
Josh Miller,43,35.8,1539,43,62,1848,12,6,5,7,7,18,169,1,0
Sam Koch,43,37.6,3231,86,61,3695,30,7,16,3,16,44,404,0,0
Derrick Frost,42.8,37.2,3012,82,60,3471,27,3,14,7,12,45,319,0,1
Donnie Jones,42.8,36.2,3073,86,64,3640,28,5,11,10,10,49,367,0,1
Craig Hentrich,42.7,37.3,3282,88,73,3760,32,7,14,10,24,33,278,0,0
Dirk Johnson,42.6,35,2726,78,60,3326,21,3,10,11,13,41,380,1,0
Chris Kluwe,42.3,35.6,3309,93,68,3934,28,7,8,7,21,50,485,1,0
Michael Koenen,42.1,36.8,2800,78,65,3199,25,18,6,6,21,25,279,0,2
Mike Scifres,41.9,38.2,2637,69,71,2893,35,4,17,2,19,27,216,0,0
Paul Ernster,41.7,36.6,2930,80,61,3338,23,4,14,7,16,39,268,0,0
Chad Stanley,41.6,36.7,2786,76,62,3161,15,0,11,5,24,36,275,1,0
Chris Gardocki,41.3,36.7,2388,65,56,2687,11,2,11,4,10,38,219,0,0
Todd Sauerbrun,40.8,30.7,307,10,58,408,2,2,2,0,2,4,101,1,0
Chris Hanson,40.6,33.8,2437,73,58,2920,20,13,7,7,16,29,343,2,1
Jeff Feagles,40.2,37,2847,77,54,3098,27,21,7,3,13,33,191,0,0
Ken Walter,36.9,33.7,539,16,47,591,5,1,2,0,6,7,52,0,0
Lawrence Tynes,33,33,33,1,33,33,1,0,1,0,0,0,0,0,0
Jeff Wilkins,30.3,27.7,83,3,33,91,3,0,2,0,0,1,8,0,0
Phil Dawson,29,19,38,2,31,58,1,0,1,1,0,0,0,0,0
Chad Pennington,29,29,29,1,29,29,1,0,1,0,0,0,0,0,0
Ryan Longwell,27,27,27,1,27,27,1,1,0,0,0,0,0,0,0
John Kasay,25,17,17,1,25,25,0,0,0,0,0,1,8,0,0
Josh Brown,24.5,24.5,49,2,28,49,1,0,1,0,0,1,0,0,0
