Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Wes Welker,123,1348,4,8,3,58,71,57.7,1,709,162
Steve Smith,107,1220,7,14,2,51,61,57,0,237,159
Andre Johnson,101,1569,9,22,9,72,69,68.3,1,534,170
Brandon Marshall,101,1120,10,11,4,75,56,55.4,0,503,154
Dallas Clark,100,1106,10,11,3,80,59,59,1,491,132
Reggie Wayne,100,1264,10,20,1,65,73,73,0,426,149
Larry Fitzgerald,97,1092,13,12,0,34,69,71.1,0,287,153
Hines Ward,95,1167,6,15,4,54,56,59,2,415,136
Jason Witten,94,1030,2,11,2,69,48,51.1,0,407,125
Roddy White,85,1153,11,13,4,90,54,63.5,1,374,165
Anquan Boldin,84,1024,4,10,1,44,49,58.3,3,355,126
Tony Gonzalez,83,867,6,4,0,27,54,65.1,0,220,135
Randy Moss,83,1264,13,18,7,71,62,74.7,2,340,138
Sidney Rice,83,1312,8,19,7,63,59,71.1,1,358,122
Miles Austin,81,1320,11,21,8,60,59,72.8,1,588,125
Antonio Gates,79,1157,8,18,1,56,61,77.2,1,513,114
Santonio Holmes,79,1248,5,21,3,57,63,79.8,0,496,138
T.J. Houshmandzadeh,79,911,3,11,1,53,52,65.8,2,271,135
Vernon Davis,78,965,13,13,3,73,40,51.3,0,327,129
Ray Rice,78,702,1,7,3,63,28,35.9,1,752,103
Kellen Winslow,77,884,5,10,1,42,47,61,0,243,127
Davone Bess,76,758,2,6,0,34,48,63.2,2,309,113
Brent Celek,76,971,8,16,3,47,42,55.3,0,426,112
Heath Miller,76,789,6,8,1,41,37,48.7,2,420,98
Derrick Mason,73,1028,7,9,4,72,55,75.3,0,263,132
Chad Johnson,72,1047,9,15,3,50,55,76.4,2,236,128
Marques Colston,70,1074,9,18,4,68,54,77.1,2,354,106
Donald Driver,70,1061,6,15,5,71,49,70,2,372,112
Santana Moss,70,902,3,14,4,59,40,57.1,2,382,121
Vincent Jackson,68,1167,9,17,4,55,58,85.3,0,222,107
Greg Jennings,68,1113,4,16,6,83,48,70.6,0,465,118
Calvin Johnson,67,984,5,15,4,75,46,68.7,3,334,136
Zach Miller,66,805,3,9,1,86,31,47,0,363,100
Steve Smith,65,982,7,15,7,66,41,63.1,1,315,130
Nate Burleson,63,812,3,10,1,44,42,66.7,2,274,103
Tim Hightower,63,428,0,2,0,23,22,34.9,0,445,80
Mike Sims-Walker,63,869,7,12,2,61,43,68.2,2,244,110
DeSean Jackson,62,1156,9,18,10,71,40,64.5,2,406,117
Austin Collie,60,676,7,11,0,39,37,61.7,0,248,90
Percy Harvin,60,790,6,12,3,51,42,70,1,358,91
Greg Olsen,60,612,8,9,1,41,33,55,0,180,108
Jerricho Cotchery,57,821,3,13,4,53,44,77.2,0,301,96
Matt Forte,57,471,0,6,0,37,17,29.8,1,500,71
Devin Hester,57,757,3,12,3,48,34,59.6,1,290,91
Mario Manningham,57,822,5,15,2,49,41,71.9,1,256,99
Jeremy Maclin,56,773,4,11,3,56,34,60.7,0,252,91
Visanthe Shiancoe,56,566,11,4,0,27,38,67.9,0,203,78
Bernard Berrian,55,618,4,5,1,40,35,63.6,0,200,92
Steve Breaston,55,712,3,12,1,45,33,60,0,163,82
Jermichael Finley,55,676,5,9,1,62,29,52.7,1,296,71
Terrell Owens,55,829,5,9,5,98,33,60,1,245,109
Earl Bennett,54,717,2,15,1,71,32,59.3,1,319,88
Jabar Gaffney,54,732,2,12,1,49,36,66.7,0,267,88
Maurice Jones-Drew,53,374,1,0,0,19,16,30.2,0,381,71
Todd Heap,53,593,6,10,0,31,33,62.3,0,180,75
Muhsin Muhammad,53,581,1,7,0,27,32,60.4,0,131,89
Kevin Walter,53,611,2,7,1,41,33,62.3,0,117,70
Frank Gore,52,406,3,3,1,48,13,25,0,414,75
Josh Morgan,52,527,3,6,1,61,20,38.5,0,240,81
Joseph Addai,51,336,3,1,0,25,17,33.3,0,308,63
