Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Chris Johnson,2006,358,14,22,7,91,79,22.1,3
Steven Jackson,1416,324,4,10,2,58,61,18.8,2
Thomas Jones,1402,331,14,8,2,71,64,19.3,2
Maurice Jones-Drew,1391,312,15,8,3,80,68,21.8,2
Adrian Peterson,1383,314,18,12,3,64,74,23.6,6
Ray Rice,1339,254,7,11,3,59,54,21.3,2
Ryan Grant,1253,282,11,8,2,62,61,21.6,0
Cedric Benson,1251,301,6,10,1,42,57,18.9,1
Jonathan Stewart,1133,221,10,11,3,67,54,24.4,3
Ricky Williams,1121,241,11,4,2,68,55,22.8,4
Jamaal Charles,1120,190,7,9,5,76,54,28.4,2
Frank Gore,1120,229,10,11,4,80,47,20.5,4
DeAngelo Williams,1117,216,7,7,3,77,51,23.6,3
Rashard Mendenhall,1108,242,7,9,1,60,48,19.8,3
Fred Jackson,1062,237,2,5,1,43,43,18.1,2
Knowshon Moreno,947,247,7,2,0,36,52,21,2
Marion Barber,932,214,7,5,0,35,58,27.1,1
Matt Forte,929,258,4,3,2,61,39,15.1,5
Michael Turner,871,178,10,9,2,58,43,24.2,4
Jerome Harrison,862,194,5,3,1,71,37,19.1,2
Brandon Jacobs,835,224,5,2,0,31,43,19.2,2
Joseph Addai,828,219,10,2,0,21,44,20.1,1
Cadillac Williams,823,211,4,7,0,35,43,20.4,1
Pierre Thomas,793,147,6,7,0,34,36,24.5,1
Chris Wells,793,176,7,4,0,33,39,22.2,4
Ahmad Bradshaw,778,163,7,6,0,38,46,28.2,3
Laurence Maroney,757,194,9,2,1,45,44,22.7,3
Kevin Smith,747,217,4,2,0,31,36,16.6,3
LaDainian Tomlinson,730,223,12,3,0,36,40,17.9,1
Felix Jones,685,116,3,5,4,56,24,20.7,2
Julius Jones,663,177,2,4,1,62,32,18.1,0
Mike Bell,654,172,5,4,0,35,33,19.2,2
Ronnie Brown,648,147,8,3,1,45,32,21.8,1
Correll Buckhalter,642,120,1,5,1,45,29,24.2,3
LeSean McCoy,637,155,4,1,1,66,28,18.1,2
Justin Forsett,619,114,4,6,0,35,29,25.4,2
Jason Snelling,613,142,4,6,0,31,37,26.1,1
Tim Hightower,598,143,8,2,1,50,33,23.1,5
Michael Bush,589,123,3,3,2,60,22,17.9,1
Larry Johnson,581,178,0,2,0,27,28,15.7,2
Willis McGahee,544,109,12,3,1,77,28,25.7,1
Shonn Greene,540,108,2,5,0,33,24,22.2,3
Jamal Lewis,500,143,0,0,0,18,18,12.6,0
Clinton Portis,494,124,1,2,1,78,19,15.3,1
Justin Fargas,491,129,3,3,0,35,23,17.8,1
Marshawn Lynch,450,120,2,2,1,47,18,15,3
Steve Slaton,437,131,3,3,0,32,26,19.8,5
Derrick Ward,409,114,1,3,0,28,13,11.4,0
Reggie Bush,390,70,5,2,1,55,19,27.1,2
Ryan Moats,390,101,4,0,0,17,25,24.8,2
Willie Parker,389,98,0,2,0,34,19,19.4,2
Maurice Morris,384,93,2,1,1,64,14,15,1
Josh Cribbs,381,55,1,4,0,37,21,38.2,1
Darren McFadden,357,104,1,1,0,28,13,12.5,4
Tashard Choice,349,64,3,3,1,66,20,31.2,0
Darren Sproles,343,93,3,2,0,21,15,16.1,0
Chester Taylor,338,94,1,1,0,25,11,11.7,2
Kevin Faulk,335,62,2,1,0,29,18,29,0
Leon Washington,331,72,0,2,0,33,9,12.5,1
David Garrard,323,77,3,1,0,30,31,40.3,5
Leonard Weaver,323,70,2,1,1,41,17,24.3,0
Bernard Scott,321,74,0,3,1,61,15,20.3,1
Sammy Morris,319,73,2,2,1,55,18,24.7,2
Aaron Rodgers,316,58,5,2,0,35,25,43.1,2
Donald Brown,281,78,3,2,1,45,14,18,1
Vince Young,281,55,2,1,1,44,20,36.4,7
Brian Westbrook,274,61,1,1,0,25,13,21.3,0
Fred Taylor,269,63,4,0,0,19,13,20.6,1
Chris Brown,267,79,3,0,0,13,15,19,1
Arian Foster,257,54,3,1,0,24,15,27.8,0
Jerious Norwood,252,76,0,1,0,21,11,14.5,0
Jason Campbell,236,46,1,2,0,21,17,37,4
Rock Cartwright,228,64,0,1,0,34,12,18.8,0
Glen Coffee,226,83,1,0,0,17,8,9.6,0
LenDale White,222,64,2,0,0,11,11,17.2,1
Kahlil Bell,220,40,0,2,1,72,9,22.5,0
Chris Jennings,220,63,1,0,0,16,10,15.9,0
Ladell Betts,210,56,2,0,0,18,7,12.5,0
Brad Smith,207,18,1,3,1,57,10,55.6,0
Rashad Jennings,202,39,1,2,0,28,8,20.5,0
Quinton Ganther,201,62,3,0,0,13,12,19.4,0
Matt Cassel,189,50,0,0,0,13,6,12,9
Le'Ron McClain,180,46,2,2,0,20,22,47.8,0
Jay Cutler,173,40,1,1,0,30,14,35,4
Josh Freeman,161,30,0,1,0,20,11,36.7,4
Ahman Green,160,41,1,1,0,26,8,19.5,0
Kenneth Darby,152,27,0,1,1,51,5,18.5,0
Josh Johnson,148,22,0,1,0,29,7,31.8,3
Mike Tolbert,148,25,1,2,0,32,10,40,0
Ryan Fitzpatrick,141,31,1,1,0,31,11,35.5,1
Donovan McNabb,140,37,2,1,0,27,12,32.4,3
DeSean Jackson,137,11,1,2,1,67,5,45.4,0
Percy Harvin,135,15,0,2,0,35,8,53.3,0
Aaron Brown,131,27,0,0,0,19,7,25.9,0
Marcus Mason,127,32,0,1,0,20,4,12.5,0
Lynell Hamilton,125,35,2,0,0,19,12,34.3,0
Edgerrin James,125,46,0,0,0,10,6,13,1
Lousaka Polite,123,37,0,0,0,13,20,54,1
Garrett Wolfe,120,22,1,1,0,36,6,27.3,0
Matt Hasselbeck,119,26,0,1,0,23,5,19.2,4
Mewelde Moore,118,35,0,0,0,15,7,20,0
BenJarvus Green-Ellis,114,26,0,1,0,29,6,23.1,0
Brandon Jackson,111,37,2,0,0,9,5,13.5,1
Bruce Gradkowski,108,18,0,2,0,21,7,38.9,2
Matthew Stafford,108,20,2,1,0,21,6,30,0
Trent Edwards,106,14,0,2,0,20,6,42.9,0
Mark Sanchez,106,36,3,0,0,14,15,41.7,2
Tony Romo,105,35,1,0,0,17,5,14.3,2
Chad Simpson,102,15,2,2,0,31,5,33.3,0
Brady Quinn,98,20,1,1,0,24,10,50,1
Mike Vick,95,24,2,1,0,34,7,29.2,0
Carson Palmer,93,39,3,0,0,15,12,30.8,3
Daunte Culpepper,91,18,0,1,0,32,5,27.8,2
Lex Hilliard,89,23,1,0,0,18,5,21.7,0
LaMont Jordan,86,25,0,0,0,13,4,16,0
Mike Thomas,86,12,0,1,0,22,5,41.7,0
Brian Leonard,84,27,0,0,0,11,6,22.2,0
Robert Meachem,82,6,0,1,1,41,4,66.7,0
Ben Roethlisberger,82,40,2,0,0,15,16,40,3
Pat White,81,21,0,1,0,33,4,19,1
Kyle Boller,76,13,0,0,0,16,5,38.5,1
Jacob Hester,74,21,0,0,0,15,6,28.6,1
Calvin Johnson,73,7,0,0,0,19,5,71.4,0
D.J. Ware,73,13,1,0,0,14,5,38.5,1
Kyle Orton,71,24,0,0,0,13,5,20.8,1
Mike Hart,70,26,1,0,0,15,4,15.4,0
Shaun Hill,70,8,0,1,0,22,4,50,0
Tyrell Sutton,68,12,0,1,0,20,3,25,0
Earnest Graham,66,14,0,0,0,17,5,35.7,0
Michael Bennett,65,23,0,0,0,14,2,8.7,0
Eli Manning,65,17,0,0,0,14,4,23.5,4
Danny Woodhead,64,15,0,0,0,16,2,13.3,0
Josh Morgan,61,5,0,1,0,20,3,60,0
Jake Delhomme,60,17,0,0,0,11,5,29.4,2
Matt Schaub,57,48,0,0,0,19,7,14.6,2
Joe Flacco,56,35,0,0,0,10,8,22.9,2
Tim Castille,55,14,0,0,0,16,3,21.4,1
Peyton Hillis,54,13,1,0,0,13,4,30.8,0
Terrell Owens,54,6,1,1,0,29,2,33.3,0
Eric Weems,53,8,0,1,0,31,2,25,0
Albert Young,53,12,0,0,0,10,3,25,0
Brad Hoover,52,20,1,0,0,18,6,30,1
Adrian Peterson,51,7,0,0,0,15,3,42.9,0
Alex Smith,51,24,0,0,0,11,6,25,0
Chris Ogbonnaya,50,11,0,0,0,18,2,18.2,0
Philip Rivers,50,26,1,0,0,15,5,19.2,0
Mike Goodson,49,22,0,0,0,11,1,4.6,1
Matt Ryan,49,30,1,0,0,7,9,30,0
Ted Ginn,48,7,0,1,0,22,2,28.6,0
Tony Richardson,48,7,0,0,0,19,3,42.9,0
Javon Ringer,48,8,0,1,0,32,2,25,0
Mike Wallace,48,5,0,1,0,21,2,40,0
Jerome Felton,46,15,0,0,0,10,7,46.7,0
Dantrell Savage,45,10,0,0,0,11,1,10,0
Tom Brady,44,29,1,0,0,9,8,27.6,0
Steve Breaston,44,2,0,1,0,25,2,100,0
Eldra Buckley,44,15,1,0,0,9,4,26.7,0
JaMarcus Russell,44,18,0,0,0,15,9,50,0
Gartrell Johnson,43,13,0,0,0,11,2,15.4,0
