Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Shane Lechler,51.1,43.8,4210,96,70,4909,30,2,6,12,13,63,459,0,0
Andy Lee,47.6,41,4056,99,64,4711,30,2,18,8,14,57,495,0,0
Ben Graham,47,40.6,3492,86,64,4045,42,8,14,3,14,47,493,0,0
Craig Hentrich,46.9,44.1,397,9,60,422,3,1,1,0,4,3,25,0,0
Donnie Jones,46.8,41.7,3752,90,63,4212,34,13,14,10,12,41,260,0,0
Brian Moorman,46.6,40.2,3615,90,73,4192,25,9,10,10,12,49,377,0,0
Brandon Fields,46.3,39.8,2983,75,66,3472,25,5,8,6,13,43,369,0,0
Jon Ryan,46.2,38.7,3409,88,70,4068,28,4,15,9,17,43,479,1,0
Connor Barth,46,28,28,1,46,46,0,0,0,0,0,1,18,0,0
Brett Kern,45.5,38.4,2461,64,67,2910,27,5,10,10,12,27,249,1,0
Dustin Colquitt,45.4,41.2,3956,97,70,4361,41,4,22,6,24,40,285,0,1
Mat McBriar,45.1,39.9,2875,72,63,3249,38,3,5,3,23,38,314,1,0
Mike Scifres,45,39.2,2037,52,65,2342,23,4,7,2,16,23,265,1,0
Dave Zastudil,44.6,39.1,1918,49,60,2188,25,7,7,5,8,22,170,0,0
Patrick McAfee,44.3,37.8,2416,64,60,2837,21,0,7,6,15,36,301,0,0
Jason Baker,44.1,37.1,2820,77,61,3352,22,4,9,4,18,41,452,1,1
Chris Kluwe,43.9,37.8,2762,73,60,3202,24,9,9,9,13,33,260,1,0
Jeremy Kapinos,43.8,34.7,2288,67,58,2891,15,2,7,10,7,40,403,0,1
Sam Koch,43.7,38.4,2801,74,60,3188,26,8,10,5,12,38,287,1,1
Thomas Morstead,43.6,36,2090,58,60,2528,18,4,12,4,13,25,358,1,0
Sam Paulescu,43.4,36.6,989,27,61,1172,8,2,5,5,5,10,83,0,0
Kevin Huber,43.2,36.3,3120,86,61,3713,24,14,8,10,15,39,393,0,0
Nick Harris,42.9,36.8,2720,74,56,3174,20,7,7,5,14,41,354,0,0
Matt Turk,42.8,39.4,2642,67,62,2866,24,2,11,6,24,24,104,0,0
Daniel Sepulveda,42.7,37.1,2669,72,60,3074,29,2,15,4,18,33,325,0,0
Michael Koenen,42.6,36.9,2249,62,70,2598,18,4,10,3,17,27,289,1,1
Sav Rocca,42.4,38.3,2913,76,61,3222,26,14,4,4,15,39,229,0,0
Mitch Berger,42,37.9,1933,51,65,2142,13,4,10,2,12,23,169,0,0
Steve Weatherford,42,36.7,2939,80,66,3357,25,7,11,9,26,27,238,0,0
Adam Podlesh,41.9,38.3,2758,72,64,3017,23,6,8,5,15,38,159,0,0
Brad Maynard,41.4,37.4,2879,77,66,3191,26,17,10,2,14,34,272,0,0
Hunter Smith,41.3,36.8,2098,57,59,2356,23,2,5,5,23,22,158,0,0
Dirk Johnson,41.3,36.7,2276,62,63,2558,16,8,10,3,12,29,222,0,0
Jeff Feagles,40.7,36,2306,64,59,2604,23,17,3,2,14,28,258,1,0
Rob Bironas,40,40,40,1,40,40,0,0,1,0,0,0,0,0,0
Chris Hanson,39.7,34.7,1941,57,56,2221,18,8,7,5,16,20,180,0,1
Reggie Hodges,39.7,34.9,2337,67,54,2657,16,6,8,5,18,30,220,0,0
Glenn Pakulak,38.3,33.2,432,13,57,498,4,0,3,1,2,7,46,0,0
Matt Bryant,36,36,36,1,36,36,1,0,0,0,1,0,0,0,0
Olindo Mare,32,32,32,1,32,32,1,0,1,0,0,0,0,0,0
Shaun Suisham,26.7,25.3,76,3,32,80,1,1,0,0,1,1,4,0,0
