Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Jerious Norwood,39,1,39,0,1,0,39,0,0
Bernard Scott,31.5,16,504,1,14,2,96,0,0
Jalen Parmele,31.4,9,283,0,8,2,53,0,0
Brad Smith,31,10,310,1,7,1,106,0,0
Terrence McGee,30,1,30,0,1,0,30,0,0
Sammie Stroughter,29.4,11,324,1,7,1,97,0,0
Clifton Smith,29.1,31,902,0,29,1,83,0,0
Ladell Betts,29,1,29,0,1,0,29,0,0
Johnny Knox,29,32,927,1,23,4,102,0,2
Josh Morgan,28.2,13,367,0,9,2,76,0,0
Josh Cribbs,27.5,56,1542,3,39,6,103,0,1
Percy Harvin,27.5,42,1156,2,27,5,101,0,0
Courtney Roby,27.5,42,1154,1,35,3,97,0,2
David Clowney,27,3,81,0,2,0,37,0,0
Stefan Logan,26.6,55,1466,0,43,4,83,0,1
Ben Obomanu,26.6,11,293,0,10,1,45,0,1
Jacoby Jones,26.6,24,638,1,20,1,95,0,0
Danieal Manning,26.6,28,744,0,20,4,59,0,0
Brandon Tate,26.5,4,106,0,4,0,34,0,0
Lardarius Webb,26.2,35,918,1,21,4,95,0,0
Kareem Huggins,26,2,52,0,2,0,30,0,0
Xavier Omon,26,1,26,0,1,0,26,0,0
Mike Wallace,26,1,26,0,1,0,26,0,0
Quintin Demps,25.8,6,155,0,4,1,48,0,0
Jamaal Charles,25.7,36,925,1,26,5,97,0,2
Dwight Lowery,25.6,5,128,0,3,1,44,0,0
Maurice Jones-Drew,25.5,4,102,0,4,0,30,0,0
Jordy Nelson,25.4,25,635,0,20,2,54,0,1
Eric Weems,25.3,48,1214,0,37,2,62,0,2
Quinton Ganther,25,1,25,0,1,0,25,0,0
Ted Ginn,24.9,52,1296,2,34,4,101,0,1
Mike Thomas,24.8,26,644,0,17,4,43,0,0
Fred Jackson,24.7,41,1014,0,25,3,71,0,1
Robert Meachem,24.7,6,148,0,2,2,42,0,0
Danny Amendola,24.5,66,1618,0,51,5,58,0,0
Matthew Slater,24.4,11,269,0,9,0,35,0,0
Samuel Giguere,24.4,5,122,0,3,0,36,0,0
Chris Carr,24.2,13,315,0,10,1,41,0,2
Leodis McKelvin,24.2,5,121,0,4,0,33,0,2
LaRod Stephens-Howling,24.2,52,1257,1,40,2,99,0,0
Darren Sproles,24.1,54,1300,0,34,5,66,0,0
Leon Washington,24.1,16,385,0,11,2,43,0,0
Ellis Hobbs,24,20,481,0,12,1,63,0,1
Kevin Faulk,24,6,144,0,5,0,32,0,0
Justin Forsett,24,18,432,0,12,2,46,0,0
Jason McCourty,24,3,72,0,2,0,27,0,0
Eddie Royal,23.9,26,621,1,16,1,93,0,0
Michael Griffin,23.8,6,143,0,5,0,31,0,0
Andre Davis,23.7,33,782,0,22,1,63,0,0
Chad Simpson,23.6,38,898,1,23,1,93,0,0
Roscoe Parrish,23.4,11,258,0,7,0,31,0,0
Will Blackmon,23.3,10,233,0,8,0,28,0,0
Correll Buckhalter,23,8,184,0,6,1,41,0,0
Samkon Gado,23,1,23,0,1,0,23,0,0
Michael Robinson,23,18,414,0,14,1,40,1,0
Brian Witherspoon,22.9,28,640,0,20,1,42,0,1
Arnaz Battle,22.7,3,68,0,2,0,26,0,0
Domenik Hixon,22.6,57,1291,0,35,2,68,0,3
Aaron Brown,22.6,42,951,0,21,4,87,0,0
Felix Jones,22.6,30,678,0,17,2,41,0,1
Kenny McKinley,22.6,7,158,0,5,0,30,0,0
Patrick Cobbs,22.6,16,361,0,11,0,39,0,0
Mike Bell,22.5,2,45,0,1,0,28,0,0
Darius Reynaud,22.5,4,90,0,3,0,30,0,0
Wes Welker,22.5,2,45,0,1,0,27,0,0
Miles Austin,22.4,7,157,0,6,0,29,0,0
Peyton Hillis,22.3,6,134,0,5,0,24,0,1
Devin Hester,22.3,7,156,0,4,1,44,0,0
Rock Cartwright,22.3,39,868,0,29,1,42,0,0
Derrick Williams,22.2,42,931,0,28,0,34,0,2
Leon Hall,22,1,22,0,1,0,22,0,0
Dennis Northcutt,22,3,66,0,2,0,34,0,0
Isaiah Stanback,22,1,22,0,1,0,22,0,0
Devin Thomas,22,20,439,0,13,0,39,0,0
Julian Edelman,21.9,11,241,0,8,0,32,0,0
Kenny Moore,21.9,10,219,0,4,1,55,0,0
Kenny Britt,21.8,24,523,0,11,1,56,0,0
Ahman Green,21.8,9,196,0,4,0,37,0,0
Alvin Pearman,21.8,8,174,0,6,0,27,0,0
Tyrell Sutton,21.6,14,302,0,10,0,32,0,0
Laurence Maroney,21.5,13,279,0,8,1,52,0,0
Micheal Spurlock,21.2,8,170,0,5,0,32,0,0
Louis Rankin,21.2,22,466,0,12,1,41,0,0
Donald Brown,21,1,21,0,1,0,21,0,0
Yamon Figurs,21,5,105,0,2,0,27,0,0
Allen Rossum,21,8,168,0,5,1,40,0,0
Darius Butler,20.8,5,104,0,3,0,26,0,0
Kevin Ogletree,20.8,8,166,0,5,0,32,0,1
Victor Harris,20.7,19,394,0,10,0,32,0,2
Mike Goodson,20.7,17,352,0,11,0,33,0,0
Dante Rosario,20.5,2,41,0,1,0,22,0,0
Mark Jones,20.3,13,264,0,7,0,27,0,0
Javon Ringer,20.1,9,181,0,6,0,25,0,0
Justin Miller,20.1,11,221,0,8,0,27,0,0
Earl Bennett,20,2,40,0,1,0,22,0,0
Dantrell Savage,20,8,160,0,3,0,29,0,0
