Player,INT,INT TD,INT Yds,Lng
Tom Zbikowski,2,0,13,21
Michael Adams,1,0,17,17
Asher Allen,1,0,0,0
Jared Allen,1,0,-4,-4
Nnamdi Asomugha,1,0,0,0
Brendon Ayanbadejo,1,0,0,0
Dominique Barber,1,0,3,3
Antwan Barnes,1,0,4,4
Quincy Black,1,0,3,3
Chase Blackburn,1,0,24,24
David Bowens,1,0,15,15
Gary Brackett,1,0,8,8
Lance Briggs,1,0,0,0
Ralph Brown,1,0,85,80
Jarrett Bush,1,0,3,3
John Busing,1,0,14,14
Brandon Carr,1,0,31,31
Patrick Chung,1,0,2,2
Nate Clements,1,0,8,8
Sean Considine,1,0,25,25
Reggie Corner,1,0,0,0
Channing Crowder,1,0,2,2
Tyrone Culver,1,0,23,23
Karlos Dansby,1,0,11,11
Quintin Demps,1,0,12,12
Tim Dobbins,1,0,13,13
Darnell Dockett,1,0,3,3
Reed Doughty,1,0,13,13
Chris Draft,1,0,0,0
Justin Durant,1,0,27,27
Dannell Ellerbe,1,0,28,28
Hiram Eugene,1,0,0,0
Jonathan Fanene,1,1,45,45
James Farrior,1,0,18,18
London Fletcher,1,0,2,2
Drayton Florence,1,0,7,7
Keyaron Fox,1,1,82,82
Aubrayo Franklin,1,0,10,10
Randall Gay,1,0,25,25
Charles Godfrey,1,0,12,12
Jonathan Goff,1,0,5,5
Steve Gregory,1,0,13,13
Michael Griffin,1,0,3,3
Quentin Groves,1,0,37,37
Nick Harper,1,0,4,4
Tommie Harris,1,0,6,6
Kelvin Hayden,1,0,6,6
Tye Hill,1,1,62,62
Hunter Hillenmeyer,1,0,0,0
Chris Houston,1,0,4,4
Marlin Jackson,1,0,3,3
Cullen Jenkins,1,0,4,4
Malcolm Jenkins,1,0,14,14
Tyrell Johnson,1,0,0,0
Michael Johnson,1,0,0,0
Johnny Jolly,1,0,2,2
Paul Kruger,1,0,26,26
LaRon Landry,1,0,12,13
Ty Law,1,0,37,37
Jim Leonhard,1,0,44,44
Deandre Levy,1,0,5,5
Michael Lewis,1,0,0,0
Leonard Little,1,1,36,36
Ken Lucas,1,0,0,0
Corey Mace,1,0,0,0
Danieal Manning,1,0,35,35
Brice McCain,1,0,0,0
Brandon McDonald,1,0,39,39
Terrence McGee,1,0,3,3
Jon McGraw,1,0,27,27
Mike McKenzie,1,0,8,8
Gerald McRath,1,0,1,1
Kareem Moore,1,0,14,14
Randy Moss,1,0,0,0
Chinedum Ndukwe,1,0,9,9
Tom Nelson,1,0,2,2
Paul Oliver,1,0,34,34
Mike Peterson,1,0,39,39
Jerraud Powers,1,0,1,1
Jacques Reeves,1,0,19,19
Chris Reis,1,0,33,33
Keith Rivers,1,0,0,0
Mark Roman,1,0,27,27
Frostee Rucker,1,0,26,26
Barrett Ruud,1,0,23,21
Bob Sanders,1,0,29,29
Orlando Scandrick,1,0,0,0
Tony Scheffler,1,0,5,5
Aaron Schobel,1,1,26,26
Bryan Scott,1,0,27,27
Gerald Sensabaugh,1,0,0,0
Lito Sheppard,1,0,0,0
Brandon Siler,1,0,5,5
Ko Simpson,1,0,8,8
Daryl Smith,1,0,10,10
Eric Smith,1,0,0,0
Will Smith,1,0,0,0
Anthony Spencer,1,0,-3,-3
Shawn Springs,1,0,8,8
Ike Taylor,1,0,20,20
Jason Taylor,1,0,0,0
Greg Toler,1,0,0,0
Reggie Torbor,1,0,0,0
Deshea Townsend,1,0,-1,-1
Justin Tryon,1,0,3,3
Nathan Vasher,1,0,1,1
Frank Walker,1,0,0,0
Matt Ware,1,0,18,18
Corey Webster,1,0,0,0
John Wendling,1,0,0,0
Dewayne White,1,0,0,0
Tracy White,1,0,5,5
Brian Williams,1,0,-2,-2
Antoine Winfield,1,0,0,0
Will Witherspoon,1,1,9,9
Wesley Woodyard,1,0,0,0
Usama Young,1,0,24,24
Ray Lewis,0,0,9,9
