Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Santana Moss,4.7,11,52,0,0,0,11,1,0
Alphonso Smith,4.7,10,47,0,1,0,21,3,0
Jamie Silva,4.6,7,32,0,0,0,7,1,1
Ed Reed,4.1,7,29,0,0,0,9,1,3
Devery Henderson,4,4,16,0,0,0,11,5,0
Gerard Lawson,4,1,4,0,0,0,4,0,0
Glenn Martinez,3.8,6,23,0,0,0,11,1,0
Kevin Kaesviharn,3.8,9,34,0,0,0,10,8,0
Will Blackmon,3.7,3,11,0,0,0,6,1,0
Cortland Finnegan,3.5,4,14,0,0,0,11,1,1
Santonio Holmes,3,2,6,0,0,0,3,1,0
Arnaz Battle,2.9,21,61,0,0,0,18,10,6
Brandon Jones,2.9,9,26,0,0,0,13,1,0
Maurice Leggett,2.6,5,13,0,0,0,10,1,1
Darrelle Revis,2.5,2,5,0,0,0,3,0,0
Reggie Smith,2.3,3,7,0,0,0,9,0,1
Kenny Moore,2,2,4,0,0,0,4,1,1
James Harrison,1,1,1,0,0,0,1,0,0
Mewelde Moore,1,3,3,0,0,0,2,9,0
Kevin Barnes,0,1,0,0,0,0,0,0,1
Kevin Dockery,0,1,0,0,0,0,0,0,1
Chris Gamble,0,1,0,0,0,0,0,0,1
Renaldo Hill,0,1,0,0,0,0,0,0,0
Tim Jennings,0,1,0,0,0,0,0,0,1
Johnny Knox,0,1,0,0,0,0,0,0,1
William Middleton,0,1,0,0,0,0,0,0,1
Lance Moore,0,1,0,0,0,0,0,2,0
Kevin Ogletree,0,1,0,0,0,0,0,0,1
Josh Reed,0,3,0,0,0,0,0,0,3
David Roach,0,1,0,0,0,0,0,0,1
Scott Starks,0,1,0,0,0,0,0,0,0
Greg Toler,0,1,0,0,0,0,0,0,1
Javon Walker,0,1,0,0,0,0,0,0,1
Byron Westbrook,0,1,0,0,0,0,0,0,1
Sam Williams,0,1,0,0,0,0,0,0,1
Charles Woodson,0,1,0,0,0,0,0,0,0
Quincy Butler,-1,2,-2,0,0,0,0,2,1
DeAngelo Hall,-1,2,-2,0,0,0,0,2,1
Terence Newman,-5.5,2,-11,0,0,0,-11,0,1
