Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Drew Brees,2108,5.9,356,205,57.6,11,15,67.5,95,26.7,28,5,68,21,178
David Carr,2013,6.8,295,167,56.6,9,13,69.5,86,29.2,22,5,78,15,90
Kelly Holcomb,1797,6,302,193,63.9,10,12,74.6,94,31.1,12,1,68,21,166
Doug Johnson,1655,6.8,243,136,56,8,12,67.5,72,29.6,22,7,86,19,121
Kordell Stewart,1418,5.6,251,126,50.2,7,12,56.8,69,27.5,19,4,61,25,146
Vinny Testaverde,1385,7,198,123,62.1,7,2,90.6,65,32.8,18,2,61,6,48
Tim Couch,1319,6.5,203,120,59.1,7,6,77.6,59,29.1,13,5,71,19,116
Rich Gannon,1274,5.7,225,125,55.6,6,4,73.4,54,24,15,1,46,17,90
Rick Mirer,1267,5.7,221,116,52.5,3,5,64.8,64,29,18,1,47,22,122
Kyle Boller,1260,5.6,224,116,51.8,7,9,62.4,62,27.7,18,3,73,17,92
Anthony Wright,1199,6.7,178,94,52.8,9,8,72.3,55,30.9,16,5,64,19,125
Doug Flutie,1097,6.6,167,91,54.5,9,4,82.8,50,29.9,16,1,73,8,27
Chris Chandler,1050,5.5,192,107,55.7,3,7,61.3,51,26.6,11,0,37,14,101
Josh McCown,1018,6.1,166,95,57.2,5,6,70.3,51,30.7,11,2,60,25,174
Tim Hasselbeck,1012,5.7,177,95,53.7,5,7,63.6,53,29.9,10,1,40,9,44
Tim Rattay,856,7.2,118,73,61.9,7,2,96.6,41,34.8,11,1,61,7,54
Brian Griese,813,6.2,130,74,56.9,5,6,69.2,36,27.7,7,3,80,12,83
Tony Banks,693,6.8,102,61,59.8,5,3,84.3,34,33.3,9,2,46,13,57
Gus Frerotte,690,10.6,65,38,58.5,7,2,118.1,25,38.5,11,5,72,5,22
Mike Vick,585,5.8,100,50,50,4,3,69,32,32,7,2,49,9,64
Billy Volek,545,7.9,69,44,63.8,4,1,101.4,31,44.9,5,1,50,6,45
Jesse Palmer,532,4.6,116,60,51.7,3,4,58.6,25,21.6,6,1,40,16,95
Mark Brunell,484,5.9,82,54,65.8,2,0,89.7,22,26.8,4,1,65,9,46
Danny Kanell,442,4.3,103,53,51.5,2,5,49.1,26,25.2,3,0,26,2,24
Rex Grossman,437,6.1,72,38,52.8,2,1,74.8,23,31.9,7,1,59,4,41
Kurt Kittner,391,3.4,114,44,38.6,2,6,32.5,23,20.2,2,0,31,5,30
Steve Beuerlein,389,6.2,63,33,52.4,2,5,49,18,28.6,5,0,38,9,60
Kurt Warner,365,5.6,65,38,58.5,1,1,72.9,15,23.1,3,0,37,6,38
Marques Tuiasosopo,324,7.2,45,25,55.6,0,3,50.6,14,31.1,5,0,35,2,14
Neil O'Donnell,232,8.6,27,18,66.7,2,1,102.7,13,48.2,4,0,34,0,0
Travis Brown,160,8.9,18,14,77.8,0,1,80.6,7,38.9,3,0,28,1,7
Dave Ragone,135,3.4,40,20,50,0,1,47.4,7,17.5,1,0,24,8,39
Shaun King,130,5.9,22,15,68.2,1,1,79.7,6,27.3,1,0,20,3,25
Rob Johnson,93,4.6,20,11,55,0,1,46.5,5,25,0,0,15,4,21
Mike McMahon,87,2.8,31,9,29,0,2,12.7,4,12.9,1,0,26,2,9
David Garrard,86,7.2,12,9,75,1,0,122.2,5,41.7,2,0,28,0,0
Todd Bouman,81,6.2,13,7,53.8,1,0,98.6,4,30.8,0,0,19,2,8
Josh Miller,81,81,1,1,100,1,0,158.3,1,100,1,1,81,0,0
Todd Collins,74,6.2,12,9,75,0,0,90.3,3,25,1,0,20,0,0
Rod Smith,72,72,1,1,100,0,0,118.8,1,100,1,1,72,0,0
Tee Martin,69,4.3,16,6,37.5,0,1,25.3,5,31.2,0,0,17,1,5
Isaac Bruce,66,33,2,2,100,0,0,118.8,2,100,2,1,41,0,0
Chris Redman,58,4.5,13,7,53.8,0,2,26,4,30.8,0,0,16,6,45
Sage Rosenfels,50,8.3,6,4,66.7,1,0,131.9,2,33.3,1,0,21,0,0
Alex Van Pelt,49,4.1,12,5,41.7,0,3,14.2,1,8.3,0,0,14,1,7
Charlie Batch,47,5.9,8,4,50,0,0,68.2,2,25,1,0,22,1,2
Rod Gardner,46,15.3,3,2,66.7,2,0,149.3,2,66.7,1,0,36,0,0
Jarious Jackson,41,4.6,9,4,44.4,0,1,18.5,3,33.3,0,0,16,0,0
Aveion Cason,37,37,1,1,100,0,0,118.8,1,100,1,0,37,0,0
Koy Detmer,32,6.4,5,3,60,0,0,78.8,3,60,0,0,15,0,0
LaBrandon Toefield,32,16,2,1,50,0,0,95.8,1,50,1,0,32,0,0
Rohan Davey,31,4.4,7,3,42.9,0,0,56.2,2,28.6,0,0,16,0,0
Trent Dilfer,31,3.9,8,4,50,1,1,59.9,3,37.5,0,0,14,1,8
Craig Hentrich,25,5,5,2,40,0,0,56.2,2,40,0,0,15,0,0
Freddie Mitchell,25,25,1,1,100,1,0,158.3,1,100,1,0,25,0,0
Brock Huard,22,7.3,3,2,66.7,0,0,88.2,2,66.7,0,0,13,1,3
Az-Zahir Hakim,21,21,1,1,100,0,0,118.8,1,100,1,0,21,0,0
LaDainian Tomlinson,21,21,1,1,100,1,0,158.3,1,100,1,0,21,0,0
Rodney Peete,19,1.9,10,4,40,0,0,47.9,0,0,0,0,8,3,20
Doug Pederson,16,8,2,2,100,0,0,100,0,0,0,0,14,0,0
Drew Bennett,14,14,1,1,100,0,0,118.8,1,100,0,0,14,0,0
Joe Horn,14,14,1,1,100,0,0,118.8,1,100,0,0,14,0,0
Dane Looker,11,11,1,1,100,0,0,112.5,1,100,0,0,11,0,0
Chad Hutchinson,8,4,2,1,50,0,0,60.4,0,0,0,0,8,0,0
Gibran Hamdan,7,3.5,2,1,50,0,0,58.3,0,0,0,0,7,1,2
Antwaan Randle El,6,1.5,4,3,75,0,0,77.1,0,0,0,0,9,0,0
Cedrick Wilson,6,6,1,1,100,0,0,91.7,0,0,0,0,6,0,0
Bryan Barker,3,3,1,1,100,0,0,79.2,1,100,0,0,3,0,0
Richie Anderson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Darren Bennett,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mitch Berger,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Anquan Boldin,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Brant Boyer,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Woody Dantzler,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,5
T.J. Duckett,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Warrick Dunn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Kevin Faulk,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jabar Gaffney,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
David Givens,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Terry Glenn,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dante Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Nick Harris,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Travis Henry,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Priest Holmes,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Damon Huard,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Frisman Jackson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Kevin Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Micah Knorr,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Stacey Mack,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Deuce McAllister,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Chris Mohr,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Randy Moss,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dennis Northcutt,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jerry Rice,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mark Royals,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Todd Sauerbrun,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bill Schroeder,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dan Stryzinski,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
