Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Mike Vanderjagt,99,5955,1999,4,4,93,21.5,2,1,0,2
Jeff Wilkins,96,6254,1967,12,12.5,82,24,1,1,1,2
Jason Baker,93,5840,2043,6,6.4,87,23.5,0,0,0,0
Ryan Longwell,92,5393,1707,4,4.4,82,20.8,3,1,5,1
Craig Hentrich,91,5248,1459,5,5.5,79,18.5,2,0,4,0
Micah Knorr,86,5583,1679,13,15.1,73,23,0,0,0,0
Josh Brown,84,5059,1626,3,3.6,79,20.6,0,0,2,0
David Akers,83,5251,1590,8,9.6,74,21.5,1,0,1,1
Wade Richey,81,5178,1365,14,17.3,64,21.3,2,0,2,1
Adam Vinatieri,79,4966,1624,2,2.5,76,21.4,0,0,0,0
Shayne Graham,77,4792,1470,4,5.2,71,20.7,0,0,2,0
Aaron Elling,74,4427,1451,1,1.4,68,21.3,2,1,3,0
John Kasay,74,4620,1425,4,5.4,69,20.6,0,0,0,0
Doug Brien,72,4312,1496,1,1.4,71,21.1,0,0,0,0
John Hall,72,4426,1238,11,15.3,60,20.6,2,1,0,0
Olindo Mare,72,4741,1006,24,33.3,46,21.9,2,0,2,0
Jeff Reed,70,4412,1324,5,7.1,64,20.7,0,0,1,1
Paul Edinger,69,3979,1367,1,1.4,64,21.4,3,1,1,1
Jay Feely,69,4382,1148,7,10.1,58,19.8,3,0,2,0
Martin Gramatica,67,4116,1393,5,7.5,59,23.6,2,1,2,0
Jason Hanson,66,4240,1313,10,15.2,53,24.8,2,0,1,1
Sebastian Janikowski,66,4150,1474,7,10.6,57,25.9,0,0,2,0
Toby Gowin,65,4084,1367,2,3.1,63,21.7,0,0,0,0
Seth Marler,64,3668,1189,3,4.7,57,20.9,2,0,1,0
Kris Brown,61,3891,1141,8,13.1,52,21.9,1,0,0,0
Rian Lindell,60,3632,1080,3,5,55,19.6,1,0,1,0
Phil Dawson,54,3255,1040,1,1.8,51,20.4,1,0,2,0
Mitch Berger,53,3427,1202,2,3.8,50,24,0,0,1,1
Todd Peterson,44,2546,901,1,2.3,42,21.4,1,0,0,0
Steve Christie,43,2416,836,0,0,42,19.9,1,0,0,0
Matt Bryant,39,2354,692,2,5.1,34,20.4,1,0,2,0
Brett Conway,32,1992,608,2,6.2,30,20.3,0,0,0,0
Neil Rackers,27,1607,436,5,18.5,18,24.2,3,1,1,0
Owen Pochman,25,1567,449,1,4,21,21.4,0,0,3,0
Mike Scifres,25,1567,567,0,0,24,23.6,0,0,1,1
John Carney,20,1111,385,1,5,17,22.6,3,1,0,1
Tim Duncan,18,1031,248,3,16.7,14,17.7,1,0,0,0
Jeff Chandler,16,962,291,1,6.2,14,20.8,0,0,1,0
Bill Gramatica,14,877,320,0,0,14,22.9,0,0,0,0
Jose Cortez,8,529,157,1,12.5,7,22.4,0,0,0,0
Matt Stover,7,420,130,1,14.3,6,21.7,0,0,0,0
Chris Mohr,5,216,56,0,0,4,14,1,0,0,0
Todd Sauerbrun,4,135,0,0,0,1,0,2,0,1,0
Billy Cundiff,3,191,81,0,0,3,27,0,0,0,0
Joe Nedney,3,204,62,1,33.3,2,31,0,0,0,0
Chris Hanson,2,74,38,0,0,1,38,1,0,0,0
Josh Miller,2,112,35,0,0,2,17.5,0,0,0,0
Scott Player,2,118,38,0,0,2,19,0,0,0,0
Matt Turk,2,88,4,0,0,1,4,0,0,0,0
Darren Bennett,1,58,34,0,0,1,34,0,0,0,0
Jeff Feagles,1,50,19,0,0,1,19,0,0,0,0
Sean Landeta,1,62,18,0,0,1,18,0,0,0,0
Chad Stanley,1,55,8,0,0,1,8,0,0,0,0
Ken Walter,1,64,-1,0,0,1,-1,0,0,0,0
