Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Torry Holt,117,1696,12,26,4,48,84,71.8,1,359,183
Randy Moss,111,1632,17,27,6,72,76,68.5,1,436,172
Anquan Boldin,101,1377,8,20,6,71,62,61.4,2,531,165
LaDainian Tomlinson,100,725,4,5,2,73,26,26,0,795,137
Derrick Mason,95,1303,8,16,3,50,68,71.6,0,249,133
Hines Ward,95,1163,10,18,2,50,60,63.2,0,359,156
Marvin Harrison,94,1272,10,17,4,79,60,63.8,2,322,142
Chad Johnson,90,1355,10,20,7,82,66,73.3,0,351,154
Steve Smith,88,1110,7,16,4,67,48,54.6,2,520,141
Keenan McCardell,84,1174,8,13,4,76,53,63.1,1,329,138
Laveranues Coles,82,1204,6,21,3,64,54,65.8,0,480,158
Terrell Owens,80,1102,9,15,4,75,55,68.8,0,352,145
Peter Warrick,79,819,7,8,1,77,48,60.8,0,314,122
Joe Horn,78,973,10,10,3,50,52,66.7,2,153,130
Michael Pittman,75,597,2,5,1,68,21,28,2,360,120
Priest Holmes,74,690,0,7,0,36,36,48.6,0,807,90
Santana Moss,74,1105,10,17,5,65,49,66.2,2,310,117
Rod Smith,74,845,3,8,0,38,48,64.9,0,323,114
Tony Gonzalez,71,916,10,14,2,67,48,67.6,0,338,106
David Boston,70,880,7,13,2,46,42,60,2,284,114
Richie Anderson,69,493,4,5,0,37,21,30.4,1,456,87
Tiki Barber,69,461,1,3,0,36,26,37.7,3,392,98
Isaac Bruce,69,981,5,19,1,41,49,71,0,252,119
Deuce McAllister,69,516,0,2,0,39,22,31.9,0,572,86
Darrell Jackson,68,1137,9,18,4,80,54,79.4,1,383,130
Reggie Wayne,68,838,7,8,1,57,49,72.1,0,182,107
Andre Johnson,66,976,4,14,4,46,45,68.2,0,439,119
Koren Robinson,65,896,4,14,0,38,39,60,1,215,119
Moe Williams,65,644,3,6,1,42,34,52.3,0,542,85
Chris Chambers,64,963,11,17,2,57,50,78.1,1,239,130
Eric Moulds,64,780,1,10,1,49,35,54.7,0,249,121
Peerless Price,64,838,3,9,5,49,40,62.5,0,169,141
Jerry Rice,63,869,2,13,1,47,44,69.8,2,217,124
Amani Toomer,63,1057,5,16,6,77,48,76.2,0,218,152
Dennis Northcutt,62,729,2,6,2,44,43,69.4,0,244,92
Shannon Sharpe,62,770,8,11,0,28,42,67.7,0,248,94
Plaxico Burress,60,860,4,11,1,47,40,66.7,1,136,123
Ike Hilliard,60,608,6,2,0,38,38,63.3,2,182,102
Rod Gardner,59,600,5,7,0,35,30,50.8,1,165,115
Kevin Johnson,58,634,3,10,1,41,32,55.2,0,126,95
Josh Reed,58,588,2,5,0,26,33,56.9,1,158,104
Deion Branch,57,803,3,9,2,66,40,70.2,0,229,104
Todd Heap,57,693,3,13,0,33,32,56.1,1,212,112
Eddie Kennison,56,853,5,11,3,51,43,76.8,1,149,99
Bobby Shaw,56,732,4,7,1,54,37,66.1,1,243,86
Freddie Jones,55,517,3,5,0,34,19,34.6,0,199,89
Shawn Bryson,54,340,0,2,0,26,10,18.5,0,311,72
Muhsin Muhammad,54,837,3,18,2,60,37,68.5,3,232,100
Jimmy Smith,54,805,4,13,4,67,38,70.4,1,150,112
Marty Booker,52,715,4,10,3,61,31,59.6,0,210,105
Tim Brown,52,567,2,8,0,36,28,53.8,0,184,94
Donald Driver,52,621,2,11,1,41,30,57.7,0,160,87
Bobby Engram,52,637,6,8,0,34,34,65.4,1,277,74
Terry Glenn,52,754,5,14,2,51,37,71.2,2,149,96
Edgerrin James,51,292,0,0,0,17,8,15.7,0,337,71
Ahman Green,50,367,5,4,0,27,19,38,0,397,60
Johnnie Morton,50,740,4,10,1,50,36,72,0,167,92
Ricky Williams,50,351,1,3,1,59,11,22,3,424,62
Az-Zahir Hakim,49,449,4,2,0,28,27,55.1,2,134,108
Randy McMichael,49,598,2,8,1,46,29,59.2,0,194,83
James Thrash,49,558,1,5,3,51,24,49,0,188,92
Dez White,49,583,3,7,1,49,30,61.2,0,136,107
Kevin Faulk,48,440,0,5,0,27,20,41.7,1,427,66
Charlie Garner,48,386,1,3,1,46,15,31.2,0,321,70
Jeremy Shockey,48,535,2,6,1,46,29,60.4,1,179,70
Fred Taylor,48,370,1,2,1,60,16,33.3,1,365,74
Domanick Williams,47,351,0,0,0,17,15,31.9,2,284,68
Dane Looker,47,495,3,5,1,41,27,57.4,1,168,75
Justin McCareins,47,813,7,14,4,73,40,85.1,0,218,82
Jerald Sowell,47,436,1,4,1,44,27,57.4,0,316,60
Tai Streets,47,595,7,4,1,41,30,63.8,0,124,85
Curtis Conway,46,640,2,11,1,45,33,71.7,0,132,102
Jimmy Kleinsasser,46,401,4,0,0,19,23,50,0,229,59
Itula Mili,46,492,4,5,1,46,28,60.9,0,217,62
Jamel White,46,303,1,2,0,22,12,26.1,0,266,69
Marshall Faulk,45,290,1,3,0,30,11,24.4,0,312,61
Keyshawn Johnson,45,600,3,9,0,39,33,73.3,0,107,74
Desmond Clark,44,433,2,4,0,31,23,52.3,2,155,71
Alge Crumpler,44,552,3,8,2,63,26,59.1,1,242,80
Jerome Pathon,44,578,4,8,1,40,27,61.4,1,114,79
David Terrell,43,361,1,4,0,35,19,44.2,1,114,84
Shaun Alexander,42,295,2,3,0,22,16,38.1,0,332,59
Curtis Martin,42,262,0,1,0,29,9,21.4,0,289,53
Erron Kinney,41,381,3,2,0,28,22,53.7,1,135,58
Javon Walker,41,716,9,12,4,66,27,65.8,1,169,74
Boo Williams,41,436,5,4,0,31,25,61,0,137,62
Anthony Becht,40,356,4,2,0,29,26,65,1,187,58
Troy Brown,40,472,4,4,2,82,18,45,0,148,60
Andre Davis,40,576,5,8,1,49,31,77.5,0,120,61
Dante Hall,40,423,1,6,1,67,16,40,0,212,60
Billy Miller,40,355,3,5,0,25,18,45,0,134,65
Marcus Pollard,40,541,3,5,2,70,25,62.5,1,294,57
Amos Zereoue,40,310,0,1,0,29,13,32.5,0,310,51
Antonio Bryant,39,550,2,9,2,54,27,69.2,0,129,83
Travis Taylor,39,632,3,9,6,73,23,59,0,185,90
Robert Ferguson,38,520,4,7,2,47,25,65.8,0,129,59
Daniel Graham,38,409,4,8,0,38,21,55.3,0,161,63
Quincy Morgan,38,516,3,5,2,71,22,57.9,0,193,79
Clinton Portis,38,314,0,3,1,72,10,26.3,0,288,51
Warrick Dunn,37,336,2,4,1,86,14,37.8,1,350,52
Ashley Lelie,37,628,2,11,5,60,25,67.6,0,122,81
Antwaan Randle El,37,364,1,4,0,32,21,56.8,0,55,56
Mikhael Ricks,37,434,2,6,0,38,24,64.9,0,226,61
Brian Westbrook,37,332,4,5,0,38,17,46,0,252,48
