Player,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Jeff Wilkins,39,42,92.9,0/0,16/16,11/13,8/9,4/4,0/0,53,0
Mike Vanderjagt,37,37,100,0/0,17/17,7/7,12/12,1/1,0/0,50,0
Matt Stover,33,38,86.8,0/0,16/16,6/6,11/14,0/2,0/0,49,0
John Kasay,32,38,84.2,0/0,13/13,6/8,11/13,2/4,0/0,53,0
Gary Anderson,27,31,87.1,0/0,5/5,12/12,10/14,0/0,0/0,43,0
Doug Brien,27,32,84.4,0/0,5/5,15/15,7/8,0/0,0/0,48,1
Jason Elam,27,31,87.1,0/0,10/11,6/6,9/11,0/0,0/0,51,0
Paul Edinger,26,36,72.2,1/1,4/4,9/13,9/14,3/4,0/0,54,2
John Hall,25,33,75.8,0/0,8/8,7/9,6/9,4/7,0/0,54,1
Adam Vinatieri,25,34,73.5,0/0,16/17,4/8,5/8,0/1,0/0,48,1
David Akers,24,29,82.8,0/0,9/9,7/7,6/10,2/3,0/0,57,1
Billy Cundiff,23,29,79.3,0/0,11/11,5/6,4/7,0/0,0/0,52,0
Ryan Longwell,23,26,88.5,0/0,5/5,11/11,6/9,1/1,0/0,50,0
Jeff Reed,23,32,71.9,0/0,9/12,6/7,7/12,0/0,0/0,51,0
Josh Brown,22,30,73.3,0/0,5/5,10/11,6/11,1/3,0/0,58,1
John Carney,22,30,73.3,0/0,6/6,10/12,5/9,1/3,0/0,50,1
Shayne Graham,22,25,88,0/0,5/5,10/10,7/8,0/2,0/0,48,0
Jason Hanson,22,23,95.6,0/0,7/7,6/6,5/6,4/4,0/0,54,0
Sebastian Janikowski,22,25,88,0/0,6/6,6/6,9/10,0/0,0/0,55,1
Olindo Mare,22,29,75.9,0/0,9/9,3/6,6/8,4/6,0/0,52,1
Seth Marler,20,33,60.6,0/0,10/11,4/8,5/12,1/2,0/0,53,3
Jay Feely,19,27,70.4,0/0,6/6,9/11,4/7,0/2,0/1,46,1
Kris Brown,18,22,81.8,1/1,3/3,8/8,5/6,1/4,0/0,50,0
Phil Dawson,18,21,85.7,2/2,7/7,4/5,3/5,2/2,0/0,52,0
Aaron Elling,18,25,72,0/0,7/7,6/8,4/7,1/3,0/0,51,0
Rian Lindell,17,24,70.8,0/0,11/12,3/3,3/7,0/2,0/0,44,0
Morten Andersen,16,20,80,0/0,3/3,8/8,5/8,0/1,0/0,49,1
Martin Gramatica,16,26,61.5,0/0,9/9,3/6,3/8,1/1,0/2,50,5
Steve Christie,15,20,75,1/1,6/6,3/3,3/7,2/3,0/0,51,2
Brett Conway,14,19,73.7,1/1,3/3,6/9,4/6,0/0,0/0,48,0
Todd Peterson,12,15,80,0/0,5/7,3/3,4/4,0/1,0/0,48,0
Matt Bryant,11,14,78.6,0/0,3/4,4/5,4/5,0/0,0/0,47,1
Neil Rackers,9,12,75,0/0,5/5,1/4,3/3,0/0,0/0,49,0
Owen Pochman,8,15,53.3,0/0,1/1,3/8,4/5,0/1,0/0,48,2
Jeff Chandler,6,7,85.7,0/0,5/5,1/1,0/1,0/0,0/0,35,0
Tim Duncan,6,10,60,0/0,2/2,2/4,1/2,1/2,0/0,53,0
Craig Hentrich,4,5,80,0/0,0/0,2/2,2/2,0/1,0/0,49,0
Bill Gramatica,3,4,75,0/0,1/1,2/2,0/0,0/1,0/0,38,0
Micah Knorr,1,1,100,0/0,1/1,0/0,0/0,0/0,0/0,27,0
Joe Nedney,1,1,100,0/0,0/0,0/0,0/0,1/1,0/0,50,0
Wade Richey,1,2,50,0/0,0/0,0/0,0/0,1/2,0/0,56,0
Jeff Feagles,0,1,0,0/0,0/1,0/0,0/0,0/0,0/0,0,0
