Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Quentin McCord,46,1,46,0,1,1,46,0,0
Dane Looker,23.5,2,47,0,1,1,44,1,0
Eddie Kennison,23.3,3,70,0,1,1,46,0,0
Rod Smith,21.2,6,127,1,1,1,65,8,0
Dante Hall,16.3,29,472,2,8,3,93,14,1
Brian Westbrook,15.3,20,306,2,2,2,84,16,3
Juran Bolden,14,1,14,0,0,0,14,0,0
Kevin Dyson,14,1,14,0,0,0,14,1,0
Allen Rossum,14,39,545,1,8,3,72,11,1
Phillip Buchanon,13.6,36,491,2,7,3,80,14,3
Reggie Swinton,13.2,24,318,1,4,1,89,12,2
Kevin Faulk,13.2,5,66,0,0,0,19,6,0
Eddie Drummond,12.6,12,151,1,3,1,57,4,1
Sam Simmons,12.5,8,100,0,2,0,32,6,0
Derrick Mason,12.4,8,99,0,1,0,21,5,0
R.W. McQuarters,12.2,37,452,1,7,2,60,12,1
Antwaan Randle El,12,45,542,2,9,4,84,12,2
David Allen,12,27,324,0,6,2,52,15,1
Cedrick Wilson,12,1,12,0,0,0,12,3,0
Jeff Burris,11.6,5,58,0,1,0,34,0,0
Justin McCareins,11.4,29,330,1,3,1,58,17,2
Santana Moss,11.1,30,332,0,4,1,47,18,2
Keyuo Craver,11,2,22,0,0,0,19,1,0
Peter Warrick,10.9,25,273,1,4,1,68,8,2
Mike Furrey,10.8,11,119,0,2,0,28,7,2
Bobby Engram,10.3,31,320,1,5,1,83,22,4
Troy Brown,10.1,29,293,0,1,0,23,13,2
Steve Smith,10,44,439,1,7,2,53,14,3
Chad Morton,9.9,19,188,0,3,0,28,16,1
Nate Clements,9.8,14,137,0,3,0,35,11,3
Deltha O'Neal,9.6,33,315,1,3,1,57,10,2
Troy Walters,9.6,11,105,0,3,0,26,7,0
Az-Zahir Hakim,9.4,9,85,0,1,0,20,0,0
Tim Wansley,9.2,8,74,0,0,0,12,2,1
Michael L. Lewis,9.2,30,275,0,2,0,27,10,1
Reno Mahe,9.2,6,55,0,0,0,17,6,0
Brad Pyatt,9.2,12,110,0,1,0,21,8,2
Jermaine Lewis,9,5,45,0,0,0,14,0,0
Eric Parker,9,23,207,0,3,1,49,2,1
Joey Galloway,8.9,20,178,0,2,0,36,8,1
Charlie Rogers,8.9,21,186,0,2,1,48,13,2
Donte' Stallworth,8.8,5,44,0,0,0,18,1,0
Dedric Ward,8.7,3,26,0,0,0,16,2,0
Antonio Chatman,8.4,33,277,0,2,0,33,18,0
Dennis Northcutt,8.2,36,295,0,3,0,38,10,2
Lamont Brightful,7.8,45,351,0,3,1,44,20,2
Leon Johnson,7.7,24,184,0,1,0,21,5,1
Victor Green,7.5,2,15,0,0,0,9,0,0
Dre' Bly,7.3,3,22,0,0,0,14,0,0
Karl Williams,7.3,15,110,0,0,0,19,10,0
DeJuan Groce,7.1,19,135,0,0,0,19,3,5
Zuriel Smith,7.1,30,212,0,1,1,46,13,3
Keenan Howry,7.1,35,247,0,2,1,52,16,0
Andre Davis,7,1,7,0,0,0,7,1,1
Jason Goss,7,1,7,0,0,0,7,0,0
Jimmy Williams,6.9,35,240,0,1,0,20,10,3
Tyrone Poole,6.8,11,75,0,0,0,18,3,1
J.J. Moses,6.8,36,244,0,2,1,40,7,0
Ed Reed,6.6,5,33,0,0,0,19,3,1
Anquan Boldin,6.5,20,130,0,0,0,19,12,1
Deion Branch,6.5,4,26,0,0,0,11,1,0
Arland Bruce,6,4,24,0,0,0,18,2,1
Woody Dantzler,6,1,6,0,0,0,6,0,0
Pat Johnson,5.7,3,17,0,0,0,11,3,1
Jabar Gaffney,5.5,4,22,0,0,0,15,1,0
Brian Mitchell,5.3,29,154,0,0,0,15,14,3
Arlen Harris,5.1,7,36,0,0,0,13,0,2
Reggie Barlow,4.8,12,58,0,0,0,17,6,0
Delvin Joyce,4.5,2,9,0,0,0,8,1,0
Bobby Wade,4.5,2,9,0,0,0,10,1,1
Antonio Brown,4.4,25,111,0,0,0,18,10,1
Fred Thomas,4,1,4,0,0,0,4,0,0
Lito Sheppard,3.8,4,15,0,0,0,5,1,0
Terrence Wilkins,3.6,7,25,0,0,0,16,0,1
Rashean Mathis,3.5,2,7,0,0,0,6,3,0
Bryant Johnson,3,1,3,0,0,0,3,3,0
Terrell Buckley,2,1,2,0,0,0,2,0,0
Terrence Edwards,2,1,2,0,0,0,2,0,0
Bethel Johnson,2,1,2,0,0,0,2,0,0
James Thrash,2,1,2,0,0,0,2,1,0
Eric Johnson,1,1,1,0,0,0,1,0,0
William Bartee,0,1,0,0,0,0,0,0,1
Nate Burleson,0,1,0,0,0,0,0,0,0
Anthony Dorsett,0,1,0,0,0,0,0,0,1
Tim Dwight,0,2,0,0,0,0,2,2,0
Al Harris,0,1,0,0,0,0,0,0,1
Ken Lucas,0,1,0,0,0,0,0,0,1
David Macklin,0,1,0,0,0,0,0,0,1
Kendall Newson,0,1,0,0,0,0,0,0,1
Pierson Prioleau,0,1,0,0,0,0,0,0,0
Kris Richard,0,1,0,0,0,0,0,0,1
Damien Robinson,0,1,0,0,0,0,0,0,0
Omar Stoutmire,0,1,0,0,0,0,0,0,1
Marcus Wilkins,0,1,0,0,0,0,0,0,1
Antoine Winfield,0,1,0,0,0,0,0,0,0
