Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
James Jackson,68,1,68,0,2,0,39,0,0
Marc Boerigter,44,1,44,0,1,1,44,0,0
Quincy Morgan,33.5,2,67,0,2,1,47,0,0
DeJuan Groce,33,1,33,0,1,0,25,0,0
Derrick Blaylock,32,1,32,0,1,0,32,0,0
Najeh Davenport,31.6,16,505,0,13,4,60,0,0
Randal Williams,30,2,60,1,2,0,37,0,0
Jerry Azumah,29,41,1191,2,29,6,89,0,1
Jonathan Carter,28.7,18,517,1,14,2,90,0,0
Brad Pyatt,28.6,19,544,0,15,2,90,0,0
Bethel Johnson,28.2,30,847,1,20,5,92,1,0
Steve Smith,28.1,11,309,0,9,1,42,0,0
Adrian Madise,27.4,5,137,0,2,1,83,0,1
Kevin Kasper,27.2,5,136,0,5,0,37,0,0
B.J. Askew,27,1,27,0,1,0,27,0,0
Michael Bates,26.4,26,686,0,20,3,48,0,0
Dante Hall,25.9,57,1478,2,34,9,100,0,1
Dominic Rhodes,25.7,16,411,0,11,2,49,0,0
Ray Jackson,25.7,3,77,0,3,0,31,0,0
Keyuo Craver,25.6,5,128,0,3,1,52,0,0
Albert Johnson,25,2,50,0,2,0,29,0,0
Andrew Pinnock,25,2,50,0,1,1,41,0,0
Lamont Brightful,24.7,29,716,0,14,4,75,0,0
Reuben Droughns,24.4,12,293,0,9,0,36,0,0
Sammy Morris,24.3,6,146,0,4,1,52,0,0
Derek Ross,24.1,18,434,0,13,0,37,0,2
James Thrash,24,34,815,0,21,3,54,0,0
Reggie Swinton,23.9,43,1029,1,24,3,96,0,2
Pat Johnson,23.8,13,310,0,9,1,50,1,1
Chris Cole,23.8,30,714,0,21,0,34,0,1
Michael L. Lewis,23.7,45,1068,0,30,2,53,0,0
Chad Morton,23.4,44,1029,1,29,2,94,0,0
J.J. Moses,23.4,58,1355,0,38,4,70,0,0
Terrence Wilkins,23.2,14,325,0,10,1,42,0,0
Kerry Carter,23.1,8,185,0,5,0,33,0,0
Rod Smart,23.1,41,947,1,24,3,100,0,2
Patrick Pass,23.1,11,254,0,9,0,36,0,0
Josh Scobey,23.1,73,1684,1,42,4,100,0,0
Arlen Harris,23,51,1175,0,36,3,42,0,0
Leon Johnson,23,50,1151,0,33,2,60,0,0
Cory Schlesinger,23,1,23,0,1,0,23,0,0
Lee Suggs,22.7,14,318,0,12,1,42,0,0
Cedrick Wilson,22.6,37,836,1,20,1,95,0,0
Keenan Howry,22.6,12,271,0,5,1,42,0,0
Ike Taylor,22.5,37,831,0,19,3,53,0,1
Antonio Chatman,22.3,36,804,0,24,1,46,0,0
Eddie Drummond,22.3,21,469,0,11,0,38,0,0
Doug Gabriel,22.3,29,646,1,14,2,85,0,0
Tim Dwight,22.2,22,488,0,13,0,32,0,1
Ronney Jenkins,22.1,25,553,0,16,0,33,0,0
Reggie Barlow,22.1,10,221,0,7,0,32,0,0
Marc Edwards,22,2,44,0,2,0,24,0,0
Randy Moss,22,1,22,0,1,0,22,0,0
Antonio Brown,21.8,48,1046,0,31,2,75,0,0
Onterrio Smith,21.8,27,588,0,15,2,46,0,0
John Avery,21.6,16,346,0,8,1,48,0,1
Brandon Bennett,21.6,53,1146,0,29,1,46,0,1
Zuriel Smith,21.5,23,495,0,12,1,54,0,0
Maurice Morris,21.4,47,1007,0,27,1,56,0,1
Travis Minor,21.4,34,727,0,19,1,49,0,0
Donte' Stallworth,21.4,8,171,0,5,0,28,0,2
Sam Simmons,21.3,3,64,0,1,0,34,0,0
Derrick Mason,21.2,5,106,0,3,0,34,0,0
Brian Westbrook,21.2,23,487,0,14,1,47,0,0
Robert Ferguson,21.1,7,148,0,4,0,31,0,0
Andre Davis,21.1,38,803,0,17,1,69,0,1
Jimmy Redmond,21,1,21,0,1,0,21,0,0
John Simon,21,1,21,0,1,0,21,0,0
Adalius Thomas,21,1,21,0,1,0,21,0,0
Troy Walters,21,6,126,0,4,0,34,0,0
Arland Bruce,20.8,6,125,0,3,0,29,0,0
Allen Rossum,20.8,62,1291,0,39,2,52,0,2
Aaron Stecker,20.8,25,520,0,15,1,44,0,1
Kevin Faulk,20.7,10,207,0,7,0,30,0,0
Delvin Joyce,20.6,15,309,0,6,0,36,0,0
Domanick Williams,20.3,3,61,0,1,0,28,0,0
Brian Mitchell,20.3,55,1117,0,34,0,29,0,2
David Allen,20.3,41,831,0,23,1,61,0,1
Ahmad Merritt,20.2,20,405,0,8,0,35,0,1
Kelly Campbell,20.2,5,101,0,2,0,23,0,0
Charlie Rogers,20.2,19,383,0,10,0,33,0,0
Jake Schifino,20.1,35,703,0,19,0,39,0,0
Troy Edwards,20,1,20,0,1,0,20,0,0
Mike Furrey,20,7,140,0,4,0,27,0,0
Terrence McGee,20,8,160,0,4,0,26,0,0
Mack Strong,20,3,60,0,2,0,27,0,0
Dedric Ward,20,1,20,0,1,0,20,0,0
Lee Mays,19.8,4,79,0,3,0,27,0,0
Justin Fargas,19.7,16,315,0,7,0,32,0,0
Justin McCareins,19.7,13,256,0,7,0,25,0,0
Ladell Betts,19.7,3,59,0,1,0,26,0,0
Chester Taylor,19.5,23,448,0,12,0,29,0,2
Woody Dantzler,19.4,7,136,0,4,0,29,0,0
LaBrandon Toefield,19.4,14,272,0,7,0,35,0,0
Antwaan Randle El,19.4,24,466,0,12,0,34,0,1
Nick Maddox,19.3,3,58,0,1,0,26,0,1
Andre King,19.1,9,172,0,3,0,30,0,0
Mike Cloud,19,2,38,0,0,0,19,0,0
Jim Finn,19,1,19,0,0,0,19,0,0
Joey Galloway,19,2,38,0,1,0,22,0,0
LaMont Jordan,19,11,209,0,6,0,25,0,0
Jimmy Williams,18.8,11,207,0,6,1,41,0,0
Jermaine Lewis,18.5,6,111,0,4,0,26,0,0
Terrell Roberts,18.3,7,128,0,3,0,23,0,0
Eddie Berlin,18.2,4,73,0,2,0,25,0,2
Joffrey Reynolds,18.2,6,109,0,3,0,25,0,0
Bobby Engram,18,1,18,0,0,0,18,0,0
Tony Hollings,17.8,8,142,0,4,0,30,0,0
Arnaz Battle,17.6,5,88,0,2,0,21,0,0
Avon Cobourne,17.6,7,123,0,2,0,22,0,0
Sean Moran,17.5,2,35,0,0,0,19,0,0
Joe Burns,17,1,17,0,0,0,17,0,0
Frank Garcia,17,1,17,0,0,0,17,0,0
Ryan Hannam,17,1,17,0,0,0,17,0,0
Ricky Proehl,17,2,34,0,0,0,19,0,0
Travis Jervey,16.9,7,118,0,4,0,25,0,1
Ricky Williams,16.8,4,67,0,2,0,23,0,0
Kenny Clark,16.5,2,33,0,1,0,21,0,0
Carl Powell,16.5,2,33,0,1,0,20,0,0
Aveion Cason,16.2,5,81,0,0,0,19,0,1
Kenny Watson,16.1,7,113,0,3,0,27,0,1
Jeremi Johnson,16,1,16,0,0,0,16,0,0
Brandon Lloyd,16,2,32,0,1,0,21,0,0
Deltha O'Neal,16,8,128,0,3,0,24,0,0
Jeb Putzier,16,1,16,0,0,0,16,0,0
Kemp Rasmussen,16,1,16,0,0,0,16,0,0
Kevin Swayne,16,3,48,0,2,0,23,0,0
Thomas Jones,15.9,17,271,0,3,0,25,0,0
Darrick Vaughn,15.7,3,47,0,1,0,22,0,0
Fred McAfee,15.6,9,140,0,2,0,23,0,1
Damien Anderson,15.5,2,31,0,0,0,16,0,0
Jesse Chatman,15.5,2,31,0,1,0,23,0,0
David Givens,15.5,2,31,0,1,0,20,0,0
Bryan Johnson,15,1,15,0,0,0,15,0,0
Detron Smith,15,1,15,0,0,0,15,0,0
Karl Williams,15,1,15,0,0,0,15,0,0
Moran Norris,14.2,5,71,0,0,0,19,0,0
Heath Evans,14,1,14,0,0,0,14,0,0
Anton Palepoi,14,1,14,0,0,0,14,0,0
Justin Peelle,14,1,14,0,0,0,14,0,0
Joe Tafoya,13.8,4,55,0,0,0,19,0,0
Spencer Nead,13.5,2,27,0,1,0,20,0,1
Sean Morey,13.3,7,93,0,3,0,24,0,1
Leonardo Carson,13,1,13,0,0,0,13,0,0
Rock Cartwright,13,2,26,0,0,0,13,0,0
Nick Greisen,13,2,26,0,0,0,13,0,0
James Hodgins,13,1,13,0,0,0,13,0,0
Tony Stewart,13,1,13,0,0,0,13,0,0
Al Wallace,13,1,13,0,0,0,13,0,1
Doug Chapman,12.8,4,51,0,1,0,20,0,0
Phillip Buchanon,12.5,2,25,0,0,0,17,0,0
Rabih Abdullah,12.4,5,62,0,0,0,17,0,0
Erron Kinney,12.3,3,37,0,0,0,17,0,0
Erik Bickerstaff,12,2,24,0,0,0,15,0,0
Darrius Johnson,12,1,12,0,0,0,12,0,0
Marcellus Rivers,12,1,12,0,0,0,12,0,0
Mike Seidman,12,2,24,0,0,0,17,0,0
Jonathan Wells,12,2,24,0,0,0,14,0,0
Alvis Whitted,12,4,48,0,0,0,18,0,0
Drayton Florence,11.8,4,47,0,1,0,24,0,0
Rudi Johnson,11.5,2,23,0,0,0,15,0,0
Zeron Flemister,11,2,22,0,0,0,11,0,0
William Henderson,11,3,33,0,0,0,15,0,0
Mike Vrabel,11,2,22,0,0,0,14,0,0
LaShaun Ward,11,1,11,0,0,0,11,0,1
Floyd Womack,11,1,11,0,0,0,11,0,0
Nicolas Luchey,10.5,2,21,0,0,0,12,0,0
Kyle Brady,10,1,10,0,0,0,10,0,1
Dan Klecko,10,2,20,0,0,0,10,0,0
Jerry Wunsch,10,1,10,0,0,0,10,0,0
Dan Kreider,9.7,3,29,0,0,0,15,0,0
Robert Holcombe,9.5,4,38,0,1,0,20,0,0
Tedy Bruschi,9,1,9,0,0,0,9,0,0
Tim Carter,9,1,9,0,0,0,9,0,0
Brian Kozlowski,9,3,27,0,0,0,12,0,1
Shad Meier,9,1,9,0,0,0,9,0,0
Marcus Pollard,9,1,9,0,0,0,9,0,0
O.J. Santiago,9,1,9,0,0,0,9,0,0
DeQuincy Scott,9,1,9,0,0,0,9,0,0
Musa Smith,8.5,2,17,0,0,0,15,0,0
John Gilmore,8.3,3,25,0,0,0,11,0,0
James Allen,8,1,8,0,0,0,8,0,0
J.P. Machado,8,1,8,0,0,0,8,0,0
Cory Withrow,8,1,8,0,0,0,8,0,0
Todd Yoder,8,1,8,0,0,0,8,0,0
Mike Anderson,7,2,14,0,0,0,14,0,0
Sean Berton,7,1,7,0,0,0,7,0,0
Rashean Mathis,7,1,7,0,0,0,7,0,0
Barry Stokes,7,1,7,0,0,0,7,0,0
Dewayne White,7,1,7,0,0,0,7,0,0
Brian Allen,6,1,6,0,0,0,6,0,0
Chad Mustard,6,1,6,0,0,0,6,0,0
Eric Ogbogu,5,1,5,0,0,0,5,0,0
Cory Redding,5,1,5,0,0,0,5,0,0
Walter Rasby,4.5,2,9,0,0,0,6,0,0
Brock Gutierrez,4,1,4,0,0,0,4,0,0
James Mungro,3.5,2,7,0,0,0,5,0,0
Chris Baker,3,2,6,0,0,0,4,1,0
John St. Clair,3,1,3,0,0,0,3,0,0
Muhsin Muhammad,2,1,2,0,0,0,2,0,0
Glen Steele,2,1,2,0,0,0,2,0,0
Joey Goodspeed,1,1,1,0,0,0,1,0,0
Lorenzo Neal,1,1,1,0,0,0,1,0,0
Nick Rogers,1,1,1,0,0,0,1,0,0
Jamel White,1,2,2,0,0,0,2,0,0
Rich Coady,0,1,0,0,0,0,0,0,1
Mario Fatafehi,0,1,0,0,0,0,0,0,0
E.J. Henderson,0,1,0,0,0,0,0,0,0
Brad Hoover,0,1,0,0,0,0,0,0,1
Donald Lee,0,1,0,0,0,0,0,0,0
Terrance Martin,0,1,0,0,0,0,0,0,0
Raymond Walls,0,1,0,0,0,0,0,0,0
Jimmy Wilkerson,0,1,0,0,0,0,0,0,0
Melvin Williams,0,2,0,0,0,0,0,0,2
Freddie Mitchell,-8,1,-8,0,0,0,-8,0,0
