Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Jamal Lewis,2066,387,14,16,6,82,83,21.4,8
Ahman Green,1883,355,15,15,5,98,96,27,7
LaDainian Tomlinson,1645,313,13,12,5,73,81,25.9,2
Deuce McAllister,1641,351,8,16,3,76,69,19.7,6
Clinton Portis,1591,290,14,13,6,65,76,26.2,3
Fred Taylor,1572,345,6,10,2,62,77,22.3,5
Stephen Davis,1444,318,8,11,1,40,69,21.7,3
Shaun Alexander,1435,326,14,9,2,55,79,24.2,4
Priest Holmes,1420,320,27,6,0,31,88,27.5,1
Ricky Williams,1372,392,9,6,1,45,68,17.4,4
Travis Henry,1356,331,10,5,1,64,76,23,7
Curtis Martin,1308,323,2,5,1,56,53,16.4,2
Edgerrin James,1259,310,11,3,1,43,83,26.8,5
Tiki Barber,1216,278,2,4,0,27,66,23.7,6
Domanick Williams,1031,238,8,5,1,51,47,19.8,2
Eddie George,1031,312,5,2,0,27,52,16.7,0
Kevan Barlow,1024,201,6,6,2,78,44,21.9,4
Anthony Thomas,1024,244,6,7,1,67,46,18.8,1
Troy Hambrick,972,275,5,3,1,42,57,20.7,4
Rudi Johnson,957,215,9,5,3,54,48,22.3,0
Marcel Shipp,830,228,0,3,0,36,37,16.2,3
Marshall Faulk,818,209,10,5,1,52,49,23.4,0
Jerome Bettis,811,246,7,2,0,21,43,17.5,4
T.J. Duckett,779,197,11,5,2,55,39,19.8,3
Garrison Hearst,768,178,3,3,0,36,38,21.4,2
Michael Pittman,751,187,0,0,0,17,37,19.8,2
Moe Williams,745,174,5,2,1,61,43,24.7,2
Tyrone Wheatley,678,159,4,4,1,41,31,19.5,2
Warrick Dunn,672,125,3,7,4,69,27,21.6,1
Antowain Smith,642,182,3,3,0,30,31,17,0
Kevin Faulk,638,178,0,1,0,23,28,15.7,3
Thomas Jones,627,137,3,2,2,61,25,18.2,3
Brian Westbrook,613,117,7,6,1,62,27,23.1,0
Shawn Bryson,606,158,3,4,0,39,31,19.6,2
Trung Canidate,600,142,1,3,0,38,27,19,1
Onterrio Smith,579,107,5,4,1,47,28,26.2,1
William Green,559,142,1,2,0,26,30,21.1,5
Charlie Garner,553,120,3,4,0,33,27,22.5,1
Correll Buckhalter,542,126,8,4,1,64,28,22.2,3
Corey Dillon,541,138,2,3,0,39,24,17.4,0
Duce Staley,463,96,5,1,0,22,22,22.9,1
Michael Bennett,447,90,1,3,0,28,17,18.9,2
Amos Zereoue,433,132,2,1,0,22,22,16.7,0
DeShaun Foster,429,113,0,1,0,21,22,19.5,1
Daunte Culpepper,422,73,4,1,1,42,28,38.4,5
Najeh Davenport,420,77,2,4,1,76,18,23.4,4
Rock Cartwright,411,107,4,2,0,22,36,33.6,1
Olandis Gary,384,113,2,2,0,27,19,16.8,1
James Jackson,382,102,3,0,0,18,22,21.6,3
Donovan McNabb,355,71,3,3,0,34,26,36.6,4
Quentin Griffin,345,94,0,2,0,23,14,14.9,3
Jeff Garcia,319,56,7,2,0,21,23,41.1,5
Richie Anderson,306,70,1,0,0,19,16,22.9,0
Lamar Gordon,298,71,1,1,0,20,21,29.6,1
Kordell Stewart,290,59,3,1,0,25,24,40.7,3
Lee Suggs,289,56,2,2,1,78,13,23.2,2
Chester Taylor,276,63,2,2,0,32,12,19,1
Jamel White,266,70,1,2,0,23,15,21.4,1
Mike Anderson,257,70,3,2,1,44,15,21.4,2
Quincy Carter,257,68,2,0,0,19,24,35.3,3
Emmitt Smith,256,90,2,1,0,22,15,16.7,2
Ladell Betts,255,77,2,0,0,13,15,19.5,0
Arlen Harris,255,85,4,0,0,18,16,18.8,1
Mike Vick,255,40,1,2,1,43,14,35,1
Stacey Mack,253,93,4,0,0,13,15,16.1,1
Maurice Morris,239,38,0,1,1,43,10,26.3,1
Chris Brown,221,56,0,1,0,28,8,14.3,1
Aveion Cason,220,40,2,2,1,63,7,17.5,1
Chad Morton,216,48,0,2,0,27,9,18.8,0
LaBrandon Toefield,212,53,2,1,0,30,10,18.9,0
Jake Plummer,205,37,3,3,1,40,16,43.2,1
Justin Fargas,203,40,0,1,1,53,10,25,1
Robert Holcombe,201,63,1,2,0,21,11,17.5,2
Tony Fisher,200,40,1,0,0,19,9,22.5,0
Dorsey Levens,197,68,3,0,0,17,14,20.6,0
Travis Minor,193,41,1,1,0,26,13,31.7,0
Brock Forsey,191,50,2,0,0,17,12,24,0
LaMont Jordan,190,46,4,2,0,39,14,30.4,0
Jeff Blake,177,30,2,0,0,19,12,40,4
Aaron Brooks,175,54,2,0,0,15,20,37,5
Mack Strong,174,37,1,2,0,21,19,51.4,1
Brandon Bennett,173,56,0,0,0,19,11,19.6,1
Doug Flutie,168,33,2,0,0,17,12,36.4,6
Justin Griffith,168,38,0,0,0,15,12,31.6,0
Josh McCown,158,28,1,0,0,16,8,28.6,3
Dominic Rhodes,157,37,0,1,0,25,6,16.2,0
Peter Warrick,157,18,0,2,1,50,6,33.3,0
Ricky Williams,155,48,2,0,0,19,6,12.5,1
David Carr,151,27,2,1,0,36,11,40.7,2
Zack Crockett,145,48,7,1,1,44,19,39.6,1
Chris Fuamatu-Ma'afala,144,35,1,0,0,18,12,34.3,0
Steve McNair,138,38,4,1,0,23,9,23.7,5
Jamal Robertson,136,32,0,2,0,23,7,21.9,0
Matt Hasselbeck,125,36,2,0,0,18,10,27.8,2
Aaron Stecker,125,37,0,0,0,15,6,16.2,0
Mike Cloud,118,27,5,1,1,42,12,44.4,0
Joe Burns,113,39,0,0,0,12,3,7.7,1
Jon Kitna,113,38,0,0,0,15,7,18.4,1
Derrick Blaylock,112,22,2,2,0,25,7,31.8,0
Byron Leftwich,108,25,2,0,0,18,10,40,2
Adrian Murrell,107,28,0,0,0,17,5,17.9,0
Tony Hollings,102,38,0,0,0,17,4,10.5,1
Artose Pinner,99,39,0,0,0,12,3,7.7,0
Rod Smith,98,10,0,2,0,26,4,40,0
Johnnie Morton,94,8,0,3,0,39,3,37.5,0
Stanley Pritchett,93,21,2,0,0,18,7,33.3,0
Tim Dwight,88,9,0,1,0,20,3,33.3,0
Jay Fiedler,88,34,3,0,0,14,14,41.2,2
Joey Harrington,86,30,0,1,0,26,7,23.3,3
Larry Johnson,85,20,1,0,0,15,5,25,0
Drew Brees,84,21,0,0,0,18,7,33.3,1
Trent Green,83,26,2,0,0,14,8,30.8,1
Rick Mirer,83,20,1,1,0,20,5,25,1
Dennis Northcutt,83,12,0,1,0,23,4,33.3,0
Larry Centers,82,21,0,0,0,13,2,9.5,0
Alan Ricard,79,19,0,1,0,30,5,26.3,0
Mike Alstott,77,27,2,1,0,29,10,37,0
Marc Bulger,75,29,4,1,0,28,7,24.1,1
James McKnight,75,2,1,1,1,68,1,50,0
Antwaan Randle El,75,15,0,1,0,32,4,26.7,2
Dante Hall,73,16,0,0,0,16,5,31.2,0
Anthony Wright,73,28,0,0,0,17,5,17.9,6
Ki-Jana Carter,72,19,1,1,0,31,4,21,0
Kelly Campbell,71,10,0,0,0,19,4,40,1
Sammy Morris,70,19,1,0,0,12,7,36.8,0
Adrian Peterson,70,22,0,0,0,10,3,13.6,0
Nick Goings,69,10,0,0,0,17,4,40,0
Damien Anderson,68,18,0,0,0,17,5,27.8,0
Santana Moss,67,10,0,1,0,25,3,30,0
Tom Brady,63,42,1,0,0,11,11,26.2,4
Verron Haynes,63,20,0,0,0,15,3,15,1
Kyle Boller,62,30,0,0,0,15,5,16.7,4
Patrick Ramsey,62,15,1,1,0,24,3,20,2
Travis Taylor,62,11,0,0,0,16,2,18.2,0
Lamar Smith,61,11,0,0,0,17,4,36.4,0
Hines Ward,61,11,0,1,0,25,3,27.3,0
James Mungro,60,24,2,0,0,9,5,20.8,0
Tony Richardson,60,24,0,0,0,8,4,16.7,0
Erik Bickerstaff,56,19,1,0,0,9,3,15.8,0
Terry Glenn,55,3,0,1,1,47,1,33.3,0
James Thrash,52,5,0,1,1,47,2,40,0
Donald Driver,51,5,0,1,1,45,1,20,0
Az-Zahir Hakim,51,3,0,1,0,35,1,33.3,0
Dave Ragone,51,6,0,0,0,14,2,33.3,2
Kerry Collins,49,17,0,1,0,22,3,17.6,2
Rod Smart,49,20,0,0,0,6,3,15,0
Ashley Lelie,43,8,0,0,0,13,2,25,0
Chad Pennington,42,21,2,0,0,10,6,28.6,3
Steve Smith,42,11,0,0,0,14,4,36.4,0
Tim Hasselbeck,41,15,0,0,0,11,2,13.3,2
Jeremi Johnson,41,15,1,0,0,12,5,33.3,0
Anquan Boldin,40,5,0,1,0,23,2,40,0
Lorenzo Neal,40,18,1,0,0,7,7,38.9,0
