Player,INT,INT TD,INT Yds,Lng
Tony Parrish,9,0,202,49
Brian Russell,9,0,185,50
Corey Chavous,8,1,143,39
Marcus Coleman,7,0,95,41
Ed Reed,7,1,132,54
Patrick Surtain,7,0,59,32
Dre' Bly,6,1,89,48
Phillip Buchanon,6,2,176,83
Dexter Jackson,6,0,122,30
Ty Law,6,1,112,65
Ray Lewis,6,1,99,37
Earl Little,6,0,41,21
Dexter McCleon,6,0,-3,-3
Tyrone Poole,6,0,81,44
Samari Rolle,6,0,141,52
Greg Wesley,6,0,63,27
Renaldo Hill,5,1,119,70
Darren Sharper,5,0,78,50
Dwight Smith,5,0,3,3
Brian Williams,5,1,205,77
Brent Alexander,4,0,63,34
Jerry Azumah,4,0,44,25
Jerametrius Butler,4,0,72,45
Andre Dyson,4,2,62,51
Travis Fisher,4,2,205,74
Nick Harper,4,1,121,75
Tory James,4,0,56,31
Quentin Jammer,4,0,6,6
Mike McKenzie,4,1,98,90
Terence Newman,4,0,23,25
Ahmed Plummer,4,1,85,68
Tommy Polley,4,0,32,22
Fred Smoot,4,0,35,35
Fred Thomas,4,0,47,20
Charles Tillman,4,0,27,32
Reggie Tongue,4,0,11,10
Eric Warfield,4,0,39,20
Aeneas Williams,4,1,82,46
Eugene Wilson,4,0,18,10
Ashley Ambrose,3,1,78,73
Nick Barnett,3,0,21,14
Gary Baxter,3,0,41,34
Aaron Beasley,3,0,64,39
Jay Bellamy,3,0,19,10
Juran Bolden,3,1,61,41
Matt Bowen,3,0,44,44
Tedy Bruschi,3,2,26,18
Keion Carpenter,3,0,22,14
Nate Clements,3,1,54,54
Deon Grant,3,0,25,25
Al Harris,3,1,89,56
Rodney Harrison,3,0,0,2
Kelly Herndon,3,0,19,16
Terrence Holt,3,0,42,30
Sammy Knight,3,0,98,70
Michael Lewis,3,0,31,23
Sam Madison,3,1,82,36
Ricky Manning,3,1,33,27
Brock Marion,3,0,3,3
Chris McAlister,3,1,93,83
Tod McBride,3,1,44,25
Mike Minter,3,2,100,35
Ifeanyi Ohalete,3,0,60,30
Mike Peterson,3,0,8,7
Mike Rumph,3,0,19,12
Chad Scott,3,1,50,26
Anthony Simmons,3,0,38,33
Zach Thomas,3,0,21,19
Pisa Tinoisamoa,3,0,46,29
Deshea Townsend,3,1,24,25
Troy Vincent,3,0,28,28
Jerome Woods,3,2,125,79
Charles Woodson,3,0,67,51
Kenny Wright,3,0,-2,0
Will Allen,2,0,23,22
Akin Ayodele,2,0,15,13
Champ Bailey,2,0,2,2
Ronde Barber,2,1,53,29
Idrees Bashir,2,0,9,9
Rashad Bauman,2,0,1,1
Rogers Beckett,2,0,11,11
