Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Puka Nacua,39,501,1,9,0,37,25,64.1,0,168,52
Keenan Allen,35,434,3,8,1,42,19,54.3,1,160,44
Davante Adams,33,397,3,3,0,32,23,69.7,0,72,50
Justin Jefferson,33,543,3,14,2,52,26,78.8,1,172,47
Stefon Diggs,31,399,4,4,1,55,19,61.3,0,126,39
A.J. Brown,29,414,2,7,1,59,20,69,0,154,43
Ja'Marr Chase,29,284,0,1,1,43,16,55.2,0,148,41
Tyreek Hill,28,470,4,7,2,54,24,85.7,0,128,40
Adam Thielen,27,287,2,4,0,25,18,66.7,0,99,33
Michael Pittman,26,245,1,2,0,39,12,46.2,1,116,39
Amon-Ra St. Brown,26,331,2,5,0,39,16,61.5,1,96,35
Evan Engram,25,232,0,2,0,28,11,44,1,156,29
T.J. Hockenson,25,203,2,2,0,24,12,48,1,99,31
Zay Flowers,24,244,0,4,2,52,10,41.7,0,111,29
Christian Kirk,24,257,1,3,1,45,12,50,0,78,35
CeeDee Lamb,23,309,1,7,1,49,14,60.9,1,126,30
Chris Olave,23,306,0,5,2,45,15,65.2,0,117,38
Tutu Atwell,22,270,1,3,1,44,16,72.7,0,63,35
Nico Collins,22,428,3,10,2,52,17,77.3,0,195,32
Sam LaPorta,22,242,1,3,1,45,11,50,0,108,27
DeVonta Smith,22,284,2,3,2,63,9,40.9,0,65,29
Michael Thomas,22,219,0,2,0,25,11,50,0,33,32
Marquise Brown,21,239,2,3,1,41,16,76.2,0,53,32
Chris Godwin,21,255,0,3,1,42,14,66.7,0,106,30
Terry McLaurin,21,212,1,2,0,30,11,52.4,0,53,26
Garrett Wilson,21,225,2,2,1,68,9,42.9,0,93,36
Romeo Doubs,20,224,3,1,0,30,13,65,0,37,33
Zach Ertz,20,136,0,0,0,17,5,25,0,38,30
Mike Evans,20,337,3,7,1,70,12,60,0,103,31
Courtland Sutton,20,216,3,3,0,25,10,50,2,54,28
DJ Moore,19,301,2,7,0,33,15,79,0,87,24
Bijan Robinson,19,134,1,1,0,29,8,42.1,0,163,22
Mike Williams,19,249,1,4,1,49,9,47.4,0,108,26
Amari Cooper,18,259,1,4,1,43,13,72.2,0,18,31
DeAndre Hopkins,18,216,0,2,0,38,12,66.7,0,29,31
Josh Jacobs,18,173,0,1,0,21,8,44.4,0,155,25
Cole Kmet,18,189,2,2,0,22,11,61.1,0,90,24
Christian McCaffrey,18,141,1,0,0,17,11,61.1,1,127,21
DK Metcalf,18,268,2,4,0,34,14,77.8,0,53,23
Jakobi Meyers,18,199,2,2,0,25,8,44.4,0,40,26
Jaylen Warren,18,127,0,1,0,30,5,27.8,0,164,22
Robert Woods,18,191,0,1,0,25,12,66.7,0,41,31
Brandon Aiyuk,17,320,2,6,1,42,17,100,0,45,20
Tyler Boyd,17,127,0,0,0,13,6,35.3,0,47,27
Josh Downs,17,158,0,2,0,30,7,41.2,0,73,27
Jake Ferguson,17,147,1,1,0,21,8,47.1,0,80,25
Hunter Henry,17,176,2,1,0,21,11,64.7,0,31,23
Travis Kelce,17,155,2,1,0,24,9,52.9,0,73,26
Tyler Lockett,17,157,2,1,0,23,9,52.9,0,43,27
Elijah Moore,17,148,0,1,0,33,7,41.2,1,49,29
Curtis Samuel,17,178,0,2,0,37,8,47.1,0,79,20
Deebo Samuel,17,247,1,5,1,40,11,64.7,1,141,28
Kendrick Bourne,16,175,2,1,0,20,8,50,0,64,28
Tank Dell,16,267,2,3,2,68,11,68.8,0,88,24
Tyler Higbee,16,196,0,3,0,33,10,62.5,0,63,26
Terrace Marshall Jr.,16,114,0,0,0,14,7,43.8,1,48,24
David Njoku,16,138,0,1,0,29,5,31.2,1,99,18
George Pickens,16,263,1,4,1,71,8,50,1,119,30
Dalton Kincaid,15,99,0,0,0,14,3,20,0,53,17
Tony Pollard,15,61,0,0,0,19,4,26.7,1,60,17
Calvin Ridley,15,211,2,5,0,30,9,60,1,45,28
Miles Sanders,15,81,0,0,0,14,4,26.7,0,91,23
Jonnu Smith,15,179,0,1,0,33,8,53.3,0,87,20
Darren Waller,15,153,0,2,0,25,7,46.7,0,52,23
Mark Andrews,14,160,3,3,0,36,8,57.1,0,67,18
Parris Campbell,14,62,0,0,0,9,0,0,0,29,21
Jahan Dotson,14,110,1,0,0,18,6,42.9,0,21,25
Travis Etienne,14,96,0,0,0,18,5,35.7,0,90,16
Jahmyr Gibbs,14,70,0,0,0,10,4,28.6,0,51,18
George Kittle,14,148,0,1,0,29,7,50,0,81,19
Michael Wilson,14,237,2,3,1,69,10,71.4,0,69,16
Jordan Addison,13,185,2,2,1,62,6,46.2,0,35,20
Braxton Berrios,13,146,1,1,0,22,9,69.2,0,38,16
Tyler Conklin,13,136,0,1,0,25,5,38.5,0,57,18
Gerald Everett,13,107,0,1,0,29,8,61.5,1,75,14
Michael Gallup,13,165,0,3,0,29,7,53.8,0,82,17
Dallas Goedert,13,88,0,0,0,17,4,30.8,0,28,19
Alvin Kamara,13,33,0,0,0,10,2,15.4,0,60,14
Raheem Mostert,13,115,1,1,0,22,2,15.4,1,114,15
Rashee Rice,13,140,1,1,0,25,8,61.5,0,75,19
Rachaad White,13,86,0,0,0,16,3,23.1,1,118,13
Calvin Austin III,12,143,1,1,1,72,4,33.3,0,58,21
Gabe Davis,12,220,3,4,1,40,11,91.7,0,51,18
Tee Higgins,12,129,2,1,0,20,8,66.7,0,56,32
