Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Mason Crosby,108,7017,1364,49,45.4,57,23.9,2,1,1,0
Thomas Morstead,105,6944,927,68,64.8,36,25.8,1,0,0,1
Stephen Gostkowski,103,6757,1275,41,39.8,59,21.6,2,0,2,0
Jason Hanson,96,6360,1224,45,46.9,48,25.5,2,0,1,1
David Akers,93,6177,1057,47,50.5,45,23.5,1,1,0,0
Matt Bosher,88,5745,1487,25,28.4,60,24.8,1,0,1,0
Nick Novak,86,5637,1321,30,34.9,54,24.5,2,2,0,0
Alex Henery,85,5521,1178,32,37.6,51,23.1,1,0,1,0
Olindo Mare,84,5451,811,53,63.1,30,27,2,0,0,0
Nick Folk,81,5156,1291,17,21,61,21.2,2,0,1,0
Robbie Gould,81,5204,845,43,53.1,34,24.8,2,0,3,0
Sebastian Janikowski,80,5060,1182,32,40,46,25.7,2,0,0,1
Mike Nugent,80,5317,916,36,45,44,20.8,0,0,0,0
Lawrence Tynes,79,5206,1026,34,43,45,22.8,0,0,0,0
Rob Bironas,78,4991,680,44,56.4,30,22.7,2,1,2,0
Ryan Longwell,77,4991,1403,19,24.7,56,25,1,0,1,1
Billy Cundiff,76,5155,912,44,57.9,30,30.4,2,0,0,1
Steven Hauschka,75,4969,1249,26,34.7,48,26,0,0,1,1
Graham Gano,73,4629,749,32,43.8,36,20.8,3,0,3,0
Shaun Suisham,72,4789,1018,28,38.9,43,23.7,0,0,1,0
Jay Feely,71,4815,1245,22,31,49,25.4,0,0,0,0
Michael Koenen,69,4270,570,37,53.6,25,22.8,6,1,1,1
Matt Prater,69,4442,470,47,68.1,19,24.7,2,1,1,0
Dan Carpenter,68,4535,715,39,57.4,29,24.7,0,0,0,0
Dan Bailey,67,4377,907,24,35.8,42,21.6,0,0,1,0
Patrick McAfee,63,4220,584,41,65.1,19,30.7,3,0,0,0
Josh Scobee,62,4183,613,39,62.9,23,26.6,0,0,0,0
Phil Dawson,59,3728,1055,10,17,46,22.9,3,1,1,1
Ryan Succop,59,3680,588,31,52.5,24,24.5,3,0,1,0
Josh Brown,54,3537,902,15,27.8,36,25.1,2,1,1,0
Brett Hartmann,50,3307,629,23,46,27,23.3,0,0,0,0
Rian Lindell,43,2829,635,12,27.9,30,21.2,0,0,1,0
Neil Rackers,36,2261,401,15,41.7,19,21.1,2,1,0,0
Dave Rayner,31,1844,433,7,22.6,21,20.6,3,1,0,0
David Buehler,18,1188,196,9,50,9,21.8,0,0,0,0
Shayne Graham,16,1010,314,1,6.2,15,20.9,0,0,0,0
Brandon Coutu,4,246,77,0,0,4,19.2,0,0,0,0
Mike Scifres,4,239,27,2,50,2,13.5,0,0,0,0
Brandon Fields,3,156,21,0,0,2,10.5,1,0,1,0
Steve Weatherford,3,85,27,0,0,1,27,2,0,0,0
Dave Zastudil,3,178,55,0,0,3,18.3,0,0,0,0
John Kasay,2,18,0,0,0,0,0,2,0,0,0
Sam Koch,2,113,25,1,50,1,25,0,0,0,0
Tim Masthay,2,113,14,0,0,2,7,0,0,0,0
Brian Moorman,2,86,27,0,0,2,13.5,1,0,0,0
Matt Turk,2,116,19,0,0,2,9.5,0,0,0,0
Russell Allen,1,20,0,0,0,1,0,0,0,0,0
Britton Colquitt,1,66,21,0,0,1,21,0,0,0,0
Dustin Colquitt,1,57,17,0,0,1,17,0,0,0,0
Ryan Donahue,1,59,31,0,0,1,31,0,0,0,0
Nate Kaeding,1,68,103,0,0,1,103,0,0,0,1
Chris Kluwe,1,36,0,0,0,1,0,0,0,0,0
Andy Lee,1,51,4,0,0,1,4,0,0,0,0
Mat McBriar,1,62,11,0,0,1,11,0,0,0,0
Zoltan Mesko,1,64,19,0,0,1,19,0,0,0,0
Adam Podlesh,1,50,10,0,0,1,10,0,0,0,0
