Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Maurice Jones-Drew,1606,343,8,9,3,56,75,21.9,3
Ray Rice,1364,291,12,9,5,70,52,17.9,2
Michael Turner,1340,301,11,11,4,81,62,20.6,3
LeSean McCoy,1309,273,17,14,2,60,84,30.8,1
Arian Foster,1224,278,10,7,2,43,58,20.9,4
Frank Gore,1211,282,8,11,3,55,53,18.8,2
Marshawn Lynch,1204,285,12,4,2,47,63,22.1,3
Willis McGahee,1199,249,4,10,1,60,52,20.9,3
Steven Jackson,1145,260,5,6,2,47,50,19.2,1
Ryan Mathews,1091,222,6,9,0,39,52,23.4,5
Reggie Bush,1086,216,6,7,1,76,40,18.5,4
Cedric Benson,1067,273,6,4,1,42,53,19.4,5
Shonn Greene,1054,253,6,4,0,31,46,18.2,1
Chris Johnson,1047,262,4,11,1,48,47,17.9,3
Chris Wells,1047,245,10,5,2,71,48,19.6,4
Matt Forte,997,203,3,12,4,46,40,19.7,1
Michael Bush,977,256,7,5,1,44,53,20.7,1
Adrian Peterson,970,208,12,7,3,54,49,23.6,1
Ben Tate,942,175,4,6,2,56,52,29.7,4
Fred Jackson,934,170,6,10,3,80,40,23.5,2
Rashard Mendenhall,928,228,9,3,2,68,45,19.7,1
DeMarco Murray,897,164,2,7,2,91,41,25,1
DeAngelo Williams,836,155,7,11,2,74,32,20.6,0
LeGarrette Blount,781,184,5,4,1,54,32,17.4,3
Jonathan Stewart,761,142,4,6,0,32,47,33.1,1
Cam Newton,706,126,14,6,1,49,51,40.5,2
BenJarvus Green-Ellis,667,181,11,0,0,18,41,22.6,0
Tim Tebow,660,122,6,5,0,32,35,28.7,6
Ahmad Bradshaw,659,171,9,3,0,37,42,24.6,0
Donald Brown,645,134,5,4,1,80,26,19.4,0
Roy Helu,640,151,2,4,0,28,31,20.5,1
Darren McFadden,614,113,4,8,3,70,23,20.4,1
Darren Sproles,603,87,2,7,0,36,27,31,0
Jackie Battle,597,149,2,3,0,34,27,18.1,0
Mike Vick,589,76,1,5,1,53,28,36.8,7
Peyton Hillis,587,161,3,1,0,24,33,20.5,1
Daniel Thomas,581,165,0,2,0,28,24,14.6,2
James Starks,578,133,1,5,1,40,31,23.3,2
Felix Jones,575,127,1,4,1,40,27,21.3,3
Brandon Jacobs,571,152,7,1,0,28,32,21,3
Pierre Thomas,562,110,5,2,0,33,28,25.4,1
C.J. Spiller,561,107,4,7,0,38,26,24.3,2
Ryan Grant,559,134,2,2,1,47,27,20.2,1
Toby Gerhart,531,109,1,3,1,67,24,22,1
Dexter McCluster,516,114,1,4,0,32,28,24.6,1
Mike Tolbert,490,121,8,3,1,40,25,20.7,1
Isaac Redman,479,110,3,3,0,27,29,26.4,2
Thomas Jones,478,153,0,3,0,26,19,12.4,0
Mark Ingram,474,122,5,2,0,35,30,24.6,1
Kendall Hunter,473,112,2,3,1,44,21,18.8,0
Ricky Williams,444,108,2,3,0,28,20,18.5,2
Stevan Ridley,441,87,1,5,0,33,18,20.7,1
Joseph Addai,433,118,1,0,0,16,16,13.6,1
Marion Barber,422,114,6,2,0,29,26,22.8,1
Lance Ball,402,96,1,2,0,34,25,26,1
Jahvid Best,390,84,2,2,2,88,15,17.9,0
Bernard Scott,380,112,3,1,0,25,20,17.9,0
Delone Carter,377,101,2,2,1,42,19,18.8,3
Chris Ivory,374,79,1,2,0,35,21,26.6,0
Cadillac Williams,361,87,1,1,0,23,19,21.8,0
Kevin Smith,356,72,4,2,1,43,16,22.2,0
Danny Woodhead,351,77,1,0,0,12,18,23.4,0
Percy Harvin,345,52,2,5,0,39,15,28.8,0
Chris Ogbonnaya,340,76,1,3,1,40,13,17.1,2
Kahlil Bell,337,79,0,2,0,26,13,16.5,2
Evan Royster,328,56,0,2,0,28,17,30.4,0
Tim Hightower,321,84,1,2,0,22,13,15.5,0
Maurice Morris,316,80,1,1,0,31,12,15,1
