Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Wes Welker,122,1569,9,21,4,99,77,63.1,0,737,172
Roddy White,100,1296,8,18,1,43,77,77,0,364,181
Jimmy Graham,99,1310,11,18,2,59,74,74.8,1,469,149
Calvin Johnson,96,1681,16,32,10,73,77,80.2,1,535,158
Rob Gronkowski,90,1327,17,22,3,52,69,76.7,0,656,124
Percy Harvin,87,967,6,14,2,52,45,51.7,2,556,124
Darren Sproles,86,710,7,7,0,39,35,40.7,0,703,111
Brandon Pettigrew,83,777,5,7,0,27,37,44.6,0,324,126
Victor Cruz,82,1536,9,25,9,99,59,72,1,595,131
Dwayne Bowe,81,1159,5,19,3,52,57,70.4,1,359,141
Brandon Marshall,81,1214,6,20,4,65,53,65.4,1,325,145
Marques Colston,80,1143,8,15,2,50,55,68.8,1,265,107
Larry Fitzgerald,80,1411,8,25,8,73,61,76.2,0,493,153
Tony Gonzalez,80,875,7,8,0,30,53,66.2,0,235,116
Aaron Hernandez,79,910,7,12,2,46,46,58.2,1,519,113
Steve Smith,79,1394,7,29,5,77,53,67.1,3,474,129
Jason Witten,79,942,5,15,2,64,47,59.5,1,358,117
Steve Johnson,76,1004,7,13,4,55,45,59.2,0,325,135
Hakeem Nicks,76,1192,7,17,5,68,54,71,0,362,133
Ray Rice,76,704,3,7,2,52,30,39.5,0,684,104
Reggie Wayne,75,960,4,12,2,56,50,66.7,0,277,131
Kellen Winslow,75,763,2,5,0,37,40,53.3,2,242,121
Nate Washington,74,1023,7,13,6,57,47,63.5,0,349,121
Nate Burleson,73,757,3,7,1,47,36,49.3,1,406,110
Michael Crabtree,72,874,4,12,3,52,40,55.6,0,372,114
Mike Wallace,72,1193,8,18,7,95,54,75,1,493,113
Pierre Garcon,70,947,6,9,4,87,42,60,2,366,134
Brandon Lloyd,70,966,5,15,1,44,46,65.7,1,148,150
Antonio Brown,69,1108,2,18,3,79,57,82.6,0,343,123
Jabar Gaffney,68,947,5,14,1,45,50,73.5,1,184,115
Jordy Nelson,68,1263,15,19,7,93,47,69.1,0,429,96
Vernon Davis,67,792,6,15,1,44,33,49.2,3,328,95
Greg Jennings,67,949,9,13,3,79,43,64.2,0,309,101
A.J. Green,65,1057,7,19,7,58,43,66.2,0,292,116
Dustin Keller,65,815,5,12,1,41,39,60,1,320,116
Mike Williams,65,771,3,9,1,42,41,63.1,2,236,124
Antonio Gates,64,778,7,8,0,38,45,70.3,0,268,90
Darrius Heyward-Bey,64,975,4,14,3,58,44,68.8,1,282,115
