Player,INT,INT TD,INT Yds,Lng
Kyle Arrington,7,0,92,28
Eric Weddle,7,0,89,26
Charles Woodson,7,1,63,30
Brandon Browner,6,2,220,94
Dashon Goldson,6,0,53,21
Carlos Rogers,6,1,106,31
Corey Webster,6,0,71,25
Matt Giordano,5,0,130,62
Chris Houston,5,2,225,100
Charlie Peprah,5,1,147,76
Lardarius Webb,5,1,81,73
Jason Allen,4,0,34,34
Tarell Brown,4,0,15,11
Brandon Carr,4,0,17,14
Kam Chancellor,4,0,27,9
Kurt Coleman,4,0,60,35
Antonio Cromartie,4,0,105,42
Vontae Davis,4,0,60,28
Thomas DeCoud,4,0,77,49
Brandon Flowers,4,1,95,58
David Harris,4,1,55,35
Johnathan Joseph,4,0,40,29
Sean Lee,4,0,87,37
D.J. Moore,4,1,31,20
Reggie Nelson,4,1,115,75
Terence Newman,4,1,80,43
Kenny Phillips,4,0,50,31
Darrelle Revis,4,1,184,100
Patrick Robinson,4,0,31,25
Aaron Ross,4,0,19,19
Stanford Routt,4,0,7,3
Richard Sherman,4,0,45,33
Sam Shields,4,0,68,60
Tramon Williams,4,1,92,43
George Wilson,4,0,26,12
Eric Wright,4,0,49,22
Mike Adams,3,0,33,29
Nnamdi Asomugha,3,0,10,6
Oshiomogho Atogwe,3,0,42,26
Ronde Barber,3,0,12,12
Nick Barnett,3,1,80,33
Morgan Burnett,3,0,0,0
Jairus Byrd,3,1,88,37
Jamar Chaney,3,0,25,14
Drayton Florence,3,1,64,30
Chris Gamble,3,0,43,24
Josh Gordy,3,0,37,30
Corey Graham,3,0,11,10
DeAngelo Hall,3,0,46,26
David Hawthorne,3,1,111,77
Kendrick Lewis,3,1,119,59
Richard Marshall,3,0,83,49
Sherrod Martin,3,0,16,15
Clay Matthews,3,1,47,38
Jon McGraw,3,0,4,4
Ed Reed,3,0,25,16
Asante Samuel,3,1,53,20
Alphonso Smith,3,1,64,30
Amari Spievey,3,0,47,30
Charles Tillman,3,2,66,44
Brian Urlacher,3,0,7,8
Major Wright,3,1,60,36
Nate Allen,2,0,44,31
James Anderson,2,0,5,5
Javier Arenas,2,0,5,5
Champ Bailey,2,0,0,0
Kevin Barnes,2,0,30,30
Tramaine Brock,2,0,18,18
Sheldon Brown,2,0,0,0
Red Bryant,2,1,25,20
Jarrett Bush,2,0,39,35
Antoine Cason,2,0,69,64
Nate Clements,2,0,5,7
Drew Coleman,2,0,5,8
Brian Cushing,2,0,5,5
Travis Daniels,2,0,25,25
Quintin Demps,2,0,47,42
London Fletcher,2,0,0,0
Rob Francois,2,0,1,1
Dominique Franks,2,0,0,0
William Gay,2,0,12,12
Marcus Gilchrist,2,0,22,21
Charles Godfrey,2,0,30,21
Andre' Goodman,2,1,46,26
Michael Griffin,2,0,0,0
Leon Hall,2,0,15,15
Kelvin Hayden,2,0,3,2
Michael Huff,2,0,24,24
Tanard Jackson,2,0,59,43
Tim Jennings,2,0,2,1
Derrick Johnson,2,0,18,17
Dawan Landry,2,0,28,28
James Laurinaitis,2,0,15,15
Joe Young,2,0,25,25
Curtis Lofton,2,1,30,26
Dwight Lowery,2,0,26,30
Elbert Mack,2,1,47,40
Danieal Manning,2,0,22,22
Jerod Mayo,2,0,4,2
Brice McCain,2,1,48,38
Devin McCourty,2,0,38,38
Jason McCourty,2,0,52,30
Quintin Mikell,2,0,11,11
Antwaun Molden,2,0,40,27
Sterling Moore,2,1,26,21
William Moore,2,0,56,29
Rob Ninkovich,2,1,30,18
Patrick Peterson,2,0,1,1
Shaun Phillips,2,0,0,0
Troy Polamalu,2,0,33,33
Paul Posluszny,2,0,2,2
Jerraud Powers,2,1,19,13
Dunta Robinson,2,0,28,14
Antrel Rolle,2,0,-1,0
Jamarca Sanford,2,0,69,52
Bryan Scott,2,1,43,43
Gerald Sensabaugh,2,0,11,11
Jimmy Smith,2,0,48,32
Sean Smith,2,0,7,7
Randy Starks,2,0,21,18
Terrell Suggs,2,0,9,9
Aqib Talib,2,2,55,28
Ike Taylor,2,0,29,29
Earl Thomas,2,0,19,11
Morgan Trent,2,0,17,22
Stephen Tulloch,2,0,9,9
Daryl Washington,2,0,16,16
Donte Whitner,2,0,48,48
Vince Wilfork,2,0,47,28
