Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Mike Martin,15.7,24,376,0,6,2,55,5,2
Cleo Montgomery,13.9,14,194,1,1,1,69,1,0
Henry Ellard,13.4,30,403,2,5,2,83,3,3
Paul Johns,12.7,11,140,1,2,1,47,4,2
Vince Heflin,12.7,6,76,0,2,0,37,1,1
Nick Bruckner,12.5,2,25,0,1,0,20,0,0
Dennis McKinnon,12.4,5,62,0,0,0,18,0,0
Louis Lipps,12.4,53,656,1,11,1,76,2,4
Kenny Easley,12.1,16,194,0,2,1,42,5,0
Dana McLemore,11.6,45,521,1,3,2,79,11,1
Nesby Glasgow,11.3,7,79,0,1,0,35,2,1
Cedric Minter,11,4,44,0,0,0,18,2,0
Mike Kozlowski,10.2,4,41,0,1,0,20,4,0
Billy Johnson,10.1,15,152,0,1,0,37,1,1
Steve Bird,10,6,60,0,0,0,17,0,0
Gerald Willhite,10,20,200,0,3,0,35,9,1
Mark Clayton,9.9,8,79,0,1,0,22,2,0
Irving Fryar,9.6,36,347,0,7,2,55,10,3
LeRoy Irvin,9.2,9,83,0,1,0,22,0,0
Paul Skansi,9.1,16,145,0,0,0,16,2,0
Don Wilson,9,33,297,1,2,1,65,8,2
Greg Pruitt,8.9,53,473,0,5,0,38,16,9
Kirk Springs,8.8,28,247,0,3,0,33,10,2
Stump Mitchell,8.8,38,333,0,2,0,39,3,4
Jitter Fields,8.7,27,236,0,1,1,61,6,2
Mike Nelms,8.7,49,428,0,4,1,46,1,1
Jeff Fisher,8.6,57,492,0,4,0,28,11,4
Tom Flynn,8.5,15,128,0,1,0,20,4,1
J.T. Smith,8.5,39,332,0,4,0,27,14,1
Robbie Martin,8.4,25,210,0,1,0,23,8,2
Dwight Walker,8.3,6,50,0,0,0,13,3,0
Gary Allen,8.3,54,446,0,0,0,18,15,1
John Simmons,8.2,12,98,0,2,0,30,6,0
Duriel Harris,8.1,9,73,0,0,0,13,0,0
Fulton Walker,8,21,169,0,2,0,33,14,0
Davlin Mullen,8,1,8,0,0,0,8,0,0
Brian Brennan,8,25,199,0,0,0,19,10,0
Kenny Johnson,7.9,10,79,0,0,0,14,1,1
Darrin Nelson,7.8,23,180,0,1,0,21,9,1
Leo Lewis,7.8,4,31,0,0,0,13,1,1
Lionel Manuel,7.8,8,62,0,1,0,22,3,0
Leon Bright,7.5,23,173,0,1,0,21,1,2
Stephen Starring,7.3,10,73,0,0,0,16,1,0
Clarence Weathers,7,1,7,0,0,0,7,0,0
Lionel James,6.9,30,208,1,1,1,58,9,4
Phil Epps,6.9,29,199,0,1,0,39,10,1
Larry Anderson,6.7,27,182,0,0,0,19,7,4
Rick Woods,6.7,6,40,0,0,0,14,0,0
Phil McConkey,6.6,46,306,0,2,0,31,15,0
Darrell Green,6.5,2,13,0,0,0,13,0,0
Evan Cooper,6.2,40,250,0,0,0,16,19,0
Ken Coffey,6,1,6,0,0,0,6,0,0
Gary Hayes,6,4,24,0,0,0,10,0,0
Zach Thomas,6,21,125,0,0,0,15,3,1
Carl Roaches,5.8,26,152,0,0,0,18,8,1
Matt Bouza,5.7,3,17,0,0,0,11,3,1
Jeff Groth,5.3,6,32,0,0,0,9,12,0
Zachary Dixon,5,1,5,0,0,0,5,0,0
Anthony Hancock,4.7,3,14,0,0,0,7,1,0
Rufus Bess,4.5,2,9,0,0,0,7,0,0
Alvin Hall,4.3,7,30,0,0,0,11,1,1
Dave Duerson,4,1,4,0,0,0,4,0,0
Ernest Gibson,3,1,3,0,0,0,3,0,0
Johnnie Johnson,3,1,3,0,0,0,3,1,0
John Holt,2.8,6,17,0,0,0,8,3,0
Theo Bell,2.5,4,10,0,0,0,8,1,1
Danny Pittman,2.5,4,10,0,0,0,5,1,1
Willie Curran,2.3,9,21,0,0,0,10,1,2
Rich Mauti,2,1,2,0,0,0,2,1,0
Virgil Seay,1.2,8,10,0,0,0,7,1,0
Ken Jenkins,1,1,1,0,0,0,1,0,0
Harvey Clayton,0,1,0,0,0,0,0,0,0
Reuben Henderson,0,1,0,0,0,0,0,2,1
Demetrious Johnson,0,1,0,0,0,0,0,0,0
Terry Kinard,0,1,0,0,0,0,0,0,1
Terry Long,0,1,0,0,0,0,0,0,1
Pete Mandley,0,2,0,0,0,0,0,2,1
Gary Padjen,0,1,0,0,0,0,0,0,1
Lucious Smith,0,1,0,0,0,0,0,0,1
Willie Teal,0,1,0,0,0,0,0,0,1
Greg Williams,0,1,0,0,0,0,0,0,0
Steve Wilson,0,1,0,0,0,0,0,0,1
Ray Horton,-0.5,2,-1,0,0,0,1,0,0
Billy Waddy,-3,1,-3,0,0,0,-3,0,1
