Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Kenny Daniel,52,1,52,0,1,1,52,0,0
Mike Guman,43,1,43,1,1,1,43,0,0
Leo Lewis,31,1,31,0,1,0,31,0,0
Bobby Humphery,30.7,22,675,1,13,6,97,0,2
Derrick Harmon,27.5,13,357,0,9,2,51,0,1
Gerald Willhite,27.2,4,109,0,3,1,40,0,1
Kenny Hill,27,1,27,0,1,0,27,0,0
Bill Ring,27,1,27,0,1,0,27,0,0
Glen Young,26.8,5,134,0,4,0,36,0,0
Dana McLemore,26.7,3,80,0,1,1,50,0,0
Dokie Williams,25.9,24,621,0,19,2,62,0,0
Andre Waters,24.5,13,319,1,6,1,89,0,1
Mike Pleasant,24,2,48,0,1,0,29,0,0
Larry Anderson,23.9,22,525,0,13,2,69,0,0
Sylvester Stamps,23.8,19,452,0,16,2,50,0,1
Dave Duerson,23.8,4,95,0,2,0,26,0,0
Barry Redden,23,23,530,0,16,1,40,0,0
Wayne Wilson,23,1,23,0,1,0,23,0,0
Stump Mitchell,23,35,804,0,24,1,56,0,0
Darrin Nelson,22.8,39,891,0,23,2,47,0,0
Danny Pittman,22.8,14,319,0,8,1,43,0,0
Kirk Springs,22.6,23,521,0,14,1,73,0,1
Carl Roaches,22.6,30,679,0,19,1,49,0,0
Buford McGee,22.5,14,315,0,9,0,35,0,0
Cedric Minter,22.4,10,224,0,4,1,52,0,0
Lionel James,22.3,43,959,0,28,2,55,0,3
Edward Anthony,22.3,22,490,0,13,2,64,0,0
Ken Jenkins,22,18,396,0,12,0,32,0,0
Ricky Smith,22,1,22,0,1,0,22,0,0
Michael Morton,22,38,835,0,25,2,43,0,3
Tony Collins,21.8,25,544,0,15,2,46,0,1
Del Rodgers,21.6,39,843,1,20,2,97,0,0
Virgil Seay,21.6,5,108,0,3,0,28,0,0
Cleo Montgomery,21.4,26,555,0,16,1,42,0,1
Billy Waddy,21.3,3,64,0,2,0,31,0,0
Alfred Anderson,21.3,30,639,0,16,1,41,0,0
Fulton Walker,21.3,29,617,0,15,2,41,0,2
Gene Lang,21.3,19,404,0,11,0,38,0,0
Van Williams,21,39,820,0,17,3,65,0,1
James Owens,21,8,168,0,4,0,36,0,0
Drew Hill,20.9,26,543,0,16,1,40,0,0
Carl Monroe,20.8,27,561,0,15,2,44,0,2
Todd Spencer,20.7,18,373,0,9,1,40,0,5
J.T. Smith,20.6,19,391,0,10,0,39,0,0
James Brooks,20.6,7,144,0,4,0,37,0,1
Stanford Jennings,20.6,22,452,0,9,2,46,0,1
Rich Erenberg,20.5,28,575,0,18,1,47,0,1
Bruce Davis,20.5,18,369,0,10,1,40,0,2
Mike Nelms,20.5,42,860,0,20,0,36,0,0
David Hughes,20.5,17,348,0,9,0,38,0,1
Phil Smith,20.3,32,651,1,11,1,96,0,1
Mike Martin,20.3,19,386,0,8,2,44,0,2
Alvin Hall,20.3,19,385,0,11,1,46,0,2
Gary Allen,20.2,33,666,0,18,0,34,0,1
Chuck McSwain,20.2,20,403,0,12,0,32,0,2
Stephone Paige,20.2,27,544,0,14,1,45,0,0
Joe Hayes,20,22,441,0,11,1,44,0,2
Jon Williams,20,23,461,0,12,0,29,0,0
Dwayne Crutchfield,20,1,20,0,1,0,20,0,0
Kenny Duckett,20,29,580,0,11,0,39,0,0
Andre Hardy,20,1,20,0,1,0,20,0,0
Cedric Jones,20,1,20,0,1,0,20,0,0
Willie Curran,19.9,11,219,0,5,1,42,0,0
Frank Cephous,19.8,9,178,0,4,0,30,0,0
Billy Johnson,19.5,2,39,0,1,0,21,0,0
Zach Thomas,19.5,18,351,0,11,0,33,0,2
Phil Epps,19.3,12,232,0,3,1,47,0,0
Phil McConkey,19.3,28,541,0,12,0,33,0,1
Herkie Walls,19.3,15,289,0,6,0,29,0,0
Cliff Austin,19.2,4,77,0,1,0,23,0,0
Randall Morris,19.1,8,153,0,4,0,34,0,1
Patrick Allen,19.1,11,210,0,5,0,23,0,0
Irving Fryar,19,5,95,0,3,0,22,0,0
Dennis Gentry,19,11,209,0,4,0,33,0,0
Daryll Jones,19,1,19,0,0,0,19,0,0
Willie Joyner,19,3,57,0,1,0,24,0,0
Jimmy Smith,19,2,38,0,1,0,22,0,0
Leon Bright,18.9,16,303,0,7,0,33,0,0
Kenny Johnson,18.9,19,359,0,9,0,27,0,1
Earnest Byner,18.9,22,415,0,10,0,28,0,2
Jitter Fields,18.7,19,356,0,7,0,31,0,0
Jack Cameron,18.6,26,485,0,10,1,40,2,0
Steve Bird,18.6,11,205,0,5,0,28,0,1
Harlan Huckleby,18.6,14,261,0,5,1,54,0,1
Keith Griffin,18.2,9,164,0,5,0,31,0,0
Roy Green,18,1,18,0,0,0,18,0,0
Zachary Dixon,17.8,25,446,0,8,0,36,0,0
Willard Harrell,17.8,13,231,0,6,0,28,0,0
Pete Mandley,17.7,22,390,0,8,0,32,0,1
Cullen Bryant,17.7,3,53,0,2,0,21,0,0
