Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Evan Cooper,17.6,17,299,0,3,1,48,0,0
Preston Brown,17,8,136,0,3,0,27,0,0
Nick Bruckner,17,1,17,0,0,0,17,0,0
Davlin Mullen,17,2,34,0,1,0,23,0,0
Don Wilson,16.9,34,576,0,10,0,36,0,0
Richard Williams,16.8,5,84,0,2,0,21,0,0
Lawrence Ricks,16.6,5,83,0,1,0,21,0,0
Butch Woolfolk,16.6,14,232,0,5,0,27,0,1
Todd Bell,16.5,2,33,0,0,0,17,0,0
LeRoy Irvin,16.5,2,33,0,1,0,22,0,0
Rodney Tate,16.4,9,148,0,2,0,31,0,1
Anthony Hancock,16,2,32,0,0,0,17,0,1
Rich Mauti,16,1,16,0,0,0,16,0,0
Ted Thompson,16,1,16,0,0,0,16,0,0
Charles White,16,5,80,0,1,0,23,0,0
Tim Wilson,16,1,16,0,0,0,16,0,0
Rufus Bess,15.7,3,47,0,0,0,19,0,1
Ron Fellows,15.7,6,94,0,2,0,23,0,1
John Farley,15.5,6,93,0,2,0,32,0,1
David Verser,15.3,3,46,0,1,0,23,0,0
Greg Bell,15,1,15,0,0,0,15,0,0
Anthony Corley,15,1,15,0,0,0,15,0,0
Blane Gaison,15,1,15,0,0,0,15,0,0
Brian Salonen,15,2,30,0,1,0,22,0,0
John Simmons,15,1,15,0,0,0,15,0,0
Vince Heflin,14.4,9,130,0,2,0,26,0,0
Robbie Martin,14.4,10,144,0,2,0,23,0,2
Rick Kane,14.3,3,43,0,1,0,31,0,1
Keith Lee,14.3,3,43,0,0,0,17,0,0
Greg Hawthorne,14,1,14,0,0,0,14,0,0
Eddie Hill,14,1,14,0,0,0,14,0,0
Mike Wilson,14,1,14,0,0,0,14,0,0
Mark Kafentzis,13.8,5,69,0,1,0,22,0,1
Rick Dennison,13.5,2,27,0,0,0,16,0,0
Major Everett,13.3,3,40,0,0,0,18,0,0
Greg Smith,13,2,26,0,0,0,15,0,0
Chester Willis,13,1,13,0,0,0,13,0,0
George Wonsley,13,4,52,0,1,0,20,0,0
Bo Robinson,12.7,3,38,0,0,0,14,0,0
Ray Ellis,12.5,2,25,0,0,0,15,0,0
Donald Jordan,12.4,5,62,0,1,0,22,0,1
Henry Ellard,12,2,24,0,0,0,12,0,1
Willie Gault,12,1,12,0,0,0,12,0,0
Fernandars Gillespie,12,1,12,0,0,0,12,0,0
M.L. Harris,12,1,12,0,0,0,12,0,0
Scott Nicolas,12,1,12,0,0,0,12,0,0
Thomas Strauthers,12,1,12,0,0,0,12,0,0
Mike Kozlowski,11.5,2,23,0,0,0,12,0,0
Joe Morris,11.5,6,69,0,0,0,14,0,0
Allen Rice,11.3,3,34,0,0,0,13,0,0
Chris Brown,11,1,11,0,0,0,11,0,0
Derrick Jensen,11,1,11,0,0,0,11,0,0
Frank Middleton,11,1,11,0,0,0,11,0,0
Curtis Rouse,11,2,22,0,0,0,15,0,0
Maurice Turner,10.5,2,21,0,0,0,14,0,0
Bill Contz,10,1,10,0,0,0,10,0,0
Ron Egloff,10,2,20,0,0,0,11,0,0
Earnest Jackson,10,1,10,0,0,0,10,0,0
Elton Veals,10,4,40,0,0,0,18,0,0
Alvin Moore,9.5,2,19,0,0,0,10,0,0
Chy Davidson,9,1,9,0,0,0,9,0,0
Joe McLaughlin,9,2,18,0,0,0,11,0,0
Willie Scott,9,1,9,0,0,0,9,0,0
Mosi Tatupu,9,1,9,0,0,0,9,0,0
Richard Wood,8.6,5,43,0,0,0,16,0,0
Mike Meade,8,4,32,0,0,0,15,0,1
Mark Clayton,7.5,2,15,0,0,0,14,0,0
John Harris,7,1,7,0,0,0,7,0,0
Larry Kinnebrew,7,1,7,0,0,0,7,0,0
Guy Prather,7,1,7,0,0,0,7,0,0
Stan David,6,1,6,0,0,0,6,0,0
Derrick Gaffney,6,1,6,0,0,0,6,0,0
Steve Brown,5.7,3,17,0,0,0,17,0,1
Greg Pruitt,5.3,3,16,0,0,0,13,0,0
Ted Banker,5,1,5,0,0,0,5,0,0
Danny Spradlin,5,1,5,0,0,0,5,0,0
Craig White,5,1,5,0,0,0,5,0,0
Mike Harden,4,1,4,0,0,0,4,0,0
Norm Granger,3,2,6,0,0,0,5,0,0
Allama Matthews,3,1,3,0,0,0,3,0,0
Ivory Sully,3,1,3,0,0,0,3,0,0
Tony Paige,2.3,3,7,0,0,0,7,0,0
Carlos Carson,2,1,2,0,0,0,2,0,0
Steve Hathaway,2,1,2,0,0,0,2,0,0
Tim Sherwin,2,1,2,0,0,0,2,0,0
Aaron Smith,2,1,2,0,0,0,2,0,1
Harry Holt,1,1,1,0,0,0,1,0,0
Randy Love,1,1,1,0,0,0,1,0,0
Mark Catano,0,1,0,0,0,0,0,0,0
Deron Cherry,0,1,0,0,0,0,0,0,0
Earl Cooper,0,1,0,0,0,0,0,0,0
Dave D'Addio,0,1,0,0,0,0,0,0,0
A.J. Duhe,0,1,0,0,0,0,0,0,0
Earl Ferrell,0,1,0,0,0,0,0,0,0
Derrel Gofourth,0,1,0,0,0,0,0,0,0
Rydell Malancon,0,1,0,0,0,0,0,0,0
Guy McIntyre,0,1,0,0,0,0,0,0,0
Odis McKinney,0,1,0,0,0,0,0,0,0
David Nelson,0,1,0,0,0,0,0,0,0
George Radachowsky,0,1,0,0,0,0,0,0,1
Mickey Shuler,0,1,0,0,0,0,0,0,0
Tim Tyrrell,0,1,0,0,0,0,0,0,0
Gary Williams,0,1,0,0,0,0,0,0,0
Jamie Williams,0,1,0,0,0,0,0,0,0
