Player,Comb,Asst,Solo,Sck
Barry Krauss,163,32,101,1
Jim Collins,147,16,117,0.5
Eugene Marve,143,31,91,0
Scott Studwell,139,31,81,0
Tom Cousineau,136,48,62,0
Cliff Odom,132,19,81,3
Mike Green,131,30,85,1
Jeff Davis,129,12,102,0
Lance Mehl,125,32,68,5
Eddie Johnson,123,29,62,0.5
E.J. Junior,118,11,97,9.5
Robert Abraham,117,37,61,0
Vann McElroy,110,29,59,0
Carl Ekern,108,17,78,1
Harry Carson,106,12,81,0
Billy Ray Smith Jr.,106,16,66,3
Tom Hannon,103,22,63,0
Rod Martin,102,26,54,11
Lawrence Taylor,102,10,83,11.5
Mike Davis,101,23,58,5.5
Mark Murphy,101,3,93,2
Jim Haslett,100,17,59,3.5
Rickey Jackson,100,7,90,12
Gregg Bingham,99,13,61,2
Steve Busick,99,9,80,1
Art Still,98,15,61,14.5
Nesby Glasgow,97,13,71,0
Steve Nelson,97,6,86,4
Randy Scott,96,3,85,3
Mike Singletary,96,8,77,3.5
Deron Cherry,94,19,54,0
Linden King,93,15,61,4
Randy White,93,11,78,12.5
Gary Fencik,92,9,80,1
Mike Douglass,91,3,86,9
Garry Cobb,90,3,79,3
Jim Kovach,90,7,71,1
Dennis Winston,89,6,73,0.5
Kevin Ross,87,12,59,0
Matt Millen,86,29,36,2.5
Steve Foley,84,7,65,0
David Logan,84,8,69,5.5
Larry McGrew,84,2,75,0.5
Gary Spani,84,26,35,1
Rufus Bess,83,11,61,1
Keith Bostic,83,14,56,2
Shelton Robinson,83,17,46,0.5
George Cumby,82,10,71,2.5
John Anderson,81,4,73,3.5
Kyle Clifton,81,17,48,0
Robin Cole,80,20,45,2
Mike Merriweather,80,16,52,15
Donnie Shell,80,10,57,0
Darryl Talley,80,15,48,5
Bill Pickel,79,24,35,12.5
Kenny Johnson,78,6,64,1
Clay Matthews,78,17,52,12
Neal Olkewicz,78,9,56,1
Michael Downs,77,5,68,3.5
Al Gross,77,14,46,0
Don Rogers,76,22,42,0
Bruce Clark,75,6,65,10.5
Greg Gaines,75,20,44,3.5
David Little,75,17,47,1
Andre Tippett,75,2,72,18.5
Dwayne Woodruff,75,12,51,0
Calvin Daniels,74,26,33,4.5
Riki Ellison,74,15,42,2
Dwight Hicks,74,10,55,0
Jerry Robinson,74,5,67,1
Jimmy Williams,74,4,66,2
Don Blackmon,73,5,65,5
Greg Brown,73,4,66,16
Keith Butler,73,11,45,1
Ray Ellis,73,1,68,0
Tom Flynn,73,2,71,0
William Graham,73,3,68,0
Alvin Hall,73,4,63,0
Rick Dennison,72,3,63,3
Albert Lewis,72,7,56,1
Joe Nash,71,19,40,7
Gary Reasons,71,6,53,1
Jesse Baker,70,19,39,11
Bryan Hinkle,70,7,48,5.5
Dennis Johnson,70,18,33,0
Louis Wright,70,3,60,0
Charles Bowser,69,6,61,9
Ken Fantetti,69,6,57,1.5
Wes Hopkins,69,2,66,1.5
Carl Lee,69,16,40,0
Whitney Paul,69,4,62,9.5
Bruce Scholtz,69,11,43,0
Lee Roy Selmon,69,7,60,8
Scot Brantley,68,7,55,1
Robert Brazile,68,16,32,2
Mark Kafentzis,68,11,51,0
Carlton Williamson,68,8,50,1
Bob Brudzinski,67,3,59,3
Tom Jackson,67,3,54,6
Too Tall Jones,67,2,63,8
Curtis Jordan,67,10,48,0
Benny Perrin,67,4,59,0
Jerry Blanton,66,14,36,0.5
Mark Brown,66,5,60,1
Jim Burt,65,14,45,7
Monte Coleman,65,10,44,10.5
Mark Gastineau,65,10,42,22
John Harris,65,14,39,1
Todd Bell,64,3,56,4.5
Ken Clarke,64,5,59,10.5
Steve Freeman,64,12,42,2
Mike Harden,64,4,56,0
Lloyd Burruss,63,13,42,0
Greg Buttle,63,14,33,0
Ron Fellows,63,3,58,0
Anthony Griggs,63,2,56,3
Terry Kinard,63,6,52,0
Tom Pridemore,63,7,54,0
Keith Simpson,63,12,43,2
Everson Walls,63,1,61,0
Frank Wattelet,63,6,51,0
Doug English,62,4,55,5
Gary Green,62,3,56,2
Charlie Johnson,62,16,30,4
Joel Williams,62,1,59,1.5
Lyle Blackwood,61,0,57,0
Russell Gary,61,3,55,0
Darrell Green,61,4,54,0
Ken McAlister,61,15,39,4
Darrol Ray,61,12,40,0
Dennis Smith,61,7,53,1
Doug Betters,60,3,55,14
Fulton Kuykendall,60,4,50,1
Howie Long,60,12,33,12
Robin Sendlein,60,13,35,1
Glenn Blackwood,59,1,54,0
Joey Browner,59,7,40,1
Dextor Clinkscale,59,2,55,1
Kenny Easley,59,9,41,0
Ronnie Lippett,59,3,53,0
Rich Milot,59,9,41,4
Sam Washington,59,4,49,0
Dave Waymer,59,4,54,0
Jim Wilks,59,8,49,7.5
Leo Wisniewski,59,9,40,7
Jim Britt,58,2,51,0
Rick Bryan,58,7,44,2
Mike Cofer,58,4,54,7
LeRoy Irvin,58,4,49,0
Johnnie Poe,58,9,43,0
Keena Turner,58,3,45,2
Lionel Washington,58,3,54,0
Jeff Bryant,57,10,36,14.5
Hanford Dixon,57,7,36,0
Eugene Lockhart,57,4,51,2.5
Vernon Maxwell,57,8,37,8.5
Mel Owens,57,9,42,3.5
Kirk Springs,57,10,40,0
Willie Tullis,57,2,49,0
Gill Byrd,56,8,40,0
John Dutton,56,2,49,2.5
Bob Golic,56,9,29,2
Curtis Green,56,2,53,8.5
Jacob Green,56,8,40,13
Roland James,56,3,51,0
Beasley Reece,56,5,44,0
Chip Banks,55,12,26,2.5
Ken Coffey,55,11,34,0
Reggie Doss,55,7,41,8.5
Herman Edwards,55,0,55,0
Dennis Harrison,55,11,42,12
Mel Kaufman,55,8,40,5.5
Bob Nelson,55,14,22,1.5
Bill Bates,54,2,52,5
Raymond Clayborn,54,2,51,0
Buddy Curry,54,4,46,0.5
David Frye,54,5,48,2
Al Harris,54,4,46,2
Mark Lee,54,2,49,0
Fred McNeill,54,12,29,1
Vince Newsome,54,5,44,1
Avon Riley,54,12,35,2.5
Kenneth Sims,54,4,47,3.5
Leonard Smith,53,1,50,1
Blaise Winter,53,12,31,2
Lyle Alzado,52,15,25,6
Steve Brown,52,8,34,0
Reggie Camp,52,12,33,14
Vernon Dean,52,3,44,0
Chris Washington,52,5,41,5
Johnie Cooks,51,11,33,11.5
Eugene Daniel,51,4,42,0
Bill Gay,51,1,46,10
Woodrow Lowe,51,10,24,3
Jack Squirek,51,18,26,2
Otis Wilson,51,5,43,6.5
Mike Bell,50,14,27,13.5
Keith Browner,50,3,44,2
Jeremiah Castille,50,3,46,0
Johnny Lynn,50,8,35,0
Marty Lyons,50,9,24,2
David Galloway,49,6,37,5.5
John Grimsley,49,5,39,0
Fred Marion,49,5,41,1
John Woodring,49,14,25,0
Bob Baumhower,48,1,45,2
Bobby Watkins,48,2,46,0
Kurt Allerman,47,3,42,0
Dave Brown,47,2,40,0
Keith Ferguson,47,10,31,8
Elbert Foules,47,1,45,0
Dan Hampton,47,4,43,11.5
Lester Hayes,47,2,36,0
Jim Jeffcoat,47,3,41,11.5
Charles Romes,47,4,36,0
Wayne Smith,47,2,45,0
Bobby Butler,46,0,46,0
Nolan Cromwell,46,5,39,0
A.J. Duhe,46,4,40,1
Tim Fox,46,2,38,1
Rulon Jones,46,7,34,11
Tim Lewis,46,1,42,0
Bruce McNorton,46,2,43,0
Reggie Williams,46,7,33,9
Mike Haynes,45,6,35,0
Odis McKinney,45,6,34,1
Mike Stensrud,45,9,25,4.5
Don Wilson,45,8,29,0
Jeff Barnes,44,9,24,1
Dwaine Board,44,10,29,10
Jeff Donaldson,44,10,24,0
Gary Dunn,44,7,30,1
Jim Fahnhorst,44,6,28,0
Ronnie Lott,44,7,32,1
John Swain,44,9,25,0
Barry Bennett,43,10,25,4
Rusty Guilbeau,43,5,33,0
William Judson,43,2,39,0
Mike Pitts,43,3,38,5.5
