Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Eric Dickerson,2105,379,14,18,4,66,95,25.1,13
Walter Payton,1684,381,11,10,2,72,82,21.5,3
James Wilder,1544,407,13,5,0,37,99,24.3,8
Gerald Riggs,1486,353,13,3,1,57,99,28,8
Wendell Tyler,1262,246,7,8,1,40,59,24,13
John Riggins,1239,327,14,1,0,24,90,27.5,7
Tony Dorsett,1189,302,6,5,0,31,51,16.9,11
Earnest Jackson,1179,296,8,1,0,32,63,21.3,3
Ottis Anderson,1174,289,6,2,0,24,61,21.1,6
Marcus Allen,1168,275,13,5,2,52,64,23.3,8
Sammy Winder,1153,296,4,4,0,24,60,20.3,5
Greg Bell,1100,262,7,6,1,85,53,20.2,4
Freeman McNeil,1070,229,5,5,2,53,38,16.6,4
George Rogers,914,239,2,2,0,28,46,19.2,2
Frank Pollard,851,213,6,1,1,52,48,22.5,9
Rob Carpenter,795,250,7,2,0,22,50,20,2
Craig James,790,160,1,5,2,73,32,20,3
Wilbert Montgomery,789,201,2,1,0,27,40,19.9,5
Larry Moriarty,785,189,6,1,1,51,38,20.1,5
Alfred Anderson,773,201,2,2,0,23,48,23.9,6
Randy McMillan,705,163,5,4,0,31,48,29.4,1
Billy Sims,687,130,5,3,2,81,33,25.4,3
Herman Heard,684,165,4,2,1,69,34,20.6,5
Boyce Green,673,202,0,1,0,29,23,11.4,3
Roger Craig,649,155,7,5,0,28,36,23.2,3
Larry Kinnebrew,623,154,9,2,0,23,48,31.2,4
Hokie Gajan,615,102,5,6,1,62,34,33.3,0
Walter Abercrombie,610,145,1,3,0,31,25,17.2,0
Woody Bennett,606,144,7,1,0,23,37,25.7,4
Gerry Ellis,581,123,4,4,2,50,28,22.8,2
Tony Nathan,558,118,1,2,0,22,25,21.2,2
Mosi Tatupu,553,133,4,1,0,20,23,17.3,4
Eddie Lee Ivery,552,99,6,3,1,49,39,39.4,0
Tony Collins,550,138,5,1,0,21,32,23.2,2
James Jones,532,137,3,2,0,34,36,26.3,6
Johnny Hector,531,124,1,1,1,64,25,20.2,2
Curtis Dickey,523,131,3,1,0,30,22,16.8,5
Joe Morris,510,133,4,3,0,28,25,18.8,1
Mike Pruitt,506,163,6,0,0,14,32,19.6,1
Joe Carter,495,100,1,3,0,35,20,20,3
Charles Alexander,479,132,2,1,0,22,25,18.9,1
Earl Campbell,468,146,4,1,0,22,32,21.9,2
Ted Brown,442,98,3,0,0,19,27,27.6,1
Stump Mitchell,434,81,9,4,0,39,32,39.5,0
Earnest Byner,426,72,2,3,1,54,31,43.1,1
Matt Suhey,424,124,4,1,0,21,28,22.6,3
Keith Griffin,408,97,0,2,0,31,23,23.7,7
Darrin Nelson,406,80,3,3,0,39,23,28.8,3
Rich Erenberg,405,115,2,1,0,31,19,16.5,2
James Brooks,396,103,2,4,0,33,18,17.5,2
Stanford Jennings,379,79,2,2,0,20,23,29.1,2
Frank Hawkins,376,108,3,0,0,17,29,26.8,3
Jessie Clark,375,87,4,3,1,43,18,20.7,2
Gerald Willhite,371,77,2,1,1,52,20,26,1
Ken Jenkins,358,78,1,2,0,25,19,24.4,0
Theotis Brown,337,97,4,2,0,25,23,23.7,1
Dwayne Crutchfield,337,73,1,1,0,36,19,26,1
David Hughes,327,94,1,0,0,14,18,19.2,3
Joe Theismann,314,62,1,3,0,27,18,29,5
Eric Lane,299,80,4,1,1,40,19,23.8,1
Lynn Cain,276,77,3,1,0,31,9,11.7,2
Jim McMahon,276,39,2,3,0,30,19,48.7,1
Frank Middleton,275,92,1,1,0,20,17,18.5,1
Timmy Newsome,268,66,5,1,0,30,23,34.8,3
Stan Edwards,267,60,1,1,0,20,19,31.7,2
Hubie Oliver,263,72,0,0,0,17,16,22.2,0
Wayne Wilson,261,74,1,1,0,36,19,25.7,2
Kenny King,254,67,0,0,0,18,16,23.9,3
Barry Redden,247,45,0,1,0,35,10,22.2,0
John Elway,237,56,1,1,0,21,16,28.6,7
Buford McGee,226,67,4,2,0,30,21,31.3,1
Billy Jackson,225,50,1,0,0,16,13,26,2
Gary Danielson,218,41,3,4,1,40,17,41.5,3
Dan Doornink,215,57,0,1,0,25,9,15.8,0
Warren Moon,211,58,1,2,0,31,13,22.4,10
Rick Parros,208,46,2,1,0,25,12,26.1,0
Pete Johnson,205,87,12,0,0,9,33,37.9,1
Earl Ferrell,203,44,1,1,0,25,11,25,1
Ron Springs,197,68,1,0,0,16,16,23.5,1
Derrick Harmon,192,39,1,0,0,19,10,25.6,0
Joe Washington,192,56,1,0,0,12,7,12.5,3
Randall Morris,189,58,0,0,0,16,7,12.1,1
Dave Krieg,186,46,3,1,0,37,11,23.9,6
Calvin Thomas,186,40,1,1,0,37,10,25,0
Neil Lomax,184,35,3,1,0,20,14,40,1
Speedy Neal,175,49,1,0,0,10,19,38.8,0
Franco Harris,170,68,0,0,0,19,10,14.7,0
Ray Crouse,169,53,0,0,0,14,8,15.1,0
Ken Lacy,165,46,2,1,0,24,11,23.9,2
Bill Ring,162,38,3,1,0,34,10,26.3,0
Phil Simms,162,42,0,1,0,21,11,26.2,4
Tony Eason,154,40,5,2,0,25,14,35,5
Jeff Kemp,153,34,1,1,0,23,13,38.2,5
Zachary Dixon,149,52,2,0,0,17,10,19.2,0
Mike Pagel,149,26,1,2,0,23,9,34.6,2
Marion Barber,148,31,2,0,0,18,10,32.3,2
Harlan Huckleby,145,35,0,1,0,23,10,28.6,0
Art Schlichter,145,19,1,2,0,22,5,26.3,1
Cedric Minter,136,34,1,0,0,14,10,29.4,1
Michael Haddix,130,48,1,1,0,21,16,33.3,1
Tony Paige,130,35,7,2,0,24,20,57.1,1
Alvin Moore,127,38,2,0,0,18,5,13.2,3
Rusty Lisch,121,18,0,1,0,31,8,44.4,3
Joe Montana,118,39,2,0,0,15,14,35.9,3
Lionel James,115,25,0,1,0,20,6,24,0
Richard Todd,111,28,0,0,0,15,8,28.6,7
George Wonsley,111,37,0,0,0,13,10,27,0
Edward Anthony,105,20,1,0,0,19,6,30,1
Todd Blackledge,102,18,1,2,0,26,6,33.3,2
Joe Ferguson,102,19,0,1,0,20,5,26.3,5
Mike Moroski,98,21,0,0,0,17,7,33.3,2
Tony Galbreath,97,22,0,0,0,11,5,22.7,0
Del Rodgers,94,25,0,0,0,15,7,28,1
Pat Ryan,92,23,0,0,0,16,6,26.1,1
Butch Woolfolk,92,40,1,0,0,17,5,12.5,0
Dexter Bussey,91,32,0,0,0,18,5,15.6,0
Randy Love,90,25,1,0,0,13,8,32,1
Anthony Corley,89,18,0,1,0,23,6,33.3,0
Steve Fuller,89,15,1,1,0,26,6,40,0
Elton Veals,87,31,0,0,0,9,2,6.4,0
Booker Moore,84,24,0,1,0,21,5,20.8,2
Michael Williams,83,33,0,0,0,8,4,12.1,1
James Lofton,82,10,0,1,0,26,4,40,0
Matt Kofler,80,10,0,0,0,19,5,50,0
Dennis Gentry,79,21,1,1,0,28,4,19,0
Turk Schonert,77,13,1,0,0,17,6,46.2,0
Oliver Luck,75,10,1,0,0,18,5,50,2
Andra Franklin,74,20,0,0,0,12,3,15,0
Stanley Wilson,74,17,0,0,0,9,5,29.4,0
Freddie Solomon,72,6,1,2,1,47,4,66.7,0
Louis Lipps,71,3,1,2,0,36,3,100,0
Donald Jordan,70,11,0,1,0,29,2,18.2,0
Ken Anderson,64,11,0,0,0,14,4,36.4,1
Boomer Esiason,63,19,2,0,0,9,5,26.3,1
Charles White,62,24,0,0,0,8,2,8.3,0
Steve DeBerg,59,28,2,0,0,14,5,17.9,9
Cullen Bryant,58,20,0,0,0,8,4,20,0
Allen Rice,58,14,1,0,0,16,3,21.4,1
Marc Wilson,56,30,1,0,0,14,1,3.3,5
Chuck Muncie,51,14,0,0,0,11,5,35.7,1
Van Williams,51,18,0,0,0,7,4,22.2,0
Bruce Harper,48,10,1,0,0,16,3,30,0
Dave D'Addio,46,7,0,0,0,14,2,28.6,0
