Player,INT,INT TD,INT Yds,Lng
Frank Wattelet,2,1,52,35
Reggie Williams,2,0,33,33
Carlton Williamson,2,0,42,26
Dennis Winston,2,2,90,47
Rick Woods,2,0,0,0
Eric Wright,2,0,0,0
Andre Young,2,0,31,31
Robert Abraham,1,0,1,1
Fred Acorn,1,0,14,14
Patrick Allen,1,0,2,2
Chip Banks,1,0,8,8
Jeff Barnes,1,0,15,15
Bill Bates,1,0,3,3
Rodney Bellinger,1,0,0,0
Don Blackmon,1,0,3,3
Jerry Blanton,1,0,14,14
Robert Brazile,1,0,2,2
Jim Britt,1,0,10,10
Cedric Brown,1,0,14,14
Bud Brown,1,0,53,53
Chris Brown,1,0,31,31
Robert Brown,1,1,5,5
Steve Brown,1,0,26,26
Joey Browner,1,0,20,20
Bob Brudzinski,1,0,0,0
Jeff Bryant,1,0,1,1
Dan Bunz,1,0,2,2
Glenn Cameron,1,0,15,15
John Cannon,1,0,0,0
Harry Carson,1,0,6,6
Bruce Clark,1,0,9,9
Mario Clark,1,0,0,0
Harvey Clayton,1,0,0,0
Kyle Clifton,1,0,0,0
Ken Coffey,1,0,15,15
Robin Cole,1,0,12,12
Monte Coleman,1,1,49,49
Darren Comeaux,1,0,5,5
George Cumby,1,0,7,7
Bill Currier,1,0,7,7
James Davis,1,0,8,8
Jeff Davis,1,0,0,0
Preston Davis,1,0,3,3
Anthony Dickerson,1,0,0,0
Paul Dombroski,1,0,23,23
Dave Duerson,1,0,9,9
A.J. Duhe,1,0,7,7
Bo Eason,1,0,20,20
Ken Fantetti,1,0,1,1
Tim Fox,1,0,36,36
Jeff Fuller,1,0,38,38
Greg Gaines,1,0,18,18
Shaun Gayle,1,0,-1,-1
Nesby Glasgow,1,0,8,8
Bob Gregor,1,0,12,12
James Griffin,1,1,57,57
Tom Hannon,1,0,0,0
Al Harris,1,0,34,34
Lester Hayes,1,0,3,3
Andy Headen,1,0,4,4
Victor Heflin,1,0,19,19
John Holt,1,0,25,25
Estus Hood,1,0,8,8
Byron Hunt,1,0,14,14
Charles Jackson,1,0,16,16
Jeff Jackson,1,1,35,35
Rickey Jackson,1,0,14,14
Roger Jackson,1,0,23,23
Bobby Johnson,1,0,7,7
Lawrence Johnson,1,0,0,0
E.J. Junior,1,0,18,18
Mark Kafentzis,1,1,59,59
Jim Kovach,1,0,16,16
Mike Kozlowski,1,0,26,26
Ken Kremer,1,0,1,1
Rod Kush,1,0,15,15
Carl Lee,1,0,0,0
Tony Lilly,1,0,5,5
Eugene Lockhart,1,0,32,32
David Logan,1,1,27,27
Allen Lyday,1,0,12,12
Odis McKinney,1,0,0,0
Mike McLeod,1,0,0,0
Fred McNeill,1,0,0,0
Frank Minnifield,1,0,26,26
Davlin Mullen,1,0,25,25
Mark Murphy,1,0,4,8
Steve Nelson,1,0,0,0
Vince Newsome,1,0,31,31
Mel Owens,1,0,-4,-4
Rod Perry,1,0,17,17
Johnnie Poe,1,0,16,16
Beasley Reece,1,0,12,12
Chris Rockins,1,0,0,0
Don Rogers,1,0,39,39
Jim Ryan,1,0,13,13
Terry Schmidt,1,0,0,0
Bruce Scholtz,1,0,15,15
Jeff Schuh,1,0,0,0
Victor Scott,1,0,5,5
Mike Singletary,1,0,4,4
Gerald Small,1,0,2,2
Fred Smerlas,1,0,25,25
Lucious Smith,1,0,7,7
Ricky Smith,1,0,37,37
Robert Sowell,1,0,7,7
Kirk Springs,1,0,13,13
Scott Studwell,1,0,20,20
Darryl Talley,1,0,0,0
Lawrence Taylor,1,0,-1,-1
Willie Teal,1,1,53,53
Jimmy Turner,1,0,4,4
Brad Van Pelt,1,0,9,9
Anthony Washington,1,0,25,25
Ted Watts,1,0,0,0
Reggie Wilkes,1,0,6,6
Lee Williams,1,1,66,66
Brenard Wilson,1,0,28,28
Ken Woodard,1,1,27,27
Louis Wright,1,0,1,1
Ted Thompson,0,0,5,5
