Player,INT,INT TD,INT Yds,Lng
Kenny Easley,10,2,126,58
Tom Flynn,9,0,106,31
Dave Brown,8,2,179,90
Deron Cherry,7,0,140,67
Vernon Dean,7,2,114,36
Michael Downs,7,1,126,27
Ray Ellis,7,0,119,31
Mark Haynes,7,0,90,22
Tim Lewis,7,1,151,99
Donnie Shell,7,1,61,52
Glenn Blackwood,6,0,169,50
Eugene Daniel,6,0,25,18
Steve Foley,6,1,97,40
Mike Harden,6,1,79,45
John Harris,6,0,79,29
Mike Haynes,6,1,220,97
Kevin Ross,6,1,124,71
Sam Washington,6,2,138,69
Bobby Watkins,6,0,0,0
Mark Cotney,5,0,123,29
Hanford Dixon,5,0,31,18
Gary Fencik,5,0,102,61
Leslie Frazier,5,0,89,33
Darrell Green,5,1,91,50
Al Gross,5,0,103,47
Wes Hopkins,5,0,107,33
LeRoy Irvin,5,2,166,81
Kenny Johnson,5,0,75,28
Charles Romes,5,0,130,55
Dennis Thurman,5,1,81,43
Lionel Washington,5,0,42,18
Dwayne Woodruff,5,1,56,42
Todd Bell,4,1,46,36
Louis Breeden,4,0,96,70
Gill Byrd,4,2,157,99
Russell Carter,4,0,26,19
Elbert Foules,4,0,27,20
Robert Jackson,4,1,32,28
Terry Jackson,4,1,78,62
William Judson,4,1,121,60
Bobby Kemp,4,0,27,14
Albert Lewis,4,0,57,31
Ronnie Lott,4,0,26,15
Vann McElroy,4,0,42,31
Benny Perrin,4,0,22,22
Keith Simpson,4,2,138,76
Wayne Smith,4,0,35,23
Willie Tullis,4,0,48,22
Keena Turner,4,0,51,21
Dave Waymer,4,0,9,9
Steve Wilson,4,0,59,22
John Anderson,3,0,24,22
Rufus Bess,3,0,7,7
Lyle Blackwood,3,0,29,15
Scot Brantley,3,0,55,38
James Burroughs,3,0,9,6
Brian Carpenter,3,0,11,11
Jeremiah Castille,3,0,38,30
Raymond Clayborn,3,0,102,85
Dextor Clinkscale,3,0,32,23
Nolan Cromwell,3,1,54,33
Ron Fellows,3,0,3,3
Steve Freeman,3,0,45,45
William Graham,3,0,22,15
Gary Green,3,0,88,60
Carter Hartwig,3,0,23,19
Mike Hegman,3,0,3,3
Dwight Hicks,3,0,42,29
Bryan Hinkle,3,0,77,43
Ray Horton,3,1,48,48
Barry Krauss,3,0,20,18
Paul Lankford,3,0,25,22
Mark Lee,3,0,33,14
Ronnie Lippett,3,0,23,13
Woodrow Lowe,3,1,61,32
Don McNeal,3,1,41,30
Rich Milot,3,0,42,27
Tate Randle,3,0,66,54
Todd Shell,3,1,81,53
Billy Ray Smith Jr.,3,0,41,21
Dennis Smith,3,0,13,10
Terry Taylor,3,0,63,37
Everson Walls,3,0,12,12
Eric Williams,3,0,49,44
Perry Williams,3,0,7,7
Lloyd Burruss,2,0,16,16
Steve Busick,2,0,21,16
Bobby Butler,2,0,25,25
Greg Buttle,2,0,5,5
Jim Collins,2,0,43,40
Tom Cousineau,2,0,9,9
Calvin Daniels,2,0,11,11
Mike Davis,2,0,11,11
Herman Edwards,2,0,0,0
Jim Fahnhorst,2,0,9,9
Ernest Gibson,2,0,4,4
Jeff Griffin,2,0,0,0
Ray Griffin,2,0,13,13
Alvin Hall,2,0,64,36
Greg Hill,2,0,-1,-1
Tom Howard,2,0,-4,1
Roland James,2,0,14,14
Eddie Johnson,2,0,3,3
Johnnie Johnson,2,0,21,21
Curtis Jordan,2,0,18,16
Terry Kinard,2,0,29,29
Linden King,2,0,52,37
Johnny Lynn,2,0,16,16
Fred Marion,2,0,39,26
Rod Martin,2,1,31,17
Ken McAlister,2,0,33,22
Dana McLemore,2,1,54,54
Bruce McNorton,2,0,0,0
Karl Mecklenburg,2,0,105,63
Mike Merriweather,2,0,9,8
Tom Pridemore,2,0,0,0
Scott Radecic,2,1,54,35
Darrol Ray,2,0,54,28
Gary Reasons,2,0,26,26
Mike Richardson,2,0,7,7
Randy Robbins,2,1,62,62
Rick Sanford,2,0,2,2
Ken Schroy,2,0,13,13
John Simmons,2,1,43,43
Leonard Smith,2,1,31,25
John Swain,2,0,20,11
John Turner,2,0,43,43
