Player,FF,FR,FR TD
Lawrence Taylor,6,0,0
Randy White,6,0,0
Richard Dent,5,1,0
Mark Gastineau,5,1,1
Charles Bowser,4,1,0
Doug English,4,1,0
Rickey Jackson,4,3,0
Dwaine Board,3,1,0
Reggie Doss,3,1,0
Michael Downs,3,2,0
Jumpy Geathers,3,0,0
Jacob Green,3,4,0
Jim Haslett,3,3,0
Randy Holloway,3,3,0
Too Tall Jones,3,2,0
Linden King,3,2,0
David Logan,3,0,0
Dexter Manley,3,1,0
Rod Martin,3,1,1
Tony McGee,3,0,0
Lance Mehl,3,1,0
Al Richardson,3,3,0
Bruce Scholtz,3,1,0
Lyle Alzado,2,1,0
George Andrews,2,4,0
Keith Baldwin,2,0,0
Bill Bates,2,1,0
Rufus Bess,2,1,0
Greg Bracelin,2,0,0
Steve Brown,2,1,0
Keith Browner,2,1,0
Ross Browner,2,1,0
Bob Brudzinski,2,0,0
Gary Burley,2,0,0
Steve Busick,2,1,0
Monte Coleman,2,1,0
Johnie Cooks,2,0,0
George Cumby,2,2,0
Mike Davis,2,1,0
Rick Dennison,2,0,0
Mike Douglass,2,1,0
Kenny Easley,2,1,0
Eddie Edwards,2,3,0
Keith Ferguson,2,1,0
Nesby Glasgow,2,1,0
Elois Grooms,2,0,0
Eric Harris,2,1,0
John Harris,2,1,0
Dennis Harrison,2,1,0
Mike Hartenstine,2,2,0
Gary Hayes,2,0,0
Wes Hopkins,2,3,0
Rulon Jones,2,2,1
William Judson,2,2,0
Mark Kafentzis,2,0,0
Mel Kaufman,2,1,0
Rod Kush,2,1,0
Al Latimer,2,1,0
Charles Mann,2,1,0
Leonard Marshall,2,0,0
Clay Matthews,2,1,0
Vernon Maxwell,2,2,0
Rod McSwain,2,1,0
Mike Merriweather,2,1,0
Joe Nash,2,3,1
Lee Nelson,2,0,0
Steve Nelson,2,0,0
Mel Owens,2,2,0
Chris Rockins,2,0,0
Don Rogers,2,0,0
Jim Ryan,2,1,0
Robin Sendlein,2,0,0
Mike Singletary,2,1,0
Don Smith,2,2,0
Art Still,2,1,0
Scott Studwell,2,0,0
Darryl Talley,2,1,0
Andre Tippett,2,0,0
Greg Townsend,2,0,0
Frank Warren,2,0,0
Keith Willis,2,1,0
Rick Ackerman,1,0,0
Kurt Allerman,1,1,0
Harvey Armstrong,1,0,0
Walker Lee Ashley,1,0,0
Jesse Baker,1,1,0
Tom Baldwin,1,0,0
Carl Banks,1,1,0
Chip Banks,1,3,0
Marion Barber,1,0,0
Malcolm Barnwell,1,0,0
Todd Bell,1,2,0
Barry Bennett,1,4,0
Thomas Benson,1,0,0
Gregg Bingham,1,1,0
Lyle Blackwood,1,2,0
Matt Blair,1,1,0
Jerry Blanton,1,1,0
Keith Bostic,1,2,1
Walt Bowyer,1,1,0
Bob Breunig,1,0,0
Jim Britt,1,0,0
Greg Brown,1,1,0
Ted Brown,1,0,0
Joey Browner,1,3,1
Rick Bryan,1,0,0
Jeff Bryant,1,2,0
Keith Butler,1,0,0
Dave Butz,1,1,0
Reggie Camp,1,1,0
Harry Carson,1,1,0
Russell Carter,1,0,0
Mike Charles,1,0,0
Barney Chavous,1,0,0
Bruce Clark,1,2,0
Bob Cobb,1,0,0
Mike Cofer,1,1,0
Glen Collins,1,1,0
Jeff Colter,1,0,0
Tom Cousineau,1,2,0
Bob Crable,1,0,0
Nolan Cromwell,1,1,0
Ramsey Dardar,1,0,0
Jeff Davis,1,1,0
Fred Dean,1,0,0
Charles DeJurnett,1,0,0
Anthony Dickerson,1,1,0
A.J. Duhe,1,0,0
John Dutton,1,0,0
Riki Ellison,1,0,0
Mike Fanning,1,0,0
Ron Faurot,1,1,0
Ron Ferrari,1,0,0
Tim Fox,1,1,0
Guy Frazier,1,0,0
Leslie Frazier,1,0,0
Steve Freeman,1,1,0
Bill Gay,1,2,0
Hugh Green,1,0,0
Anthony Griggs,1,0,0
John Haines,1,1,0
Dan Hampton,1,3,0
Tom Hannon,1,0,0
Mike Harden,1,2,0
Carter Hartwig,1,1,0
Steve Hathaway,1,1,0
Mark Haynes,1,2,0
Mike Humiston,1,2,0
Byron Hunt,1,2,0
Roland James,1,1,0
Jim Jeffcoat,1,1,1
Ken Jenkins,1,0,0
Jim Jensen,1,0,0
Johnnie Johnson,1,0,0
Kenny Johnson,1,0,0
Curtis Jordan,1,1,1
E.J. Junior,1,0,0
Terry Kinard,1,1,0
Barry Krauss,1,2,0
Fulton Kuykendall,1,2,0
Tony Lilly,1,1,0
Ronnie Lott,1,0,0
Woodrow Lowe,1,0,0
Marty Lyons,1,0,0
Fred Marion,1,0,0
Mike McDonald,1,0,0
Larry McGrew,1,0,0
Sean McNanie,1,0,0
Don McNeal,1,2,0
Karl Mecklenburg,1,1,0
Greg Meisner,1,1,0
Stump Mitchell,1,0,0
Blanchard Montgomery,1,0,0
Davlin Mullen,1,0,0
Scott Nicolas,1,1,0
Neal Olkewicz,1,2,0
Whitney Paul,1,0,0
Mike Pitts,1,2,0
