Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Ray Wersching,98,6036,1481,21,21.4,77,19.2,0,0,0,0
Uwe von Schamann,96,6157,1368,30,31.2,66,20.7,0,0,0,0
Norm Johnson,87,5310,1116,19,21.8,67,16.7,0,0,0,0
Gary Anderson,85,5287,1338,23,27.1,61,21.9,0,0,0,1
Jeff Hayes,85,4762,1292,15,17.6,67,19.3,0,0,0,1
Neil O'Donoghue,85,4848,1503,3,3.5,80,18.8,0,0,0,1
Rich Karlis,80,4774,1154,25,31.2,53,21.8,0,0,0,0
Mike Lansford,79,4674,1288,4,5.1,74,17.4,0,0,0,0
Chris Bahr,78,4897,1063,16,20.5,61,17.4,0,1,0,0
Tony Franklin,78,4387,1373,4,5.1,73,18.8,0,0,0,0
Obed Ariri,75,4211,1336,5,6.7,67,19.9,0,0,0,0
Jim Breech,75,4350,1439,6,8,68,21.2,0,0,0,1
Nick Lowery,75,4491,1353,9,12,64,21.1,0,1,0,0
Pat Leahy,74,4613,1030,23,31.1,48,21.5,0,1,0,0
Rolf Benirschke,72,4191,1194,7,9.7,62,19.3,0,1,0,0
Ali Haji-Sheikh,72,4197,1011,15,20.8,51,19.8,0,0,0,0
Paul McFadden,72,3857,1295,2,2.8,68,19,0,0,0,0
Rafael Septien,72,4404,1310,7,9.7,65,20.2,0,0,0,0
Eddie Murray,67,3989,1250,5,7.5,60,20.8,0,0,0,0
Morten Andersen,66,4095,895,21,31.8,44,20.3,0,0,0,0
Mick Luckhurst,64,3930,1053,16,25,48,21.9,0,0,0,0
Jan Stenerud,64,3648,1281,1,1.6,59,21.7,0,0,0,0
Dean Biasucci,54,3276,716,17,31.5,35,20.5,0,0,0,0
Al Del Greco,54,2897,728,1,1.8,52,14,0,0,0,0
Bob Thomas,41,2221,749,1,2.4,37,20.2,0,0,0,1
Steve Cox,36,2277,628,10,27.8,26,24.2,0,0,0,0
Joe Danelo,34,1996,401,11,32.4,22,18.2,0,0,0,0
Dave Finzer,31,1932,594,3,9.7,28,21.2,0,0,0,0
Matt Bahr,30,1761,531,3,10,26,20.4,0,0,0,0
Joe Cooper,29,1807,598,3,10.3,26,23,0,0,0,0
Florian Kempf,28,1485,363,3,10.7,24,15.1,0,0,0,0
Chuck Nelson,24,1341,534,3,12.5,21,25.4,0,0,0,0
Eddie Garcia,23,1379,443,2,8.7,21,21.1,0,0,0,0
Benny Ricardo,11,581,211,0,0,10,21.1,0,0,0,0
Dave Ahrens,5,227,52,0,0,5,10.4,0,0,0,0
Raul Allegre,5,195,86,0,0,3,28.7,0,0,0,0
Mark Moseley,4,96,27,1,25,2,13.5,0,0,0,0
Greg Coleman,2,23,0,0,0,0,0,0,0,0,0
Brian Hansen,1,58,21,0,0,1,21,0,0,0,0
Mike Horan,1,53,3,0,0,1,3,0,0,0,0
John James,1,55,25,0,0,1,25,0,0,0,0
John Kidd,1,54,21,0,0,1,21,0,0,0,0
Pat McInally,1,42,7,0,0,1,7,0,0,0,0
Max Runager,1,47,18,0,0,1,18,0,0,0,0
Rohn Stark,1,52,18,0,0,1,18,0,0,0,0
Jeff West,1,47,0,0,0,0,0,0,0,0,0
