Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Art Monk,106,1372,7,17,3,72,60,56.6,1,0,0
Ozzie Newsome,89,1001,5,12,2,52,55,61.8,0,0,0
James Wilder,85,685,0,5,1,50,33,38.8,2,0,0
Todd Christensen,80,1007,7,14,0,38,51,63.8,1,0,0
John Stallworth,80,1395,11,24,5,51,66,82.5,1,0,0
Roy Green,78,1555,12,26,9,83,63,80.8,1,0,0
James Jones,77,662,5,6,0,39,29,37.7,0,0,0
Kevin House,76,1005,5,11,2,55,49,64.5,0,0,0
Steve Largent,74,1164,12,18,2,65,61,82.4,1,0,0
Mark Clayton,73,1389,18,27,6,65,57,78.1,2,0,0
Roger Craig,71,675,3,5,1,64,29,40.8,0,0,0
Mark Duper,71,1306,8,25,5,80,59,83.1,0,0,0
Ottis Anderson,70,611,2,3,1,57,27,38.6,2,0,0
Byron Franklin,69,862,4,8,3,64,37,53.6,4,0,0
Tim Smith,69,1141,4,18,4,75,51,73.9,0,0,0
Steve Watson,69,1170,7,16,7,73,51,73.9,0,0,0
Mickey Shuler,68,782,6,5,1,49,45,66.2,0,0,0
Stacey Bailey,67,1138,6,18,4,61,55,82.1,1,0,0
Derrick Ramsey,66,792,7,12,0,34,43,65.2,0,0,0
John Spagnola,65,701,1,4,0,34,37,56.9,2,0,0
Marcus Allen,64,758,5,7,3,92,28,43.8,0,0,0
Cris Collinsworth,64,989,6,19,3,57,47,73.4,0,0,0
James Lofton,62,1361,7,29,7,79,51,82.3,1,0,0
Henry Marshall,62,912,4,16,0,37,42,67.7,2,0,0
Charlie Joiner,61,793,6,10,1,41,43,70.5,0,0,0
Tony Nathan,61,579,2,4,0,26,29,47.5,1,0,0
Mike Quick,61,1052,9,15,3,90,45,73.8,0,0,0
Gerald Carter,60,816,5,6,4,74,50,83.3,1,0,0
Doug Cosbie,60,789,4,13,0,36,41,68.3,1,0,0
Wilbert Montgomery,60,501,0,5,0,28,25,41.7,0,0,0
Tony Hill,58,864,5,10,3,66,44,75.9,0,0,0
Carlos Carson,57,1078,4,19,4,57,46,80.7,0,0,0
Pete Holohan,56,734,1,12,1,51,40,71.4,0,0,0
Kellen Winslow,55,663,2,7,0,33,39,70.9,1,0,0
Wes Chandler,52,708,6,11,2,63,35,67.3,0,0,0
Dwight Clark,52,880,6,11,5,80,46,88.5,0,0,0
Alfred Jackson,52,731,2,9,4,50,26,50,0,0,0
Pat Tilley,52,758,5,13,1,42,39,75,1,0,0
Tony Dorsett,51,459,1,7,1,68,17,33.3,1,0,0
Leonard Thompson,50,773,6,10,3,66,34,68,1,0,0
M.L. Harris,48,759,2,15,2,80,32,66.7,2,0,0
Bobby Johnson,48,795,7,16,1,45,37,77.1,0,0,0
Zeke Mowatt,48,698,6,17,0,34,35,72.9,0,0,0
Leo Lewis,47,830,4,12,3,56,35,74.5,0,0,0
Ted Brown,46,349,3,2,0,35,15,32.6,1,0,0
Ron Springs,46,454,3,5,1,57,17,37,0,0,0
Stephen Starring,46,657,4,9,2,65,29,63,0,0,0
Malcolm Barnwell,45,851,2,13,7,51,34,75.6,1,0,0
Louis Lipps,45,860,9,13,4,80,35,77.8,4,0,0
Walter Payton,45,368,0,2,0,31,11,24.4,2,0,0
Sammy Winder,44,288,2,1,0,21,14,31.8,0,0,0
Ray Butler,43,664,6,6,3,74,31,72.1,0,0,0
Paul Coffman,43,562,9,10,2,44,29,67.4,1,0,0
Nat Moore,43,573,6,9,0,37,30,69.8,2,0,0
Butch Johnson,42,587,6,6,1,49,33,78.6,1,0,0
Calvin Muhammad,42,729,4,8,5,80,27,64.3,1,0,0
Gerald Riggs,42,277,0,1,0,21,9,21.4,3,0,0
Matt Suhey,42,312,2,3,0,23,16,38.1,3,0,0
Earl Cooper,41,459,4,4,0,26,27,65.8,0,0,0
Eric Sievers,41,438,3,5,0,32,25,61,1,0,0
Wesley Walker,41,623,7,9,2,44,27,65.8,0,0,0
Jamie Williams,41,545,3,10,0,32,29,70.7,2,0,0
Chris Dressel,40,378,2,2,1,42,14,35,1,0,0
Freddie Solomon,40,737,10,14,3,64,34,85,0,0,0
Lin Dawson,39,427,4,5,0,27,25,64.1,0,0,0
Earnest Jackson,39,222,1,3,0,21,8,20.5,0,0,0
Doug Marsh,39,608,5,14,1,47,26,66.7,0,0,0
Tracy Porter,39,590,2,12,1,63,23,59,2,0,0
Theotis Brown,38,236,0,0,0,17,12,31.6,1,0,0
