Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
James Wilder,16,16,1,1,100,1,0,158.3,1,100,0,0,16,0,0
Tony Galbreath,13,13,1,1,100,0,0,118.8,1,100,0,0,13,0,0
Mike Kerrigan,13,13,1,1,100,0,0,118.8,1,100,0,0,13,0,0
Jeff Rutledge,9,9,1,1,100,0,0,104.2,0,0,0,0,9,0,0
Brian Baschnagel,7,3.5,2,1,50,0,0,58.3,0,0,0,0,7,0,0
Tom Flick,2,2,1,1,100,0,0,79.2,0,0,0,0,2,2,13
Dwight Clark,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mark Clayton,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Greg Coleman,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Eric Dickerson,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tony Dorsett,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Frank Garcia,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Derrick Harmon,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Lionel James,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Ken Jenkins,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rick McIvor,0,0,4,0,0,0,0,39.6,0,0,0,0,0,0,0
Wilbert Montgomery,0,0,2,0,0,0,0,39.6,0,0,0,0,0,1,10
Alvin Moore,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Randall Morris,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Mike Mosley,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Benny Perrin,0,0,1,1,100,0,0,79.2,0,0,0,0,0,0,0
Bucky Scribner,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ron Springs,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rohn Stark,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matt Suhey,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,9
Joe Washington,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
