Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Dan Marino,5084,9,564,362,64.2,48,17,108.9,239,42.4,79,12,80,13,120
Neil Lomax,4614,8.2,560,345,61.6,28,16,92.5,200,35.7,69,14,83,49,377
Phil Simms,4044,7.6,533,286,53.7,22,18,78.1,197,37,62,8,65,55,434
Dan Fouts,3740,7.4,507,317,62.5,19,17,83.4,189,37.3,51,7,61,29,228
Dave Krieg,3671,7.6,480,276,57.5,32,24,83.3,168,35,56,11,80,40,314
Joe Montana,3630,8.4,432,279,64.6,28,10,102.9,184,42.6,47,12,80,22,138
Steve DeBerg,3554,7,509,308,60.5,19,18,79.3,194,38.1,36,6,55,35,308
Paul McDonald,3472,7,493,271,55,14,23,67.3,177,35.9,47,8,64,53,345
Joe Theismann,3391,7.1,477,283,59.3,24,13,86.6,163,34.2,36,9,80,48,341
Warren Moon,3338,7.4,450,259,57.6,12,14,76.9,153,34,46,7,76,47,371
Tony Eason,3228,7.5,431,259,60.1,23,8,93.4,167,38.8,39,4,76,59,409
Lynn Dickey,3195,8,401,237,59.1,25,19,85.6,143,35.7,47,9,79,32,244
Gary Danielson,3076,7.5,410,252,61.5,17,15,83.1,139,33.9,37,9,77,41,335
Ron Jaworski,2754,6.4,427,234,54.8,16,14,73.4,127,29.7,30,5,90,34,270
John Elway,2598,6.8,380,214,56.3,18,15,76.8,125,32.9,29,9,73,24,158
Gary Hogeboom,2366,6.4,367,195,53.1,7,14,63.7,120,32.7,31,2,68,26,211
Richard Todd,2178,7,312,161,51.6,11,19,60.6,94,30.1,35,5,74,33,267
Steve Bartkowski,2158,8,269,181,67.3,11,10,89.7,92,34.2,24,8,61,40,300
Marc Wilson,2151,7.6,282,153,54.3,15,17,71.7,93,33,27,10,92,37,228
Mark Malone,2137,7.9,272,147,54,16,17,73.4,104,38.2,30,8,61,25,211
Ken Anderson,2107,7.7,275,175,63.6,10,12,81,104,37.8,30,3,80,24,191
Bill Kenney,2098,7.4,282,151,53.6,15,10,80.7,92,32.6,30,6,65,18,163
Jeff Kemp,2021,7.1,284,143,50.4,13,7,78.7,82,28.9,35,9,63,24,190
Joe Ferguson,1991,5.8,344,191,55.5,12,17,63.5,94,27.3,21,4,68,35,357
Pat Ryan,1939,6.8,285,156,54.7,14,14,72,104,36.5,20,3,44,30,214
Todd Blackledge,1707,5.8,294,147,50,6,11,59.2,82,27.9,22,2,46,14,136
Tommy Kramer,1678,7.1,236,124,52.5,9,10,70.6,76,32.2,25,4,70,24,145
Danny White,1580,6.8,233,126,54.1,11,11,71.5,81,34.8,22,6,66,22,178
Jim Plunkett,1473,7.4,198,108,54.6,6,10,67.6,66,33.3,18,5,73,13,103
Mike Pagel,1426,6.7,212,114,53.8,8,8,71.8,73,34.4,20,1,54,28,201
Ken O'Brien,1402,6.9,203,116,57.1,6,7,74,72,35.5,14,1,49,22,168
David Woodley,1273,8.2,156,85,54.5,8,7,79.9,56,35.9,19,3,80,10,67
Mike Moroski,1207,6.3,191,102,53.4,2,9,56.8,48,25.1,13,2,48,20,151
Ed Luther,1163,7.7,151,83,55,5,3,82.7,50,33.1,18,7,88,7,57
Jim McMahon,1146,8,143,85,59.4,8,2,97.8,48,33.6,19,4,61,10,48
Joe Pisarcik,1036,5.9,176,96,54.6,3,3,70.6,49,27.8,10,1,40,25,183
Wade Wilson,1019,5.2,195,102,52.3,5,11,52.5,49,25.1,11,0,38,20,159
Turk Schonert,945,8.1,117,78,66.7,4,7,77.8,46,39.3,14,3,57,16,115
Joe Dufek,829,5.5,150,74,49.3,4,8,52.9,38,25.3,7,3,64,10,86
Art Schlichter,702,5,140,62,44.3,3,7,46.2,28,20,8,1,54,23,170
Dave Wilson,647,7,93,51,54.8,7,4,83.9,27,29,10,1,54,7,54
Steve Fuller,595,7.6,78,53,68,3,0,103.3,26,33.3,9,0,31,7,41
Archie Manning,545,5.8,94,52,55.3,2,3,66.1,25,26.6,7,1,56,18,153
Boomer Esiason,530,5.2,102,51,50,3,3,63,28,27.4,8,0,36,5,52
Matt Cavanaugh,449,7.4,61,33,54.1,4,0,99.7,21,34.4,8,1,51,5,40
Steve Grogan,444,6.5,68,32,47.1,3,6,46.4,19,27.9,7,1,65,7,45
Gary Kubiak,440,5.9,75,44,58.7,4,1,87.6,23,30.7,2,1,41,10,86
Matt Kofler,432,4.6,93,33,35.5,2,5,35.8,17,18.3,7,1,70,15,111
Rusty Lisch,413,4.9,85,43,50.6,0,6,35.1,22,25.9,4,0,23,13,91
Mark Herrmann,352,6.3,56,29,51.8,1,6,37.8,13,23.2,4,2,74,7,65
Ken Stabler,339,4.8,70,33,47.1,2,5,41.3,17,24.3,4,0,29,5,40
Jack Thompson,337,6.5,52,25,48.1,2,5,42.4,17,32.7,3,1,74,10,54
Vince Ferragamo,317,4.8,66,29,43.9,2,8,29.2,15,22.7,2,1,68,7,42
Randy Wright,310,5,62,27,43.6,2,6,30.4,15,24.2,3,1,56,4,17
Bob Avellini,288,5.4,53,30,56.6,0,3,48.3,10,18.9,2,1,50,5,43
Oliver Luck,256,7.1,36,22,61.1,2,1,89.6,10,27.8,3,0,37,2,11
Eric Hipple,246,6.5,38,16,42.1,1,1,62,12,31.6,4,1,40,7,62
Rich Campbell,218,5.7,38,16,42.1,3,5,47.8,9,23.7,3,1,43,5,46
John Witkowski,210,6.2,34,13,38.2,0,0,59.7,7,20.6,4,0,39,11,74
Greg Landry,199,10,20,11,55,1,3,66.5,7,35,5,1,55,0,0
Mike Machurek,193,4.5,43,14,32.6,0,6,8.3,8,18.6,2,1,48,1,12
David Archer,181,10.1,18,11,61.1,1,1,90.3,10,55.6,5,0,34,7,45
Scott Campbell,109,7.3,15,8,53.3,1,1,71.2,6,40,1,0,25,0,0
Alfred Anderson,95,13.6,7,3,42.9,2,1,89.9,3,42.9,3,1,43,2,8
Jim Zorn,80,4.7,17,7,41.2,0,2,16.4,4,23.5,1,0,21,1,8
Pat McInally,77,38.5,2,2,100,0,0,118.8,2,100,2,1,43,0,0
Sandy Osiecki,64,3.8,17,7,41.2,0,1,27.6,3,17.6,0,0,19,1,2
Curtis Dickey,63,63,1,1,100,1,0,158.3,1,100,1,1,63,0,0
James Jones,62,12.4,5,3,60,1,0,143.3,3,60,2,0,27,1,3
Scott Stankavage,58,3.2,18,4,22.2,0,1,17.4,4,22.2,0,0,16,1,13
David Humm,56,8,7,4,57.1,0,1,43.4,2,28.6,1,0,21,3,27
Mike Renfro,49,24.5,2,1,50,1,0,135.4,1,50,1,1,49,0,0
Walter Payton,47,5.9,8,3,37.5,2,1,57.8,3,37.5,1,1,42,0,0
Steve Dils,44,6.3,7,4,57.1,1,1,75.9,3,42.9,0,0,14,1,8
Marcus Allen,38,9.5,4,1,25,0,0,66.7,1,25,1,0,38,1,2
Jim Jensen,35,35,1,1,100,1,0,158.3,1,100,1,0,35,1,8
Hokie Gajan,34,34,1,1,100,1,0,158.3,1,100,1,0,34,0,0
Dean May,33,33,1,1,100,0,0,118.8,1,100,1,0,33,0,0
Don Strock,27,4.5,6,4,66.7,0,0,76.4,2,33.3,0,0,12,0,0
Jim Hart,26,3.7,7,3,42.9,0,0,53.3,1,14.3,0,0,13,0,0
Pete Holohan,25,12.5,2,1,50,1,0,135.4,1,50,1,0,25,0,0
Stump Mitchell,20,20,1,1,100,0,0,118.8,1,100,1,0,20,0,0
Gerald Willhite,20,10,2,1,50,0,0,85.4,1,50,1,0,20,0,0
Gerry Ellis,17,4.2,4,1,25,0,0,44.8,1,25,0,0,17,1,3
Steve Cox,16,16,1,1,100,0,0,118.8,1,100,0,0,16,0,0
Larry Moriarty,16,16,1,1,100,0,0,118.8,1,100,0,0,16,0,0
