Team,FGM,FG %,XPM,XP Pct,KRet TD,PRet T
Packers,25,64.1,19,100,0,2
Lions,23,71.9,23,88.5,0,0
Steelers,20,69,33,94.3,0,1
Bills,19,57.6,25,86.2,0,0
Redskins,19,61.3,35,92.1,1,1
Chiefs,17,70.8,24,92.3,0,0
Patriots,16,72.7,42,97.7,0,0
Browns,14,87.5,29,96.7,1,0
Cardinals,13,59.1,30,83.3,1,0
Colts,12,60,22,100,0,0
Vikings,12,60,32,82,0,0
Jets,12,66.7,27,81.8,0,0
Bengals,11,61.1,32,91.4,0,2
Broncos,11,52.4,35,92.1,0,0
Raiders,11,64.7,44,95.6,0,0
49ers,11,45.8,25,92.6,0,1
Cowboys,10,47.6,37,97.4,0,1
Giants,10,52.6,21,91.3,0,0
Eagles,10,62.5,26,86.7,0,0
Falcons,9,56.2,12,100,0,1
Bears,9,69.2,17,100,0,0
Oilers,9,47.4,29,100,0,0
Rams,9,56.2,26,76.5,1,0
Saints,9,56.2,19,95,0,0
Dolphins,8,53.3,43,100,0,0
Chargers,6,37.5,26,92.9,0,0
