Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Graham Gano,102,6706,892,69,67.6,33,27,0,0,0,1
Chandler Catanzaro,99,6445,1191,50,50.5,49,24.3,0,0,0,0
Stephen Gostkowski,99,6249,526,69,69.7,28,18.8,2,2,0,0
Josh Brown,93,5727,1095,37,39.8,54,20.3,2,0,1,1
Steven Hauschka,91,5869,1051,47,51.6,41,25.6,3,0,1,1
Cairo Santos,90,5746,1137,40,44.4,46,24.7,3,1,1,0
Mike Nugent,89,5786,1041,42,47.2,46,22.6,1,0,0,0
Blair Walsh,86,5651,1037,47,54.6,39,26.6,0,0,0,0
Jason Myers,84,5247,553,55,65.5,23,24,5,0,4,0
Robbie Gould,83,5036,983,39,47,39,25.2,4,1,1,2
Brandon McManus,81,5046,492,55,67.9,24,20.5,3,0,0,0
Mason Crosby,80,5069,975,41,51.2,36,27.1,2,1,1,0
Dustin Hopkins,80,4967,492,52,65,25,19.7,4,1,1,0
Sebastian Janikowski,79,4990,755,44,55.7,33,22.9,2,0,1,1
Jordan Gay,77,4815,551,42,54.6,33,16.7,2,0,1,0
Patrick McAfee,77,4836,156,67,87,8,19.5,3,0,0,0
Matt Bosher,76,4875,599,52,68.4,22,27.2,2,0,0,0
Josh Lambo,75,4783,865,41,54.7,31,27.9,3,0,0,0
Chris Boswell,74,4713,1062,26,35.1,47,22.6,0,0,1,0
Justin Tucker,74,4753,229,63,85.1,9,25.4,1,0,0,0
Dan Bailey,73,4620,549,49,67.1,23,23.9,2,0,0,1
Sam Martin,73,4603,762,40,54.8,29,26.3,4,1,1,0
Travis Coons,70,4459,894,27,38.6,42,21.3,0,0,1,0
Caleb Sturgis,68,4208,533,39,57.4,26,20.5,2,0,1,0
Andrew Franks,66,4138,458,44,66.7,19,24.1,2,0,1,0
Ryan Succop,66,4272,599,43,65.2,22,27.2,1,0,1,0
Connor Barth,64,4062,770,32,50,30,25.7,2,0,0,0
Greg Zuerlein,64,4168,605,38,59.4,26,23.3,0,0,0,0
Nick Novak,62,4006,887,23,37.1,37,24,1,0,0,0
Bradley Pinion,57,3707,476,38,66.7,19,25,0,0,0,0
Randy Bullock,56,3656,585,30,53.6,24,24.4,1,0,1,0
Kai Forbath,52,3410,800,22,42.3,30,26.7,0,0,0,0
Nick Folk,39,2466,556,13,33.3,24,23.2,2,1,0,0
Thomas Morstead,23,1455,153,16,69.6,6,25.5,1,0,0,0
Josh Scobee,20,1251,138,12,60,7,19.7,1,0,0,0
Kyle Brindza,18,1131,112,12,66.7,5,22.4,1,0,0,0
Cody Parkey,13,792,172,3,23.1,8,21.5,1,0,1,0
Zach Hocker,12,777,82,9,75,3,27.3,0,0,0,0
Matt Darr,6,258,50,0,0,4,12.5,2,1,0,0
Phil Dawson,6,268,115,0,0,4,28.8,2,1,0,0
Ryan Quigley,5,337,117,1,20,4,29.2,0,0,0,0
Dan Carpenter,4,213,84,0,0,4,21,0,0,0,0
Matt Prater,4,223,52,0,0,3,17.3,0,0,0,0
Billy Cundiff,3,207,53,0,0,3,17.7,0,0,0,0
Nate Ebner,2,35,0,0,0,1,0,1,0,1,0
Johnny Hekker,2,133,0,1,50,1,0,0,0,0,0
Marquette King,2,123,40,0,0,2,20,0,0,0,0
Tress Way,2,120,36,0,0,2,18,0,0,0,0
Britton Colquitt,1,63,16,0,0,1,16,0,0,0,0
Jeff Locke,1,44,6,0,0,1,6,0,0,0,0
Tim Masthay,1,56,13,0,0,1,13,0,0,0,0
Brad Nortman,1,51,13,0,0,1,13,0,0,0,0
Jon Ryan,1,61,22,0,0,1,22,0,0,0,0
Mike Scifres,1,56,15,0,0,1,15,0,0,0,0
