Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Richard Sherman,64,1,64,0,1,1,64,0,0
Bryce Callahan,34,1,34,0,1,0,34,0,0
Omar Bolden,24.6,5,123,1,2,1,83,3,1
Rashad Greene,16.7,18,301,1,4,2,73,8,1
Michael Campanaro,16.3,3,49,0,1,0,21,3,0
Walt Powell,16,1,16,0,0,0,16,1,0
Eddie Royal,16,1,16,0,0,0,16,0,0
Steve Smith,16,2,32,0,1,0,22,1,0
Denarius Moore,15.4,5,77,0,1,0,27,8,1
Brent Grimes,14.8,4,59,0,1,0,28,0,0
Odell Beckham Jr.,13,2,26,0,1,0,21,2,0
Danny Amendola,12,23,276,0,5,1,82,12,1
Darren Sproles,11.7,38,446,2,4,3,89,18,1
Eric Weems,11.6,19,221,0,2,1,41,16,0
Travis Benjamin,11.6,28,324,1,4,1,78,10,2
Keshawn Martin,11.5,8,92,0,1,0,21,3,1
Wes Welker,11.5,2,23,0,0,0,13,0,0
Adam Jones,11.2,16,179,0,1,0,35,1,0
Eric Decker,11,1,11,0,0,0,11,3,0
Kaelin Clay,10.6,23,244,1,2,1,82,3,0
Ted Ginn,10.3,27,277,0,3,0,37,22,0
Dwayne Harris,10,34,341,1,4,1,80,7,3
Bobby Rainey,9.9,29,288,0,4,1,58,14,7
Jarvis Landry,9.9,36,356,1,5,1,69,16,1
Antonio Brown,9.6,22,212,1,2,1,71,13,2
Jarryd Hayne,9.5,8,76,0,1,0,37,5,3
Tyler Lockett,9.5,40,379,1,5,3,66,21,2
Marcus Murphy,9.3,28,261,1,3,1,74,7,3
Marcus Sherels,9.2,34,311,1,4,1,65,15,2
Dexter McCluster,9,24,217,0,2,0,37,15,0
Rishard Matthews,9,1,9,0,0,0,9,0,0
Jeremy Ross,8.9,24,214,0,3,1,42,14,3
Jeremy Kerley,8.6,48,411,0,2,1,58,19,1
Jordan Norwood,8.5,6,51,0,0,0,14,2,1
T.J. Jones,8.4,7,59,0,1,0,28,6,2
Frankie Hammond,8.2,14,115,0,1,0,29,3,2
Patrick Peterson,8.1,32,260,0,2,0,38,17,4
Julian Edelman,8.1,10,81,0,0,0,19,1,0
Lardarius Webb,8,2,16,0,0,0,9,3,0
Quan Bray,7.9,21,166,0,2,0,33,7,0
Tavon Austin,7.9,34,268,1,4,1,75,15,2
De'Anthony Thomas,7.8,29,227,0,2,0,37,2,2
Keith Mumphery,7.8,36,280,0,1,0,20,14,2
Cecil Shorts,7.8,9,70,0,0,0,17,8,0
Golden Tate,7.4,20,149,0,2,0,23,14,0
Javontee Herndon,7.4,11,81,0,0,0,18,13,2
Bruce Ellington,7.2,19,137,0,2,0,36,17,1
Griff Whalen,7.1,12,85,0,1,0,22,18,2
Harry Douglas,6.6,11,73,0,0,0,18,2,2
Marc Mariani,6.6,29,192,0,1,0,20,22,3
Jeremy Maclin,6.5,2,13,0,0,0,11,4,0
Brandon Tate,6.3,27,171,0,0,0,18,11,1
Marcus Thigpen,6.3,19,119,0,0,0,16,11,2
T.J. Carrie,6.2,19,118,0,1,0,22,2,0
Emmanuel Sanders,6.1,17,103,0,0,0,14,20,1
Brandin Cooks,6,2,12,0,0,0,6,0,0
Shiloh Keo,6,1,6,0,0,0,6,1,0
Nick Marshall,6,5,30,0,1,0,20,1,2
Micah Hyde,5.8,27,157,0,0,0,16,18,1
Lucky Whitehead,5.8,19,110,0,1,0,28,4,0
Cole Beasley,5.8,12,69,0,1,0,22,17,1
Perrish Cox,5.7,3,17,0,0,0,9,0,0
Chris Harper,5.7,3,17,0,0,0,10,2,1
Brittan Golden,5.3,3,16,0,0,0,10,1,1
Jamison Crowder,5.3,30,158,0,0,0,16,16,2
Amari Cooper,5.1,8,41,0,0,0,18,0,0
B.J. Daniels,5,5,25,0,0,0,11,1,0
Janoris Jenkins,5,1,5,0,0,0,5,0,0
Reggie Bush,4.5,2,9,0,0,0,9,1,0
Devin Hester,4.2,8,34,0,0,0,11,4,0
Patrick Chung,4,1,4,0,0,0,4,0,0
Cody Davis,4,1,4,0,0,0,4,0,1
Lance Dunbar,4,1,4,0,0,0,4,0,0
T.Y. Hilton,4,4,16,0,0,0,10,2,0
DeAndrew White,4,1,4,0,0,0,4,0,0
Bryan Walters,3.8,8,30,0,0,0,14,7,0
J.J. Nelson,3.2,4,13,0,0,0,11,4,1
Leodis McKelvin,3,7,21,0,0,0,12,4,2
Chandler Worthy,3,3,9,0,0,0,7,0,1
Randall Cobb,2.5,4,10,0,0,0,10,4,1
Robert McClain,2.5,2,5,0,0,0,3,2,0
Craig Mager,2,1,2,0,0,0,2,1,0
Keenan Allen,1.7,3,5,0,0,0,5,4,1
Damaris Johnson,1.5,2,3,0,0,0,3,0,0
Jacoby Jones,1.4,11,15,0,0,0,14,12,2
Jairus Byrd,1,1,1,0,0,0,1,5,0
Travaris Cadet,1,1,1,0,0,0,1,1,0
Tramon Williams,1,1,1,0,0,0,1,0,0
Phillip Dorsett,0.5,2,1,0,0,0,1,1,2
Lance Moore,0.5,2,1,0,0,0,1,2,0
Daren Bates,0,1,0,0,0,0,0,0,0
Corey Fuller,0,1,0,0,0,0,0,0,1
Dean Marlowe,0,1,0,0,0,0,0,0,0
Corey White,0,1,0,0,0,0,0,0,1
DeSean Jackson,-2.5,2,-5,0,0,0,2,1,1
Kenjon Barner,-3,1,-3,0,0,0,-3,0,0
