Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Tre McBride,19,10,190,0,3,0,31,0,0
Donteea Dye,18.5,2,37,0,0,0,19,0,0
Marcus Thigpen,18.3,18,330,0,10,0,31,0,1
Patrick Chung,17,1,17,0,0,0,17,0,0
Kenbrell Thompkins,17,1,17,0,0,0,17,0,0
Cassius Vaughn,17,1,17,0,0,0,17,0,0
Marquise Goodwin,16.5,2,33,0,0,0,19,0,0
Khiry Robinson,16.5,2,33,0,0,0,19,0,0
Marcus Sherels,16.5,2,33,0,1,0,21,0,0
Marcel Reece,16,2,32,0,0,0,18,0,0
Will Tukuafu,16,1,16,0,0,0,16,0,0
Kerwynn Williams,15.8,8,126,0,3,0,24,0,0
Kapri Bibbs,15,1,15,0,0,0,15,0,0
T.Y. McGill,15,1,15,0,0,0,15,0,0
Jacquizz Rodgers,15,1,15,0,0,0,15,0,0
Za'Darius Smith,15,1,15,0,0,0,15,0,0
Pierre Thomas,15,1,15,0,0,0,15,0,0
Anthony Dixon,14.8,4,59,0,0,0,17,0,0
Jordan Norwood,14.5,2,29,0,0,0,15,0,0
Zach Line,14.3,3,43,0,1,0,23,0,0
Chris Conley,14,1,14,0,0,0,14,0,0
Riley Cooper,14,2,28,0,0,0,16,0,0
Denarius Moore,14,5,70,0,1,0,20,0,0
Spencer Ware,14,1,14,0,0,0,14,0,0
Antonio Andrews,13,1,13,0,0,0,13,0,0
Jamison Crowder,13,1,13,0,0,0,13,0,0
Tyler Patmon,13,2,26,0,1,0,20,0,0
Emmanuel Sanders,13,1,13,0,0,0,13,0,0
Jeff Cumberland,12.5,4,50,0,0,0,17,0,0
Kellen Davis,12,2,24,0,0,0,13,0,0
Phillip Dorsett,12,1,12,0,0,0,12,0,0
MyCole Pruitt,12,1,12,0,0,0,12,0,0
Joique Bell,11,1,11,0,0,0,11,0,0
Jack Doyle,11,2,22,0,0,0,12,0,0
Tony Jerod-Eddie,11,1,11,0,0,0,11,0,0
Cedric Peerman,11,4,44,0,1,0,20,0,0
Joe Banyard,10.5,2,21,0,0,0,13,0,0
Kenjon Barner,10,1,10,0,0,0,10,0,0
Nick Boyle,10,1,10,0,0,0,10,0,0
Tyeler Davison,10,1,10,0,0,0,10,0,0
Danielle Hunter,10,1,10,0,0,0,10,0,0
Anthony Sherman,10,2,20,0,0,0,11,0,0
Terron Ward,10,1,10,0,0,0,10,0,0
Michael Hoomanawanui,9.5,2,19,0,0,0,16,0,0
Zach Ertz,9,1,9,0,0,0,9,0,0
Datone Jones,9,1,9,0,0,0,9,0,0
John Phillips,9,2,18,0,0,0,13,0,0
Terrance Williams,9,1,9,0,0,0,9,0,0
Ted Ginn,8,1,8,0,0,0,8,0,0
DeSean Jackson,8,1,8,0,0,0,8,0,0
Lee Smith,8,1,8,0,0,0,8,0,0
Mike Tolbert,8,1,8,0,0,0,8,0,0
Kyle Juszczyk,7,1,7,0,0,0,7,0,0
Giovani Bernard,6,1,6,0,0,0,6,0,0
Mark Herzlich,6,1,6,0,0,0,6,0,0
Zach Vigil,6,1,6,0,0,0,6,0,0
Maxx Williams,6,1,6,0,0,0,6,0,0
Michael Williams,6,3,18,0,0,0,10,0,0
Tavon Austin,5.3,3,16,0,0,0,7,0,0
Colt Anderson,5,1,5,0,0,0,5,0,0
Jerome Felton,5,1,5,0,0,0,5,0,0
Rob Gronkowski,5,1,5,0,0,0,5,0,0
Donte Moncrief,5,1,5,0,0,0,5,0,0
John Kuhn,4.5,2,9,0,0,0,9,0,0
Chase Reynolds,4.5,2,9,0,0,0,9,0,0
Thomas Davis,3,1,3,0,0,0,3,0,0
Bruce Miller,3,1,3,0,0,0,3,0,0
Tyvon Branch,2,1,2,0,0,0,2,0,0
Mohamed Sanu,2,1,2,0,0,0,2,0,1
Kyle Emanuel,1,1,1,0,0,0,1,0,0
Ed Dickson,0.5,2,1,0,0,0,1,0,0
Seyi Ajirotutu,0,1,0,0,0,0,0,0,0
Josh Hill,0,1,0,0,0,0,0,0,0
Abry Jones,0,2,0,0,0,0,0,0,0
Devin McCourty,0,2,0,0,0,0,0,0,0
Trevor Reilly,0,1,0,0,0,0,0,0,0
Aaron Ripkowski,0,1,0,0,0,0,0,0,0
Kelvin Sheppard,0,1,0,0,0,0,0,0,0
Juwan Thompson,0,1,0,0,0,0,0,0,0
JC Tretter,0,1,0,0,0,0,0,0,0
Rashad Jennings,-7,1,-7,0,0,0,-7,0,1
