Player,INT,INT TD,INT Yds,Lng
Reggie Nelson,8,0,115,37
Marcus Peters,8,2,280,90
Kurt Coleman,7,1,89,36
Trumaine Johnson,7,1,136,58
Marcus Williams,6,0,45,21
Mike Adams,5,1,63,38
Rashad Johnson,5,0,14,11
Reshad Jones,5,2,104,42
Tyrann Mathieu,5,1,92,33
Darrelle Revis,5,0,48,24
Earl Thomas,5,0,67,32
Charles Woodson,5,0,22,11
David Amerson,4,1,28,24
Thomas Davis,4,0,22,22
Vontae Davis,4,0,6,6
Brent Grimes,4,0,20,17
Andre Hal,4,1,54,31
Davon House,4,0,21,15
Luke Kuechly,4,1,48,32
Dwight Lowery,4,1,96,69
Josh Norman,4,2,110,46
Glover Quin,4,1,77,31
Logan Ryan,4,0,39,25
Kenneth Acker,3,0,45,45
Ricardo Allen,3,0,13,13
Delvin Breaux,3,0,22,22
Tramaine Brock,3,0,26,26
Karlos Dansby,3,2,93,52
Lavonte David,3,1,19,20
Marcus Gilchrist,3,0,31,31
Stephon Gilmore,3,0,33,29
Duron Harmon,3,0,50,30
Micah Hyde,3,0,36,34
Janoris Jenkins,3,0,0,0
Adam Jones,3,0,14,14
Trumaine McBride,3,1,84,63
Mike Mitchell,3,0,16,9
Terence Newman,3,0,4,4
Ron Parker,3,0,5,5
Paul Posluszny,3,0,25,19
Damarious Randall,3,1,47,43
Dominique Rodgers-Cromartie,3,1,72,58
Sam Shields,3,0,15,15
Jimmy Smith,3,1,24,24
Aqib Talib,3,2,123,63
Walter Thurmond,3,0,67,44
Jason Verrett,3,1,68,68
Kwon Alexander,2,0,15,15
Robert Alford,2,1,76,59
Eric Berry,2,0,40,25
Justin Bethel,2,1,21,21
Will Blackmon,2,0,7,6
Valentino Blake,2,1,112,70
A.J. Bouye,2,0,9,9
Bashaud Breeland,2,0,56,28
Preston Brown,2,1,46,43
Zach Brown,2,0,45,45
David Bruton,2,0,11,12
Vontaze Burfict,2,0,16,16
Malcolm Butler,2,0,9,9
