Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Redskins,21,37,56.8,1_1,3_3,5_4,22_9,0_0,0_0,54,2
Raiders,20,28,71.4,1_1,8_7,10_7,8_5,0_0,0_0,42,1
Bengals,19,27,70.4,1_1,11_10,8_4,6_4,0_0,0_0,47,0
Cowboys,18,29,62.1,2_2,7_5,8_4,11_6,0_0,0_0,52,2
Rams,18,30,60,1_1,11_10,6_5,10_2,0_0,0_0,45,0
Browns,17,23,73.9,0_0,6_6,8_6,9_5,0_0,0_0,44,1
Colts,17,26,65.4,0_0,8_5,7_5,10_7,0_0,0_0,45,1
Chargers,17,23,73.9,0_0,5_5,9_6,8_6,0_0,0_0,47,3
Oilers,16,25,64,1_1,10_8,8_6,5_1,0_0,0_0,46,2
Patriots,15,21,71.4,1_1,6_5,10_8,4_1,0_0,0_0,44,2
Jets,15,25,60,1_0,8_7,8_6,6_2,0_0,0_0,48,5
Bears,14,27,51.8,0_0,9_6,10_6,6_2,0_0,0_0,47,1
Giants,14,23,60.9,1_1,8_7,5_3,6_2,0_0,0_0,51,1
Falcons,13,30,43.3,0_0,7_6,12_5,9_2,0_0,0_0,44,2
Broncos,13,19,68.4,0_0,4_3,10_7,5_3,0_0,0_0,48,0
Packers,13,21,61.9,2_2,3_2,8_4,6_5,0_0,0_0,44,0
49ers,11,19,57.9,0_0,4_1,5_5,7_4,0_0,0_0,50,1
Dolphins,10,22,45.4,0_0,4_3,7_5,9_2,0_0,0_0,48,2
Bills,9,17,52.9,0_0,4_3,5_3,7_3,0_0,0_0,45,1
Steelers,9,14,64.3,0_0,5_4,2_2,6_3,0_0,0_0,49,0
Seahawks,9,18,50,2_1,3_2,4_2,4_3,0_0,0_0,51,2
Buccaneers,9,17,52.9,1_1,6_5,4_1,5_2,0_0,0_0,40,0
Lions,8,19,42.1,0_0,5_2,7_3,7_3,0_0,0_0,47,1
Chiefs,8,18,44.4,0_0,6_6,5_2,5_0,0_0,0_0,37,1
Vikings,8,17,47.1,0_0,7_3,6_4,4_1,0_0,0_0,42,1
Eagles,7,15,46.7,1_0,2_2,9_3,3_2,0_0,0_0,44,3
Cardinals,7,16,43.8,0_0,2_2,5_3,8_2,0_0,0_0,49,3
Saints,5,12,41.7,0_0,4_3,3_2,2_0,0_0,0_0,31,0
