Team,FF,FR,FR TD
Vikings,22,10,2
Broncos,18,14,1
Colts,17,9,1
Falcons,16,8,0
Steelers,16,8,1
Buccaneers,16,10,0
Giants,15,10,0
Eagles,15,8,1
Chargers,14,12,0
Bills,13,10,0
Cowboys,13,7,1
Texans,13,8,0
Chiefs,13,8,1
Raiders,13,9,2
Dolphins,13,10,0
Ravens,12,10,0
Bears,12,5,0
Browns,12,9,1
Titans,12,8,0
Jaguars,12,11,0
Patriots,12,7,1
Jets,12,8,1
Seahawks,12,8,0
Lions,11,6,0
Bengals,10,8,0
49ers,10,6,0
Commanders,10,10,0
Packers,9,10,1
Saints,7,8,1
Rams,6,4,0
Cardinals,6,6,1
Panthers,4,3,0
