Team,FF,FR,FR TD
Steelers,11,6,1
Eagles,10,5,0
Vikings,9,3,2
Bills,8,4,0
Texans,8,5,0
Colts,8,4,1
Titans,7,3,0
Jaguars,7,7,0
Bears,6,2,0
Cowboys,6,3,1
Broncos,6,2,1
Chiefs,6,6,0
Dolphins,5,3,0
Jets,5,5,1
Buccaneers,5,4,0
Commanders,5,3,0
Lions,4,2,0
Patriots,4,1,0
Giants,4,2,0
Cardinals,4,3,1
Seahawks,4,3,0
Falcons,3,1,0
Ravens,3,3,0
Bengals,3,2,0
Rams,3,2,0
Chargers,3,5,0
Browns,2,2,0
49ers,2,1,0
Panthers,1,0,0
Packers,1,1,0
Saints,1,2,0
Raiders,0,0,0
