Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
David Woodley,1357,7.4,183,94,51.4,6,14,54.8,60,32.8,17,6,69,13,84
Steve Grogan,1311,8.4,156,85,54.5,7,5,84.1,55,35.3,26,3,56,11,86
Gary Danielson,1274,7.8,163,97,59.5,8,6,85.3,54,33.1,19,3,72,17,128
Bobby Hebert,1208,6.7,181,97,53.6,5,4,74.6,55,30.4,14,2,76,17,150
Todd Blackledge,1190,6.9,172,86,50,6,14,50.3,48,27.9,22,4,70,15,112
Gary Hogeboom,978,7.8,126,70,55.6,5,7,70.8,49,38.9,12,2,58,14,118
Steve Young,935,6.8,138,72,52.2,3,8,56.9,47,34.1,13,2,59,21,158
Jim Plunkett,803,7.8,103,71,68.9,3,3,89.6,37,35.9,11,2,41,13,101
Jim Zorn,794,6.5,123,56,45.5,4,6,57.4,34,27.6,11,2,56,11,89
Steve Fuller,777,7.3,107,53,49.5,1,5,57.3,37,34.6,14,2,69,17,102
Steve Bartkowski,738,6.6,111,69,62.2,5,1,92.8,32,28.8,8,1,62,18,158
Scott Campbell,612,6.4,96,43,44.8,4,6,53.8,28,29.2,8,4,51,10,60
Oliver Luck,572,5.7,100,56,56,2,2,70.9,23,23,10,1,46,8,50
Randy Wright,552,7.5,74,39,52.7,2,4,63.6,25,33.8,11,0,38,8,67
Randall Cunningham,548,6.8,81,34,42,1,8,29.8,24,29.6,9,2,69,20,150
Turk Schonert,460,9,51,33,64.7,1,0,100.1,19,37.2,4,2,71,6,54
Wade Wilson,404,6.7,60,33,55,3,3,71.8,19,31.7,6,1,42,4,28
Joe Ferguson,364,6.7,54,31,57.4,2,3,67.2,14,25.9,5,0,38,4,35
Scott Brunner,336,5.6,60,30,50,1,6,33.1,13,21.7,3,1,40,4,27
Matt Cavanaugh,334,6.2,54,28,51.8,1,1,69.5,14,25.9,3,1,41,7,53
Bob Holly,295,7.6,39,24,61.5,1,2,72.1,11,28.2,3,1,44,8,61
Matt Kofler,284,5.9,48,23,47.9,1,3,47.6,16,33.3,3,0,33,8,58
Mike Moroski,249,7.3,34,20,58.8,1,1,79.2,12,35.3,1,1,46,4,25
Gale Gilbert,218,5.4,40,19,47.5,1,2,51.9,12,30,2,0,37,1,9
Jeff Kemp,214,5.6,38,16,42.1,0,1,49.7,11,29,2,0,35,6,58
Richard Todd,191,6,32,16,50,3,4,60.3,10,31.2,2,1,56,1,10
Ken Anderson,170,5.3,32,16,50,2,0,86.7,10,31.2,1,1,44,2,16
Don Strock,141,15.7,9,7,77.8,1,0,155.8,5,55.6,2,1,67,0,0
Art Schlichter,107,4.3,25,12,48,0,2,26.6,4,16,0,0,16,2,6
Walter Payton,96,19.2,5,3,60,1,0,143.8,3,60,2,1,50,0,0
Pat Ryan,95,10.6,9,6,66.7,0,0,101.6,5,55.6,1,1,50,0,0
Gary Kubiak,61,12.2,5,2,40,1,0,125.8,2,40,1,1,54,0,0
Rusty Hilger,54,4.2,13,4,30.8,1,0,70.7,3,23.1,1,0,29,3,32
Steve Pelluer,47,5.9,8,5,62.5,0,0,78.6,1,12.5,1,0,28,0,0
Tony Hill,42,42,1,1,100,0,0,118.8,1,100,1,1,42,0,0
Herman Hunter,38,19,2,1,50,1,0,135.4,1,50,1,0,38,1,11
Brian Brennan,33,33,1,1,100,1,0,158.3,1,100,1,0,33,0,0
Mike Tomczak,33,5.5,6,2,33.3,0,0,52.8,1,16.7,1,0,24,0,0
Stump Mitchell,31,15.5,2,1,50,0,0,95.8,1,50,1,0,31,0,0
Frank Reich,19,19,1,1,100,0,0,118.8,1,100,0,0,19,0,0
Marcus Allen,16,8,2,1,50,0,0,77.1,1,50,0,0,16,0,0
Craig James,16,8,2,2,100,2,0,139.6,2,100,0,0,11,0,0
James Jones,12,6,2,1,50,1,1,68.8,1,50,0,0,12,0,0
Steve Cox,11,11,1,1,100,0,0,112.5,1,100,0,0,11,0,0
James Brooks,8,8,1,1,100,1,0,139.6,1,100,0,0,8,0,0
Brian Hansen,8,8,1,1,100,0,0,100,1,100,0,0,8,0,0
Guido Merkens,7,7,1,1,100,1,0,135.4,1,100,0,0,7,1,10
Albert Bentley,6,6,1,1,100,0,0,91.7,0,0,0,0,6,0,0
Steve Bono,5,0.5,10,1,10,0,0,39.6,0,0,0,0,5,2,13
Maury Buford,5,5,1,1,100,0,0,87.5,1,100,0,0,5,0,0
Steve Kreider,1,1,1,1,100,0,0,79.2,0,0,0,0,1,0,0
George Adams,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Gary Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Greg Bell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Carl Birdsong,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Eddie Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Mark Clayton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Cris Collinsworth,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Gerry Ellis,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dave Finzer,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Herman Fontenot,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jeff Gossett,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Derrick Harmon,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Pete Holohan,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,8
Ethan Horton,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Eddie Lee Ivery,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,7
Vance Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
James Jones,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
John Kidd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Sean Landeta,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Steve Largent,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Pat McInally,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Alvin Moore,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Randall Morris,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Chris Norman,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
John Riggins,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Steve Sewell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Freddie Solomon,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rohn Stark,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Gerald Willhite,0,0,3,0,0,0,0,39.6,0,0,0,0,0,0,0
Sammy Winder,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tony Zendejas,-7,-7,1,1,100,0,0,79.2,0,0,0,0,-7,0,0
