Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Dan Marino,4137,7.3,567,336,59.3,30,21,84.1,213,37.6,48,12,73,18,157
John Elway,3891,6.4,605,327,54,22,23,70.2,190,31.4,45,10,65,38,307
Ken O'Brien,3888,8,488,297,60.9,25,8,96.2,199,40.8,40,8,96,62,399
Phil Simms,3829,7.7,495,275,55.6,22,20,78.6,193,39,54,10,70,52,396
Joe Montana,3653,7.4,494,303,61.3,27,13,91.3,164,33.2,45,9,73,35,246
Dan Fouts,3638,8.5,430,254,59.1,27,20,88.1,177,41.2,55,9,75,18,135
Dave Krieg,3602,6.8,532,285,53.6,27,20,76.2,167,31.4,57,6,54,52,448
Tommy Kramer,3522,7,506,277,54.7,19,26,67.8,169,33.4,47,12,57,39,255
Ron Jaworski,3450,7.1,484,255,52.7,17,20,70.2,165,34.1,50,4,99,34,289
Boomer Esiason,3443,8,431,251,58.2,27,12,93.2,160,37.1,51,10,68,32,289
Neil Lomax,3214,6.8,471,265,56.3,18,12,79.5,157,33.3,38,7,47,61,442
Danny White,3157,7,450,267,59.3,21,17,80.6,154,34.2,33,6,56,30,257
Eric Hipple,2952,7.3,406,223,54.9,17,18,73.6,137,33.7,46,8,56,49,343
Warren Moon,2709,7.2,377,200,53,15,19,68.5,113,30,48,7,80,46,366
Dieter Brock,2658,7.3,365,218,59.7,16,13,82,120,32.9,37,5,64,51,351
Marc Wilson,2608,6.7,388,193,49.7,16,21,62.7,126,32.5,38,9,59,27,202
Bill Kenney,2536,7.5,338,181,53.6,17,9,83.6,111,32.8,40,6,84,28,223
Steve DeBerg,2488,6.7,370,197,53.2,19,18,71.3,118,31.9,35,4,57,19,143
Mike Pagel,2414,6.1,393,199,50.6,14,15,65.8,110,28,35,4,80,25,180
Jim McMahon,2392,7.6,313,178,56.9,15,11,82.6,103,32.9,37,7,70,26,125
Lynn Dickey,2206,7,314,172,54.8,15,17,70.4,113,36,31,2,63,30,226
Tony Eason,2156,7.2,299,168,56.2,11,17,67.5,97,32.4,31,7,90,28,229
David Archer,1992,6.4,312,161,51.6,7,17,56.5,88,28.2,25,3,62,43,312
Dave Wilson,1843,6.3,293,145,49.5,11,15,60.7,81,27.6,30,3,50,39,291
Joe Theismann,1774,5.9,301,167,55.5,8,16,59.6,89,29.6,18,2,55,37,314
Vince Ferragamo,1677,5.8,287,149,51.9,5,17,50.8,79,27.5,22,6,48,19,135
Bruce Mathison,1635,7.2,228,113,49.6,4,14,53.5,71,31.1,27,3,60,22,203
Bernie Kosar,1578,6.4,248,124,50,8,7,69.2,73,29.4,21,4,68,19,121
Mark Herrmann,1537,7.6,201,132,65.7,10,10,84.5,82,40.8,23,2,59,19,157
Jay Schroeder,1458,7,209,112,53.6,5,5,73.8,68,32.5,17,6,53,15,114
Mark Malone,1428,6.1,233,117,50.2,13,7,75.6,78,33.5,14,1,45,10,80
