Player,Comb,Asst,Solo,Sck
Albert Lewis,70,4,59,1.5
Freddie Joe Nunn,70,9,56,3
Ray Childress,69,10,49,3.5
Gary Green,69,12,52,1
Eugene Lockhart,69,12,50,3.5
Jackie Shipp,69,1,65,0
Michael Walter,69,17,37,3
Frank Bush,68,10,44,3
Robin Cole,68,15,46,3
Mike Harden,68,3,62,1
Dwight Hicks,68,5,57,1
David Logan,68,3,64,6.5
Karl Mecklenburg,68,5,61,13
Terry Taylor,68,11,50,0
Jeff Barnes,67,17,39,2
Buddy Curry,67,4,55,0
Nesby Glasgow,67,10,46,2
Jacob Green,67,27,31,13.5
Ronnie Lippett,67,5,59,0
Rich Milot,67,7,50,3
Tim Newton,67,6,48,2
Niko Noga,67,1,59,1
Keith Nord,67,10,49,0
Kenny Easley,66,11,40,2
Rulon Jones,66,6,56,10
Patrick Allen,65,6,53,0
Don Blackmon,65,4,56,8
Mike Douglass,65,4,56,1.5
Bryan Hinkle,65,11,41,5
Bruce Scholtz,65,14,38,2.5
Jerry Blanton,64,15,32,0.5
John Harris,64,15,41,0
Bruce McNorton,64,2,58,0
Mike Merriweather,64,10,44,4
Everson Walls,64,0,61,0
Terry Kinard,63,1,54,1
Elvis Patterson,63,2,60,0.5
Donnie Shell,63,4,48,0
Scot Brantley,62,2,53,0
Lloyd Burruss,62,12,47,2
Jim Burt,62,6,49,4
Larry McGrew,62,10,44,1
Gary Spani,62,10,40,1
Randy White,62,3,54,10.5
Bruce Clark,61,4,56,8.5
Guy Frazier,61,8,38,1
Carl Lee,61,3,52,0
Mel Owens,61,2,52,9
Keena Turner,61,6,48,6
Robert Abraham,60,12,37,1
Dave Brown,60,8,43,0
Mike Charles,60,2,58,7
Johnie Cooks,60,8,43,5
Dave Duerson,60,3,57,2
LeRoy Irvin,60,3,52,0
Wilber Marshall,60,1,58,6
Anthony Young,60,5,45,0
Bob Brudzinski,59,3,52,3
Garry Cobb,59,4,50,5
Mike Davis,59,13,39,1
Tom Flynn,59,4,51,0
Dennis Fowlkes,59,12,34,2
Joe Klecko,59,14,27,7.5
Tim Lewis,59,0,57,0
Charles Romes,59,10,42,0
Dextor Clinkscale,58,10,43,2
Anthony Griggs,58,5,49,0
Vann McElroy,58,20,24,0
Reggie Wilkes,58,2,52,2
Steve Brown,57,3,47,1
Jeremiah Castille,57,1,56,0
Roland James,57,1,53,0
Robert Lyles,57,13,35,0
Otis Wilson,57,5,51,10.5
Jeff Bryant,56,19,28,8.5
Bill Gay,56,3,51,7.5
John Hendy,56,12,39,0
Reggie White,56,8,46,13
Michael Downs,55,3,46,0.5
Michael Jackson,55,13,32,2
Jim Jeffcoat,55,4,48,12
Gary Reasons,55,9,45,0.5
Willie Teal,55,4,45,0
Martin Bayless,54,6,35,0
Bobby Butler,54,3,47,0
Calvin Daniels,54,13,31,2.5
David Galloway,54,7,45,3.5
Todd Shell,54,6,39,4
Dennis Smith,54,4,48,4
Darryl Talley,54,8,36,2
Doug Betters,53,1,52,5.5
Rick Bryan,53,6,46,7.5
August Curley,53,5,46,0
Preston Davis,53,5,47,0
Jack Del Rio,53,3,47,0
Harry Hamilton,53,12,32,1
Johnnie Johnson,53,8,39,0
Dexter Manley,53,7,44,15
Jim Ryan,53,2,44,1
Brad White,53,3,39,1
Eric Williams,53,2,48,6
Curtis Greer,52,2,46,7
Woodrow Lowe,52,6,40,5.5
Charles Mann,52,6,41,14.5
Doug Martin,52,5,44,4
Dwaine Board,51,8,36,11.5
David Greenwood,51,1,50,3
Al Richardson,51,3,46,4.5
Dave Waymer,51,0,48,0
Ben Williams,51,11,29,1.5
Al Baker,50,4,39,4
Mark Duda,50,5,41,5.5
Mike Hegman,50,5,41,5.5
Ron Holmes,50,4,44,4.5
Tim Krumrie,50,10,30,3.5
Paul Lankford,50,2,45,1
Tony Lilly,50,0,46,0
Cedric Mack,50,1,47,0
Frank Minnifield,50,6,39,0
Bruce Smith,50,9,35,6.5
Jeff Stover,50,8,37,10
Danny Walters,50,2,41,0
John Cannon,49,3,46,4.5
Raymond Clayborn,49,2,42,0
Chris Doleman,49,9,33,0.5
Herman Edwards,49,1,45,0
Chuck Ehin,49,9,32,1.5
Too Tall Jones,49,2,43,13
Leonard Marshall,49,8,38,15.5
Donnell Thompson,49,8,35,5
Eric Wright,49,4,41,0
Jesse Baker,48,12,23,5.5
Johnny Lynn,48,7,30,0
Mike Pitts,48,5,39,7
Wayne Smith,48,5,40,0
Kirk Springs,48,16,21,0.5
Glenn Blackwood,47,3,40,0
Wendell Cason,47,0,46,0
Carl Hairston,47,9,25,7
Ervin Randle,47,7,33,1
Chris Scott,47,5,31,5
Kurt Allerman,46,4,33,0
Ken Clarke,46,5,38,7
Reggie Doss,46,4,40,2.5
John Dutton,46,7,35,4
Clay Matthews,46,8,32,6
John Rade,46,3,41,5
Lucius Sanford,46,4,33,2
Kenneth Sims,46,4,37,5.5
Jim Wilks,46,3,37,2.5
Barry Bennett,45,7,25,7.5
Ross Browner,45,9,32,9
Howie Long,45,11,23,10
Charles Martin,45,4,38,3
Art Still,45,14,26,4
Greg Gaines,44,10,24,2
Ron Simpkins,44,5,34,3.5
Brad Van Pelt,44,5,34,5
Reggie Camp,43,11,20,8.5
Doug English,43,6,35,2.5
Mel Kaufman,43,4,35,4
Don Wilson,43,10,28,0
Leslie Frazier,42,0,41,0
Kerry Glenn,42,7,30,0
Perry Williams,42,3,38,2
Mike Bell,41,8,24,6
Michael Carter,41,5,31,7
Steve Foley,41,6,31,0
Rusty Guilbeau,41,13,27,2
William Judson,41,1,38,0
Lee Williams,41,8,25,9
Rubin Carter,40,6,31,1
Craig Curry,40,0,38,1
Darrell Green,40,2,35,0
John Grimsley,40,10,25,0
Gary Hayes,40,4,35,0
David Howard,40,6,29,0
Chris Martin,40,7,26,3.5
Keith Millard,40,5,32,11
John Turner,40,5,31,0
Ronnie Washington,40,2,36,0.5
Louis Wright,40,2,33,0
Richard Dent,39,2,36,17
Curtis Green,39,4,34,7
Cecil Johnson,39,6,31,1
Mark Lee,39,1,37,0
Dana McLemore,39,5,34,0
Steve McMichael,39,2,37,8
Mark Mullaney,39,8,22,2
Tate Randle,39,13,23,0
Johnny Rembert,39,2,37,0
Mike Richardson,39,2,35,0
Mike Stensrud,39,7,22,5
Bobby Watkins,39,0,39,0
Bill Bates,38,0,35,1
Tony Elliott,38,4,29,1
Mike Haynes,38,4,30,1
Kenny Hill,38,4,33,0
Sean Jones,38,7,24,8.5
Keith Willis,38,9,26,5.5
Hanford Dixon,37,3,23,0
Vince Newsome,37,2,32,1
Tom Pridemore,37,2,32,0
Roynell Young,37,4,32,0
Dave Butz,36,5,28,5
James Davis,36,5,22,0
Dwayne Woodruff,36,4,27,0
Rufus Bess,35,5,23,1
Wayne Davis,35,0,32,1
Mark Gastineau,35,10,21,13.5
Ezra Johnson,35,3,31,9.5
Marty Lyons,35,4,22,6.5
Doug Reed,35,6,28,7
Carlos Bradley,34,8,18,2
Jay Brophy,34,1,29,1
Raphel Cherry,34,5,26,0
Jeff Donaldson,34,6,26,1
David Frye,34,0,31,4
Dean Hamel,34,3,28,6
Greg Hill,34,2,29,0
Rich Kraynak,34,2,31,0
Victor Scott,34,2,31,3
Keith Simpson,34,9,18,3
Johnny Taylor,34,0,32,1
Dan Benish,33,3,28,3.5
Bobby Kemp,33,6,23,1
Odis McKinney,33,2,26,0
Whitney Paul,33,0,30,5
Fred Smerlas,33,12,16,0.5
Harvey Clayton,32,7,19,0
Vernon Dean,32,3,24,0
Charles Jackson,32,9,13,0
Brett Maxie,32,0,29,0
Shawn Miller,32,4,25,5
Rick Woods,32,3,27,1
Carl Zander,32,5,22,2
Sherman Cocroft,31,1,26,0
Mike Gann,31,2,28,4.5
James Haynes,31,0,31,2
Rod McSwain,31,0,31,0
Johnny Meads,31,5,19,1.5
Chris Rockins,31,4,24,0.5
Manu Tuiasosopo,31,2,23,3
Elbert Foules,30,0,30,0
Derrie Nelson,30,5,22,0
Mark Robinson,30,7,20,2
Eddie Edwards,29,4,21,8.5
Lester Hayes,29,1,26,0
Bobby Jackson,29,3,19,0
William Perry,29,0,29,5
Byron Smith,29,7,22,3
Lyle Alzado,28,2,16,3
Randy Edwards,28,5,20,10.5
Jeff Fuller,28,1,26,2
Jumpy Geathers,28,1,25,6.5
Alvin Hall,28,0,27,1
Milt McColl,28,2,22,0
Dennis Thurman,28,3,23,1
Eric Williams,28,5,18,0
Roosevelt Barnes,27,1,24,0
Louis Breeden,27,2,23,1
Russell Carter,27,6,15,1
Barney Chavous,27,1,24,6
Rod Kush,27,3,22,5
Scott Nicolas,27,3,18,1
Jeff Rohrer,27,5,21,1.5
Andre Townsend,27,0,25,5
Garin Veris,27,0,27,10
Mossy Cade,26,0,26,0
Mike Cofer,26,4,20,1
Charles DeJurnett,26,2,19,1
James Griffin,26,6,16,1
Dan Hampton,26,2,24,6.5
Robert Jackson,26,2,17,0
Rich Miano,26,7,13,0
Tory Nixon,26,2,24,0
Benny Perrin,26,3,21,0
Reggie Williams,26,5,16,3.5
Earl Wilson,26,1,16,3
Julius Adams,25,2,20,5
Alphonso Carreker,25,1,24,9
Ken Fantetti,25,0,25,0
George Greene,25,0,25,0
James Harrell,25,1,23,0
Donnie Humphrey,25,1,22,2
Gary Jeter,25,2,22,11
Eugene Robinson,25,7,14,0
Richard Byrd,24,6,15,1
Neil Elshire,24,5,17,5
Keith Gary,24,6,15,3
Byron Hunt,24,4,18,1.5
Dennis Johnson,24,3,14,0
Jeff Schuh,24,3,20,4
Charles Baker,23,2,19,0
Carl Banks,23,1,20,3
Thomas Benson,23,2,21,1.5
Evan Cooper,23,1,22,1
Anthony Dickerson,23,3,19,0
Ron Fellows,23,0,21,0
Ray Horton,23,2,18,0
Terry Jackson,23,0,17,4
Lawrence Johnson,23,5,18,1.5
Don Smith,23,6,16,3
Alvin Toles,23,2,21,0
Frank Warren,23,3,20,5.5
Curtis Weathers,23,3,13,3
Kim Bokamper,22,2,20,2.5
Keith Browner,22,2,18,1.5
Derrick Burroughs,22,4,17,0
Bob Crable,22,6,10,1
Rick Dennison,22,2,20,0
Darryl Grant,22,4,16,1.5
Rod Hill,22,3,15,0
Pete Koch,22,5,15,2
Lester Lyles,22,3,15,3
Tony Peters,22,1,18,0
Jerome Sally,22,7,14,7.5
Steve Wilson,22,0,22,0
Felix Wright,22,2,18,0
Robert Brown,21,1,20,3
Monte Coleman,21,1,19,1
Bob Hamm,21,6,10,1
Daniel Hunter,21,2,18,0
Kenny Johnson,21,2,18,0
Brenard Wilson,21,0,19,0
Matt Blair,20,5,13,1
Glenn Cameron,20,4,11,0
Jim Fahnhorst,20,2,18,0
Ricky Hunley,20,2,17,0
Richard Johnson,20,5,14,0
Allen Lyday,20,2,14,0
George Martin,20,7,12,10
Guy Prather,20,0,19,2
Sam Seale,20,3,16,0
Greg Townsend,20,0,16,10
Barry Wilburn,20,1,19,0
Rodney Bellinger,19,0,17,0
Larry Braziel,19,4,13,0
Andy Headen,19,1,18,5.5
Issiac Holt,19,1,18,0
Tom Jackson,19,1,15,0
Curtis McGriff,19,1,17,0
Paul Moyer,19,6,10,1
Thomas Strauthers,19,1,18,5.5
Mosi Tatupu,19,1,18,0
Dave Ahrens,18,4,14,0
Byron Darby,18,2,14,1.5
John Dorsey,18,4,13,0
Donnie Elder,18,3,13,0
Keith Ferguson,18,1,17,2.5
Jerry Gray,18,1,15,0
Mark Jerue,18,1,16,0
Orlando Lowry,18,2,14,0
Ronnie O'Bard,18,5,13,0
Sanders Shiver,18,2,14,1
Herb Welch,18,0,18,0
Jim Bowman,17,1,16,0
Gregg Carr,17,2,12,1
Leonard Coleman,17,2,15,0
Ron Ferrari,17,2,13,0
Lamonte Hunley,17,4,9,0
Jeff Jackson,17,2,14,1
Mike Kozlowski,17,1,16,0
Sean McNanie,17,4,11,3
Matt Monger,17,3,8,0
Lionel Washington,17,2,14,0
Andre Waters,17,0,16,0
Gary Dunn,16,1,13,2.5
Simon Fletcher,16,3,10,1
Dennis Gentry,16,0,16,0
Dave Lindstrom,16,4,10,1.5
Jim Morrissey,16,0,16,0
Jeff Paine,16,1,13,1
Mike Prior,16,1,15,0
Randy Robbins,16,0,16,0
Brian Sochia,16,1,12,2
Ted Watts,16,0,16,0
George Cumby,15,0,15,0
Derrick Harmon,15,1,12,0
Roger Jackson,15,1,12,0
Daryll Jones,15,0,14,0
Davlin Mullen,15,2,13,0
Vince Osby,15,3,9,0
Scott Pelluer,15,1,14,0
Ron Rivera,15,2,13,0.5
Jerry Robinson,15,0,15,0
Robin Sendlein,15,0,14,0
Dan Wagoner,15,1,13,0
Toby Williams,15,2,13,2
Dennis Winston,15,1,13,0
Mark Witte,15,0,15,0
Lyle Blackwood,14,0,14,0
John Bostic,14,0,14,0
Ed Brady,14,2,11,0
Larry Flowers,14,1,10,0
Mike Hartenstine,14,1,12,1
John Kaiser,14,5,7,0
Jim Kovach,14,0,13,1
Steve Maidlow,14,2,9,0
Don McNeal,14,1,12,0
Mack Moore,14,2,10,5.5
Robert Sowell,14,0,11,1
Leo Barker,13,1,9,0
Mark Catano,13,2,8,3
Fred Dean,13,1,11,3
John Goodman,13,4,9,2
John Harty,13,4,8,0
Eric Holle,13,3,7,0.5
Brian Ingram,13,0,12,0
Gary Johnson,13,4,9,4
Fred McNeill,13,2,10,0
Sam Merriman,13,5,7,0
Karl Morgan,13,3,9,4
Fred Robinson,13,1,12,7
Jack Squirek,13,3,7,0
Sam Washington,13,4,8,0
Lester Williams,13,2,11,1
Tom Baldwin,12,3,8,0
Shaun Gayle,12,0,11,0
George Little,12,2,10,1
Mike McLeod,12,1,8,0
Alex Moyer,12,0,11,0
Dennis Owens,12,1,9,0
Otis Wonsley,12,2,10,0
Stuart Anderson,11,3,6,0
Scott Garnett,11,1,8,2
Jeff Griffin,11,0,11,0
Bob Harris,11,1,9,0
June James,11,0,11,0
Bobby Johnson,11,1,8,0
Robbie Jones,11,1,10,0
Larry Kubin,11,0,10,0
Keith Lee,11,2,9,1
Mike Meade,11,0,11,0
Reggie Phillips,11,0,11,0
Dave Puzzuoli,11,4,4,0
Ed Reynolds,11,0,9,0
Jim Stuckey,11,1,8,2
Ken Taylor,11,0,11,0
Maurice Turner,11,3,6,0
Scott Virkus,11,0,11,4
Greg Williams,11,0,9,0
Steve Baack,10,0,10,2
Jerry Boyarsky,10,2,7,1
Willie Broughton,10,1,7,1
Jay Carroll,10,0,10,0
Ron Faurot,10,2,5,0
John Frank,10,1,8,0
William Frizzell,10,0,10,0
Kevin Greene,10,0,10,0
Perry Harrington,10,1,9,0
Greg Hawthorne,10,1,9,0
Jonathan Hayes,10,1,9,0
Bruce King,10,1,6,0
Greg Kragen,10,0,9,2
Eric Lane,10,3,5,0
Greg Meisner,10,1,9,0
Jesse Penn,10,1,7,0
Lawrence Pillers,10,3,7,2
Shelton Robinson,10,2,7,0
Darryl Sims,10,1,9,2
Doug Smith,10,2,7,2
Tim Tyrrell,10,0,10,0
Walt Arnold,9,4,5,0
Tony Chickillo,9,2,7,0
Louis Cooper,9,1,8,0
Earl Cooper,9,0,6,0
Johnny Davis,9,3,6,0
Trey Junkin,9,4,4,0
Emanuel King,9,1,8,2
Rocky Klever,9,1,6,0
Jim Perryman,9,0,9,2
John Swain,9,0,9,0
Willie Tullis,9,0,8,0
Eric Wilson,9,1,7,0
George Adams,8,2,6,0
Cliff Austin,8,0,8,0
Bill Barnett,8,1,7,0
David Croudip,8,0,8,0
Ron Davenport,8,0,7,0
Ricky Easmon,8,0,8,0
Duane Galloway,8,0,8,0
Dennis Harrison,8,0,8,3
Cedric Jones,8,0,8,0
Adam Lingner,8,1,6,0
Audray McMillian,8,3,3,0
Miles McPherson,8,1,7,0
Casey Merrill,8,2,6,3
Andrew Provence,8,1,7,1
Thomas Sanders,8,0,8,0
Lucious Smith,8,0,7,0
Cliff Thrift,8,0,8,0
Jimmy Turner,8,0,8,0
Fulton Walker,8,0,6,0
Derwin Williams,8,0,8,0
Keith Baldwin,7,0,6,1
Charles Bowser,7,1,6,2.5
Ronnie Burgess,7,0,7,0
Mike Butler,7,1,6,2
Anthony Carter,7,0,7,0
Eric Harris,7,1,6,0
Derrick Jensen,7,3,1,0
Rick Kane,7,0,7,0
Tyrone Keys,7,0,7,2
Garcia Lane,7,2,5,0.5
Randy Love,7,0,7,0
Buford McGee,7,2,4,0
Andy Parker,7,2,2,0
Bill Ring,7,1,6,0
Mark Shumate,7,1,5,0
Don Smerek,7,1,5,2
Ken Stills,7,0,7,0
Travis Tucker,7,2,3,0
Henry Waechter,7,1,6,2.5
Ken Whisenhunt,7,1,6,0
Ed Williams,7,0,7,0
Tim Wrightman,7,0,7,0
Pat Beach,6,0,5,0
Jesse Bendross,6,1,4,0
Tom Briehl,6,0,4,0
Kevin Brooks,6,0,6,2
Arnold Brown,6,1,5,0
Steve DeOssie,6,1,5,0
Paul Dombroski,6,0,6,0
Dave Edwards,6,3,1,0
Gary Ellerson,6,1,4,0
Major Everett,6,1,5,0
Paul Fairchild,6,0,6,0
Bobby Fowler,6,0,6,0
Ernest Gibson,6,0,6,0
Cleveland Green,6,0,6,0
Mark Haynes,6,0,5,0
Tom Howard,6,1,5,0
Dwayne Jiles,6,0,5,0
Joe Kohlbrand,6,0,6,0
Terry Lewis,6,0,4,0
Vernon Maxwell,6,0,6,0
Dennis McKnight,6,2,4,0
Carl Monroe,6,0,4,0
Ed Nelson,6,1,5,1
Jay Novacek,6,0,6,0
Brian Salonen,6,2,4,0
Kurt Sohn,6,0,4,0
Todd Spencer,6,1,4,0
Mike Akiu,5,0,4,0
Vince Albritton,5,1,4,0
Marcus Allen,5,1,4,0
Marion Barber,5,1,3,0
Tom Beasley,5,1,3,1
Reggie Branch,5,0,5,0
Jim Britt,5,2,3,0
Blair Bush,5,0,4,0
Joe Carter,5,0,5,0
Maurice Carthon,5,0,3,0
Wes Chandler,5,0,5,0
Sam Clancy,5,1,3,1
Billy Griggs,5,0,5,0
Mike Guendling,5,0,5,0
Bruce Hardy,5,0,5,0
Pete Holohan,5,0,5,0
Harlan Huckleby,5,0,4,0
Ken Jenkins,5,0,5,0
Jim Jensen,5,1,4,0
Bill Johnson,5,1,3,0
Anthony Jones,5,1,2,0
Gene Lang,5,0,5,0
Chris Lindstrom,5,0,4,0
Calvin Magee,5,0,5,0
Pete Mandley,5,1,4,0
Reggie Pleasant,5,0,5,0
Dean Prater,5,0,3,0
Joe Rose,5,0,5,0
Ben Rudolph,5,1,2,0
Eric Sanders,5,0,5,0
Fred Small,5,0,3,0
Robert Smith,5,0,4,0
Anthony Steels,5,1,4,0
Ed West,5,0,5,0
Glen Young,5,1,3,0
Adger Armstrong,4,0,3,0
Dennis Bligen,4,0,4,0
Nick Bruckner,4,1,3,0
Carlos Carson,4,0,4,0
Mark Clayton,4,0,4,0
Glen Collins,4,1,2,0
Darren Comeaux,4,0,3,0
Bill Currier,4,0,4,0
Dan Doornink,4,1,1,0
Chris Dressel,4,1,3,0
Phil Freeman,4,0,4,0
Hal Garner,4,1,3,0
Jimmie Giles,4,0,4,0
Frank Hawkins,4,0,4,0
Vince Heflin,4,0,4,0
Joel Hilgenberg,4,0,4,0
Drew Hill,4,0,4,0
Bobby Humphery,4,0,4,0
Glenn Hyde,4,0,4,0
Stanford Jennings,4,0,4,0
James Jones,4,1,2,0
Chris Keating,4,1,3,0
Fulton Kuykendall,4,0,4,0
Todd Liebenstein,4,1,3,0
Frank Lockett,4,0,4,0
James Lofton,4,0,4,0
Bruce Matthews,4,1,3,0
Leonard Mitchell,4,0,4,0
Steve Morse,4,0,4,0
Lee Nelson,4,0,4,0
George Peoples,4,0,4,0
Mike Quick,4,0,4,0
Derrick Ramsey,4,0,4,0
Allen Rice,4,1,3,0
Ted Rosnagle,4,0,3,0
Steve Sewell,4,0,4,0
John Simmons,4,1,2,0
J.T. Smith,4,0,4,0
Dave Stalls,4,2,1,0
Steve Strachan,4,2,2,0
Mark Studaway,4,0,3,0
Matt Suhey,4,0,4,0
Steve Tasker,4,0,3,0
John Tice,4,0,3,0
Norwood Vann,4,1,3,0
Dokie Williams,4,0,4,0
George Wonsley,4,0,3,0
Charle Young,4,0,2,0
George Achica,3,1,2,0
Albert Bentley,3,0,2,0
Guy Bingham,3,0,2,0
Carl Bland,3,0,3,0
Mark Boyer,3,0,1,0
Chris Burkett,3,1,2,0
Clarence Chapman,3,0,3,0
Gary Clark,3,0,3,0
Keith Dorney,3,0,3,0
Joe Drake,3,1,1,0
K.D. Dunn,3,0,2,0
Gerry Feehery,3,0,3,0
Herman Fontenot,3,1,2,0
Todd Fowler,3,0,3,0
Hokie Gajan,3,0,3,0
Russell Gary,3,0,3,0
Owen Gill,3,0,3,0
Tony Hunter,3,0,3,0
Charlie Joiner,3,0,3,0
Mike Jones,3,0,2,0
Steve Jordan,3,1,2,0
Vyto Kab,3,0,3,0
Ken Kaplan,3,0,3,0
Reggie Kinlaw,3,1,1,0
Bob Kohrs,3,0,3,0
Jim Laughlin,3,0,3,0
Jim Leonard,3,0,3,0
David Lewis,3,0,3,0
Ken Margerum,3,0,3,0
Bruce Mathison,3,0,3,0
Allama Matthews,3,0,3,0
Guido Merkens,3,0,3,0
Derland Moore,3,0,3,0
Guy Morriss,3,0,3,0
Scott Norwood,3,0,3,0
Jairo Penaranda,3,0,2,0
Andre Reed,3,0,2,0
Reggie Roby,3,0,3,0
John Schuhmacher,3,1,2,0
Carlos Scott,3,0,3,0
Mike Smith,3,0,3,0
Tim Smith,3,0,3,0
Rohn Stark,3,0,3,0
Ben Thomas,3,0,3,0
Sean Thomas,3,0,3,0
Mike Tice,3,1,2,0
Daryl Turner,3,0,3,0
Ben Utt,3,0,2,0
Byron Walker,3,0,2,0
Gerald Willhite,3,1,2,0
Joel Williams,3,1,2,0
Mitch Willis,3,0,3,2
Marc Wilson,3,0,3,0
Ron Wolfley,3,0,2,0
Mike Young,3,0,3,0
Alfred Anderson,2,0,2,0
Jim Arnold,2,1,1,0
Matt Bahr,2,0,2,0
Karl Baldischwiler,2,0,2,0
Fred Banks,2,0,1,0
Cliff Benson,2,0,2,0
Craig Bingham,2,1,0,0
Keith Bishop,2,0,2,0
Todd Blackledge,2,0,2,0
Brent Boyd,2,0,2,0
Brian Brennan,2,0,2,0
Aaron Brown,2,1,1,0
Chris Brown,2,0,1,0
Maury Buford,2,0,2,0
Kevin Butler,2,0,2,0
Ray Butler,2,0,1,0
Rich Camarillo,2,0,2,0
Mark Cannon,2,0,2,0
Gerald Carter,2,0,2,0
Jessie Clark,2,0,2,0
Steve Clark,2,0,2,0
Paul Coffman,2,0,1,0
Tyrone Davis,2,0,2,0
Stan Edwards,2,1,1,0
Jim Eliopulos,2,2,0,0
Gerry Ellis,2,0,2,0
John Elway,2,0,2,0
Phil Epps,2,0,2,0
Chris Faulkner,2,0,2,0
Mark Fellows,2,0,2,0
Tony Franklin,2,0,2,0
John Goode,2,0,2,0
Michael Haddix,2,0,2,0
John Hannah,2,0,2,0
Ron Heller,2,0,2,0
Dale Hellestrae,2,0,2,0
Jessie Hester,2,0,2,0
Brian Holloway,2,0,2,0
Mike Horan,2,0,2,0
Kevin House,2,0,2,0
Carl Howard,2,0,1,0
Dave Huffman,2,0,2,0
Stefan Humphries,2,0,2,0
Lionel James,2,0,2,0
Billy Johnson,2,0,2,0
A.J. Jones,2,0,2,0
David Jones,2,1,1,0
Rich Karlis,2,0,2,0
Clarence Kay,2,0,2,0
Bill Kenney,2,0,2,0
Kenny King,2,1,1,0
Steve Kreider,2,0,2,0
Jim Lachey,2,0,2,0
Mike Lansford,2,1,1,0
Steve Largent,2,0,2,0
Leo Lewis,2,0,2,0
Stafford Mays,2,0,2,2
Reese McCall,2,0,2,0
Paul McFadden,2,0,2,0
Dennis McKinnon,2,0,2,0
Ralf Mojsiejenko,2,0,1,0
Rich Moran,2,0,2,0
Stanley Morgan,2,0,2,0
Eddie Murray,2,0,2,0
Timmy Newsome,2,0,2,0
Neil O'Donoghue,2,0,1,0
Hubie Oliver,2,0,2,0
Mike Pagel,2,1,1,0
Tony Paige,2,1,1,0
Joe Phillips,2,0,1,0
Ken Reeves,2,0,2,0
Jim Rourke,2,0,2,0
Clint Sampson,2,0,2,0
Rick Sanford,2,0,1,0
Tim Sherwin,2,0,2,0
Eric Sievers,2,0,2,0
Tony Simmons,2,0,2,0
Jeff Smith,2,0,2,0
Lance Smith,2,0,2,0
John Stallworth,2,0,2,0
Dave Studdard,2,0,2,0
Calvin Thomas,2,0,2,0
Mark Tuinei,2,0,2,0
Curt Warner,2,1,1,0
Steve Watson,2,0,2,0
Clarence Weathers,2,0,2,0
Charles White,2,1,1,0
Danny White,2,0,2,0
Byron Williams,2,0,2,0
Van Williams,2,0,1,0
Kevin Williams,2,0,2,0
Kellen Winslow,2,0,2,0
Ron Wooten,2,0,2,0
Raul Allegre,1,0,1,0
Kevin Allen,1,0,1,0
Don Anderson,1,0,0,0
