Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Marcus Allen,1759,380,11,8,1,61,84,22.1,3
Gerald Riggs,1719,397,10,7,2,50,104,26.2,0
Walter Payton,1551,324,9,7,1,40,81,25,5
Joe Morris,1336,294,21,7,4,65,74,25.2,6
Freeman McNeil,1331,294,3,7,1,69,53,18,7
Tony Dorsett,1307,305,7,9,1,60,58,19,6
James Wilder,1300,365,10,4,0,28,75,20.6,8
Eric Dickerson,1234,292,12,4,2,43,76,26,10
Craig James,1227,263,5,7,2,65,54,20.5,8
Kevin Mack,1104,222,7,7,3,61,42,18.9,2
Curt Warner,1094,291,8,5,0,38,67,23,5
George Rogers,1093,231,7,10,0,35,60,26,9
Roger Craig,1050,214,9,4,1,62,55,25.7,4
Earnest Jackson,1028,282,5,4,2,59,55,19.5,3
Stump Mitchell,1006,183,7,8,3,64,55,30,4
Earnest Byner,1002,244,8,7,0,36,64,26.2,5
Frank Pollard,991,233,3,3,1,56,57,24.5,2
James Brooks,929,192,7,7,0,39,40,20.8,6
Darrin Nelson,893,200,5,5,0,37,47,23.5,7
James Jones,886,244,6,3,0,29,53,21.7,5
Greg Bell,883,223,8,1,1,77,47,21.1,7
Wendell Tyler,867,171,6,3,0,30,57,33.3,5
Randy McMillan,858,190,7,5,0,38,40,21,0
Walter Abercrombie,851,227,7,2,0,32,38,16.7,4
George Wonsley,716,138,6,3,0,36,42,30.4,3
Larry Kinnebrew,714,170,9,1,0,29,51,30,4
Sammy Winder,714,199,8,3,1,42,43,21.6,3
John Riggins,677,176,8,3,1,51,49,27.8,3
Tony Nathan,667,143,5,4,0,22,41,28.7,4
Tony Collins,657,163,3,2,0,28,27,16.6,5
Wayne Wilson,645,168,1,3,1,41,24,14.3,2
Earl Campbell,643,158,1,2,1,45,33,20.9,4
Eddie Lee Ivery,636,132,2,6,0,34,34,25.8,1
Jessie Clark,633,147,5,3,1,80,29,19.7,3
Herman Heard,595,164,4,3,0,33,30,18.3,4
Johnny Hector,572,145,6,1,0,22,36,24.8,2
Gerry Ellis,571,104,5,4,0,39,31,29.8,2
Lionel James,516,105,2,2,1,56,28,26.7,3
George Adams,498,128,2,2,0,39,25,19.5,3
Ottis Anderson,479,117,4,3,0,38,27,23.1,3
Tim Spencer,478,124,10,1,0,24,27,21.8,0
Keith Griffin,473,102,3,1,1,66,22,21.6,1
Matt Suhey,471,115,1,0,0,17,36,31.3,1
Mike Rozier,462,133,8,2,0,30,27,20.3,3
Gary Anderson,429,116,4,4,0,27,22,19,4
Joe Cribbs,399,122,1,0,0,16,19,15.6,5
Butch Woolfolk,392,103,1,3,1,43,16,15.5,4
Mike Pruitt,390,112,2,1,1,54,21,18.8,0
Larry Moriarty,381,106,3,0,0,18,26,24.5,1
Barry Redden,380,87,0,2,1,41,12,13.8,1
Ron Davenport,370,98,11,2,0,33,33,33.7,1
Lorenzo Hampton,369,105,3,0,0,15,27,25.7,2
David Archer,347,70,2,2,0,29,20,28.6,4
Ted Brown,336,93,7,3,0,30,20,21.5,1
Gene Lang,318,84,5,1,0,26,22,26.2,3
Charles White,310,70,3,2,0,32,13,18.6,1
Albert Bentley,288,54,2,3,0,26,18,33.3,0
Steve Sewell,275,81,4,0,0,16,18,22.2,1
Frank Hawkins,269,84,4,1,0,21,17,20.2,0
Owen Gill,262,45,2,2,1,67,11,24.4,0
Woody Bennett,256,54,0,0,0,17,12,22.2,0
John Elway,253,51,0,1,0,22,20,39.2,4
Jim McMahon,252,47,3,0,0,19,18,38.3,3
Timmy Newsome,252,88,2,0,0,15,22,25,1
Hokie Gajan,251,50,2,2,0,26,12,24,2
Wilbert Montgomery,251,75,0,1,0,22,10,13.3,0
Gerald Willhite,237,66,3,0,0,14,8,12.1,0
Randall Morris,236,55,0,1,0,21,8,14.6,2
Steve Young,233,40,1,1,0,20,12,30,4
Bruce Mathison,231,27,1,2,0,22,13,48.2,4
Alvin Moore,221,80,4,0,0,18,14,17.5,3
Michael Haddix,213,67,0,0,0,12,8,11.9,2
Joe Washington,210,52,1,0,0,14,14,26.9,0
Earl Ferrell,208,46,2,1,0,30,11,23.9,2
Randall Cunningham,205,29,0,2,0,37,9,31,1
Gary Ellerson,205,32,2,3,0,37,10,31.2,2
Rob Carpenter,201,60,0,1,1,46,12,20,0
Tony Galbreath,187,29,0,0,0,18,8,27.6,1
Buford McGee,181,42,3,1,1,44,10,23.8,3
Robert Weathers,174,41,1,1,1,42,13,31.7,0
Dennis Gentry,160,30,2,1,0,21,12,40,0
Mike Pagel,160,25,2,1,0,29,10,40,4
Tony Paige,158,55,8,1,0,30,20,36.4,0
Charles Alexander,156,44,2,0,0,18,11,25,0
Joe Montana,153,42,3,0,0,16,18,42.9,4
Mosi Tatupu,152,47,2,0,0,11,22,46.8,1
Ethan Horton,146,48,3,0,0,19,6,12.5,1
Phil Simms,132,37,0,2,0,28,7,18.9,9
Warren Moon,130,39,0,0,0,17,12,30.8,8
Eddie Brown,129,14,0,4,0,35,6,42.9,0
David Hughes,128,40,0,0,0,9,7,17.5,2
Gary Danielson,126,25,0,1,0,28,8,32,4
Neil Lomax,125,32,0,1,0,23,8,25,7
Calvin Thomas,125,31,4,0,0,17,10,32.3,0
