Player,FF,FR,FR TD
Richard Dent,8,2,0
Jacob Green,5,2,1
Linden King,5,0,0
Jack Del Rio,4,5,1
Mark Gastineau,4,3,0
Lawrence Taylor,4,2,0
Frank Bush,3,3,0
Keith Butler,3,3,0
Keith Ferguson,3,1,0
Dennis Fowlkes,3,1,0
Ron Holmes,3,2,0
Roland James,3,0,0
Demetrious Johnson,3,4,0
Paul Lankford,3,0,0
Mark Lee,3,0,0
David Logan,3,1,0
Cedric Mack,3,1,0
Fred Marion,3,3,0
Karl Mecklenburg,3,1,0
Keith Nord,3,0,0
Cliff Odom,3,2,0
Brian Sochia,3,0,0
Stacey Toran,3,0,0
Anthony Young,3,2,1
Lyle Alzado,2,0,0
Al Baker,2,1,0
Barry Bennett,2,0,0
Rufus Bess,2,2,0
Dwaine Board,2,1,0
Bud Brown,2,5,0
Keith Browner,2,1,0
Mike Charles,2,0,0
Bruce Clark,2,1,0
Kyle Clifton,2,2,0
Robin Cole,2,3,0
Jeffery Dale,2,0,0
Reggie Doss,2,2,0
Mike Douglass,2,2,0
Kenny Easley,2,0,0
Randy Edwards,2,1,0
Ken Fantetti,2,0,0
Steve Freeman,2,0,0
Keith Gary,2,1,0
Bill Gay,2,6,0
Nesby Glasgow,2,0,0
Darryl Grant,2,0,0
Gary Green,2,0,0
Harry Hamilton,2,1,0
Dan Hampton,2,3,0
Wes Hopkins,2,2,0
Terry Jackson,2,0,0
Ezra Johnson,2,2,0
William Judson,2,0,0
Joe Klecko,2,1,0
Barry Krauss,2,2,0
Rod Kush,2,0,0
Eugene Lockhart,2,4,0
Wilber Marshall,2,1,0
Chris Martin,2,0,0
Paul Moyer,2,0,0
Joe Nash,2,0,0
Jim Perryman,2,0,0
Gary Reasons,2,0,0
Keith Simpson,2,0,0
Billy Ray Smith Jr.,2,3,0
Dennis Smith,2,0,0
Jim Stuckey,2,1,0
Ivory Sully,2,1,0
Willie Teal,2,2,1
Andre Tippett,2,4,1
Greg Townsend,2,1,0
Randy White,2,0,0
Mike Wilcher,2,0,0
Lee Williams,2,1,0
Julius Adams,1,2,0
John Anderson,1,1,0
Jesse Baker,1,0,0
Leo Barker,1,0,0
