Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Kevin Butler,96,5789,1817,18,18.8,77,23.6,0,0,0,0
Jim Breech,91,5110,1676,6,6.6,80,21,0,4,0,0
Fuad Reveiz,90,5410,1370,26,28.9,63,21.8,0,1,0,0
Gary Anderson,89,5455,1566,22,24.7,65,24.1,0,1,0,0
Pat Leahy,87,5385,1135,28,32.2,58,19.6,0,0,0,0
Tony Franklin,82,4705,1421,6,7.3,75,19,0,0,0,0
Rich Karlis,80,4774,1346,16,20,64,21,0,0,0,1
Ralf Mojsiejenko,80,4942,1262,20,25,59,21.4,0,0,0,0
Ray Wersching,80,4745,1466,9,11.2,70,20.9,0,0,0,1
Chris Bahr,78,4642,1165,16,20.5,59,19.8,0,1,0,0
Rafael Septien,78,4550,1304,9,11.5,67,19.5,0,0,0,0
Mike Lansford,77,4577,1252,11,14.3,66,19,0,0,0,0
Morten Andersen,75,4510,954,28,37.3,42,22.7,0,1,0,1
Nick Lowery,75,4527,1626,5,6.7,69,23.6,0,0,0,0
Eddie Murray,75,4653,1299,16,21.3,59,22,0,0,0,1
Al Del Greco,74,4003,1486,2,2.7,67,22.2,0,2,0,2
Norm Johnson,74,4591,901,27,36.5,46,19.6,0,0,0,0
Jan Stenerud,73,4083,1491,1,1.4,69,21.6,0,0,0,0
Raul Allegre,71,4183,1187,10,14.1,59,20.1,0,0,0,0
Paul McFadden,71,4063,1293,5,7,65,19.9,0,0,0,0
Mick Luckhurst,70,4083,1108,6,8.6,61,18.2,0,1,0,0
Donald Igwebuike,69,4362,1171,18,26.1,50,23.4,0,0,0,0
Matt Bahr,66,3763,884,14,21.2,51,17.3,0,0,0,0
Steve Cox,59,2596,581,14,23.7,30,19.4,0,2,0,1
Lee Johnson,59,3727,775,26,44.1,32,24.2,0,0,0,0
Scott Norwood,50,2918,782,9,18,40,19.6,0,0,0,0
Eric Schubert,45,2698,879,5,11.1,40,22,0,0,0,0
Jess Atkinson,37,2139,709,2,5.4,35,20.3,0,0,0,0
Neil O'Donoghue,35,2004,693,1,2.9,32,21.7,0,0,0,0
Novo Bojovic,22,1067,360,0,0,18,20,0,0,0,0
Jeff Hayes,13,778,373,2,15.4,10,37.3,0,0,0,1
Bob Thomas,12,422,101,0,0,9,11.2,0,1,0,0
Tony Zendejas,9,525,195,1,11.1,7,27.9,0,0,0,0
Ali Haji-Sheikh,6,400,153,0,0,7,21.9,0,0,0,0
Joe Prokop,4,219,84,0,0,4,21,0,0,0,0
Sean Landeta,3,117,43,0,0,2,21.5,0,0,0,0
John Kidd,2,0,0,1,50,0,0,0,0,0,0
Mike Black,1,41,20,0,0,1,20,0,0,0,0
Maury Buford,1,65,9,0,0,1,9,0,0,0,0
Rich Camarillo,1,52,14,0,0,1,14,0,0,0,0
Dave Finzer,1,55,17,0,0,1,17,0,0,0,0
Frank Garcia,1,51,16,0,0,1,16,0,0,0,0
Ralph Giacomarro,1,54,27,0,0,1,27,0,0,0,0
Brian Hansen,1,47,14,0,0,1,14,0,0,0,0
Pat McInally,1,56,58,0,0,1,58,0,0,0,0
Chris Norman,1,12,0,0,0,0,0,0,0,0,0
Max Runager,1,60,19,0,0,1,19,0,0,0,0
Mike Saxon,1,48,6,0,0,1,6,0,0,0,0
