Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Lyle Blackwood,16,2,32,0,0,0,17,0,0
Todd Fowler,16,3,48,0,1,0,20,0,0
Dennis McKinnon,16,1,16,0,0,0,16,0,0
Reggie Langhorne,15.3,3,46,0,0,0,19,0,1
Maurice Turner,15.2,4,61,0,0,0,18,0,0
David Verser,15.2,4,61,0,0,0,18,0,1
Mike Guman,15,2,30,0,0,0,17,0,0
J.T. Smith,14.8,4,59,0,2,0,33,0,2
Oliver Williams,14.7,3,44,0,1,0,21,0,0
Kerry Glenn,14.2,5,71,0,1,0,20,0,0
John Anderson,14,1,14,0,0,0,14,0,0
Donnie Elder,14,3,42,0,1,0,25,0,1
Dean Hamel,14,1,14,0,0,0,14,0,0
Frank Hawkins,14,1,14,0,0,0,14,0,0
Cedric Minter,14,1,14,0,0,0,14,0,0
Ken Stills,14,1,14,0,0,0,14,0,0
Leonard Smith,13.6,5,68,0,2,0,26,0,1
Mike Prior,13.1,10,131,0,2,0,27,0,3
Irving Fryar,13,3,39,0,1,0,24,0,1
Greg Hawthorne,13,1,13,0,0,0,13,0,0
Bruce King,13,1,13,0,0,0,13,0,0
Tim Tyrrell,13,1,13,0,0,0,13,0,1
Otis Wonsley,13,2,26,0,0,0,19,0,0
James Brooks,12.7,3,38,0,0,0,15,0,0
Joe Morris,12.5,2,25,0,0,0,18,0,0
Cedric Jones,12.3,3,37,0,1,0,20,0,0
Sam Washington,11.3,3,34,0,0,0,14,0,0
Bruce Hardy,11,1,11,0,0,0,11,0,0
Daryll Jones,11,1,11,0,0,0,11,0,0
Allama Matthews,11,1,11,0,0,0,11,0,0
George Shorthose,11,1,11,0,0,0,11,0,0
Evan Cooper,10.7,3,32,0,0,0,13,0,0
Jamie Williams,10.5,2,21,0,0,0,12,0,0
Booker Moore,10.3,3,31,0,0,0,15,0,0
Boyce Green,10,2,20,0,0,0,13,0,0
Calvin Magee,10,2,20,0,0,0,15,0,0
Shawn Miller,10,1,10,0,0,0,10,0,0
Eugene Robinson,10,1,10,0,0,0,10,0,0
Thomas Sanders,10,1,10,0,0,0,10,0,0
Raphel Cherry,9,1,9,0,0,0,9,0,0
Chris Keating,9,1,9,0,0,0,9,0,0
Scott Nicolas,9,1,9,0,0,0,9,0,0
Ken Whisenhunt,8.2,4,33,0,0,0,14,0,0
Anthony Tuggle,8,1,8,0,0,0,8,0,0
Anthony Young,7.5,2,15,0,0,0,17,0,0
Ted Brown,7,1,7,0,0,0,7,0,0
Elbert Foules,7,1,7,0,0,0,7,0,0
Eddie Brown,6,1,6,0,0,0,6,0,0
Owen Gill,6,1,6,0,0,0,6,0,0
Keith Lee,6,1,6,0,0,0,6,0,0
Allen Lyday,6,1,6,0,0,0,6,0,0
Jerry Rice,6,1,6,0,0,0,6,0,0
Tom Briehl,5,1,5,0,0,0,5,0,0
Walt Arnold,4.5,2,9,0,0,0,9,0,0
Greg Allen,4,1,4,0,0,0,4,0,0
Dave Puzzuoli,4,2,8,0,0,0,8,0,0
Jerome Sally,4,1,4,0,0,0,4,0,0
Nolan Cromwell,3,1,3,0,0,0,3,0,0
Rocky Klever,3,1,3,0,0,0,3,0,0
Eric Sievers,3,1,3,0,0,0,3,0,0
Kurt Sohn,2.3,3,7,0,0,0,4,0,0
Jesse Bendross,2,1,2,0,0,0,2,0,0
Ronnie Lott,2,1,2,0,0,0,2,0,0
John Frank,1,1,1,0,0,0,1,0,0
Eric Lane,1,1,1,0,0,0,1,0,0
Joey Browner,0,1,0,0,0,0,0,0,0
James Griffin,0,1,0,0,0,0,0,0,0
Jonathan Hayes,0,1,0,0,0,0,0,0,0
Lester Hayes,0,1,0,0,0,0,0,0,0
Pete Holohan,0,1,0,0,0,0,0,0,0
Craig James,0,1,0,0,0,0,0,0,0
Anthony Jones,0,1,0,0,0,0,0,0,0
Guido Merkens,0,1,0,0,0,0,0,0,0
Ronnie Washington,0,1,0,0,0,0,0,0,1
