Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Roger Craig,92,1016,6,8,2,73,44,47.8,1,0,0
Art Monk,91,1226,2,16,7,53,58,63.7,2,0,0
Lionel James,86,1027,6,13,2,67,47,54.6,2,0,0
Todd Christensen,82,987,6,11,2,48,50,61,0,0,0
Butch Woolfolk,80,814,4,9,3,80,27,33.8,1,0,0
Steve Largent,79,1287,6,26,2,43,68,86.1,0,0,0
Mickey Shuler,76,879,7,6,0,35,51,67.1,1,0,0
John Stallworth,75,937,5,7,1,41,49,65.3,0,0,0
Tony Hill,74,1113,7,12,4,53,54,73,2,0,0
Mike Quick,73,1247,11,17,4,99,55,75.3,1,0,0
Gary Clark,72,926,5,10,1,55,48,66.7,0,0,0
Tony Nathan,72,651,1,4,1,73,31,43.1,3,0,0
Mark Clayton,70,996,4,15,3,45,49,70,2,0,0
James Lofton,69,1153,4,24,1,56,54,78.3,3,0,0
Steve Jordan,68,795,0,10,0,32,41,60.3,2,0,0
Marcus Allen,67,555,3,3,1,44,30,44.8,0,0,0
Wes Chandler,67,1199,10,22,4,75,60,89.6,1,0,0
Cris Collinsworth,65,1125,5,19,4,71,55,84.6,0,0,0
Doug Cosbie,64,793,6,12,1,42,42,65.6,2,0,0
Drew Hill,64,1169,9,27,5,57,48,75,0,0,0
John Spagnola,64,772,5,9,0,35,43,67.2,1,0,0
Billy Johnson,62,830,5,13,2,62,36,58.1,2,0,0
Ozzie Newsome,62,711,5,10,0,38,32,51.6,0,0,0
Steve Watson,61,915,5,11,4,60,49,80.3,0,0,0
Mike Renfro,60,955,8,14,2,58,46,76.7,3,0,0
Charlie Joiner,59,932,7,17,0,39,49,83,1,0,0
Louis Lipps,59,1134,12,19,8,51,46,78,0,0,0
Greg Bell,58,576,1,7,2,49,28,48.3,1,0,0
James Brooks,55,576,5,6,1,57,26,47.3,1,0,0
Dwight Clark,54,705,10,11,1,49,32,59.3,0,0,0
Henry Ellard,54,811,5,11,2,64,41,75.9,1,0,0
Eddie Brown,53,942,8,16,5,68,38,71.7,1,0,0
James Wilder,53,341,0,1,0,20,15,28.3,1,0,0
Tony Collins,52,549,2,8,2,49,21,40.4,1,0,0
Vance Johnson,51,721,3,10,3,63,30,58.8,1,0,0
Nat Moore,51,701,7,8,1,69,42,82.4,0,0,0
Leonard Thompson,51,736,5,13,2,48,31,60.8,0,0,0
Roy Green,50,693,5,11,1,47,30,60,2,0,0
Tony Hunter,50,562,4,8,1,47,26,52,3,0,0
Paul Coffman,49,666,6,9,0,32,35,71.4,1,0,0
Lionel Manuel,49,859,5,16,3,51,42,85.7,1,0,0
