Team,FR TD,SFTY,INT TD
Falcons,3,1,0
Chiefs,3,0,2
Raiders,3,1,2
Patriots,2,0,1
Buccaneers,2,0,1
Bears,1,1,1
Cowboys,1,1,3
Broncos,1,1,2
Oilers,1,0,0
Dolphins,1,0,0
Saints,1,0,0
Jets,1,1,2
Eagles,1,0,0
Bills,0,2,2
Bengals,0,2,2
Browns,0,0,0
Lions,0,1,1
Packers,0,0,0
Colts,0,0,1
Rams,0,0,4
Vikings,0,1,2
Giants,0,0,0
Cardinals,0,0,1
Steelers,0,2,0
Chargers,0,0,2
49ers,0,1,0
Seahawks,0,0,0
Redskins,0,0,1
