Team,FR TD,SFTY,INT TD
Jaguars,5,0,2
Eagles,4,0,1
Chiefs,3,0,0
Buccaneers,3,0,1
Falcons,2,0,0
Ravens,2,0,3
Bills,2,0,1
Broncos,2,0,2
Lions,2,0,3
Texans,2,0,2
Dolphins,2,1,1
Panthers,1,0,0
Bears,1,1,2
Packers,1,0,1
Titans,1,0,0
Saints,1,0,2
Cardinals,1,0,1
Chargers,1,0,2
Seahawks,1,2,3
Bengals,0,0,3
Browns,0,0,1
Cowboys,0,0,1
Colts,0,2,1
Rams,0,1,3
Raiders,0,0,0
Vikings,0,0,1
Patriots,0,2,0
Giants,0,0,2
Jets,0,0,0
Steelers,0,0,0
49ers,0,0,1
Redskins,0,0,2
