Team,FF,FR,FR TD
Raiders,23,22,3
Chiefs,22,17,2
Cardinals,22,0,0
Steelers,21,12,2
Bengals,20,12,0
Oilers,20,17,0
Dolphins,20,16,1
Eagles,20,19,4
Jaguars,19,11,0
Redskins,19,18,1
Lions,18,13,1
Rams,18,14,3
Panthers,17,15,1
Colts,17,13,1
Patriots,17,14,1
Giants,17,15,1
Jets,17,0,0
Buccaneers,17,16,1
Bills,16,11,0
Vikings,16,15,2
Saints,16,12,0
49ers,16,0,0
Falcons,14,12,0
Bears,14,13,0
Broncos,14,13,1
Seahawks,14,9,2
Chargers,13,10,2
Browns,12,7,0
Cowboys,10,6,0
Packers,9,3,1
