Team,3rd Att,3rd Md,4th Att,4th Md,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,117,20.2,0
Bills,0,0,0,0,171,25.3,0
Bears,0,0,0,0,128,22.5,0
Bengals,0,0,0,0,121,19.9,0
Browns,0,0,0,0,116,20.6,0
Cowboys,0,0,0,0,83,17.4,0
Broncos,0,0,0,0,106,19.3,0
Lions,0,0,0,0,115,20.4,0
Packers,0,0,0,0,137,22.1,0
Oilers,0,0,0,0,120,21.6,0
Colts,0,0,0,0,153,23.1,0
Chiefs,0,0,0,0,138,22.9,0
Rams,0,0,0,0,89,17.6,0
Raiders,0,0,0,0,125,21.4,0
Dolphins,0,0,0,0,120,22.1,0
Vikings,0,0,0,0,120,21.5,0
Patriots,0,0,0,0,100,19.6,0
Saints,0,0,0,0,129,22.5,0
Giants,0,0,0,0,155,24.2,0
Jets,0,0,0,0,157,26.2,0
Eagles,0,0,0,0,92,18.2,0
Cardinals,0,0,0,0,131,22.3,0
Steelers,0,0,0,0,106,20.7,0
Chargers,0,0,0,0,114,22.4,0
49ers,0,0,0,0,128,19.7,0
Seahawks,0,0,0,0,153,27.8,0
Buccaneers,0,0,0,0,109,18.3,0
Redskins,0,0,0,0,131,21,0
