Player,FF,FR,FR TD
Pat Swilling,6,1,0
Greg Townsend,6,1,0
Jerome Brown,5,2,0
Mike Merriweather,5,1,0
Rufus Porter,5,0,0
Chris Doleman,4,5,0
Charles Haley,4,1,1
Jon Hand,4,2,0
Dennis Smith,4,2,0
Carl Banks,3,1,0
Thomas Benson,3,2,0
Simon Fletcher,3,1,0
Harry Hamilton,3,1,0
Mike Harden,3,3,0
Tim Harris,3,3,0
Rickey Jackson,3,0,0
Ezra Johnson,3,1,0
Mike Johnson,3,0,0
Seth Joyner,3,0,0
Charles Mann,3,2,0
Chris Martin,3,3,0
Bubba McDowell,3,1,0
Larry McGrew,3,1,0
Kevin Murphy,3,2,0
Al Noga,3,1,0
Michael Dean Perry,3,2,0
Mark Robinson,3,3,0
Clyde Simmons,3,0,0
Derrick Thomas,3,1,0
Henry Thomas,3,3,1
Jim Wilks,3,0,0
Rod Woodson,3,3,0
Fredd Young,3,0,0
Al Baker,2,0,0
Ray Bentley,2,0,0
Bennie Blades,2,1,0
Tyrone Braxton,2,2,0
Aundray Bruce,2,0,0
Jeff Bryant,2,0,0
Gill Byrd,2,0,0
Ravin Caldwell,2,0,0
Alphonso Carreker,2,0,0
Toby Caston,2,0,0
Kyle Clifton,2,1,0
Monte Coleman,2,1,0
Louis Cooper,2,1,0
Rick Dennison,2,1,0
Richard Dent,2,2,0
Rickey Dixon,2,0,0
Jeff Donaldson,2,0,0
Dave Duerson,2,0,0
Byron Evans,2,3,0
Kevin Fagan,2,2,0
Kerry Glenn,2,0,0
Kevin Greene,2,2,0
Leonard Griffin,2,0,0
Dino Hackett,2,1,0
Mark Harper,2,1,0
Jeff Herrod,2,0,0
Ron Holmes,2,0,0
Curt Jarvis,2,1,0
Melvin Jenkins,2,1,0
Leander Knight,2,0,0
Carnell Lake,2,5,0
David Little,2,1,0
Lester Lyles,2,1,0
Milton Mack,2,0,0
Leonard Marshall,2,0,0
Eugene Marve,2,1,0
Erik McMillan,2,2,2
Joe Nash,2,0,0
Gerald Nichols,2,0,0
Nate Odomes,2,0,0
Leslie O'Neal,2,2,0
William Perry,2,2,0
Bill Pickel,2,0,0
Mark Pike,2,1,0
Darryl Pollard,2,0,0
Mike Prior,2,1,0
Ed Reynolds,2,1,0
Jerry Robinson,2,0,0
John Roper,2,0,0
Fred Smerlas,2,0,0
Al Smith,2,1,0
Neil Smith,2,2,1
Chris Spielman,2,2,0
Ken Stills,2,0,0
Fred Stokes,2,1,0
Lawrence Taylor,2,0,0
Andre Townsend,2,2,0
William White,2,0,0
Brent Williams,2,2,0
Lee Williams,2,0,0
Dwayne Woodruff,2,1,1
David Wyman,2,0,0
Bruce Alexander,1,0,0
Eddie Anderson,1,0,0
John Anderson,1,0,0
Trace Armstrong,1,1,0
Walker Lee Ashley,1,0,0
Michael Ball,1,0,0
Robert Banks,1,2,0
John Baylor,1,0,0
Anthony Bell,1,0,0
George Bethune,1,1,0
Duane Bickett,1,3,0
Lewis Billups,1,0,0
Anthony Blaylock,1,0,0
Jim Bowman,1,0,0
Kevin Brooks,1,1,0
Michael Brooks,1,2,0
Chet Brooks,1,1,0
Steve Brown,1,0,0
Vincent Brown,1,2,0
Jim Burt,1,0,0
Dennis Byrd,1,0,0
Carl Carter,1,0,0
Chuck Cecil,1,0,0
Ray Childress,1,1,0
Mike Cofer,1,0,0
Shane Conlan,1,0,0
Marv Cook,1,0,0
Kip Corrington,1,0,0
Marcus Cotton,1,0,0
Greg Cox,1,0,0
Jeff Criswell,1,0,0
Jeff Cross,1,0,0
Eugene Daniel,1,1,0
Scott Davis,1,1,0
Keith DeLong,1,0,0
Steve DeOssie,1,0,0
Mark Dusbabek,1,2,0
Mike Dyal,1,0,0
Tracey Eaton,1,0,0
Brad Edwards,1,0,0
Brett Faryniarz,1,2,0
Lorenzo Freeman,1,0,0
David Fulcher,1,4,0
William Fuller,1,0,0
Darrell Fullington,1,0,0
Bobby Futrell,1,0,0
Thane Gash,1,1,0
Shaun Gayle,1,2,0
Tim Goad,1,0,0
Mike Golic,1,0,0
Kurt Gouveia,1,0,0
Jerry Gray,1,1,0
Hugh Green,1,2,0
Mark Green,1,0,0
Don Griffin,1,1,0
Larry Griffin,1,1,0
Delton Hall,1,1,0
Ken Harvey,1,0,0
Steve Hendrickson,1,0,0
Eric Hill,1,1,0
Liffort Hobley,1,1,0
Jerry Holmes,1,0,0
Wes Hopkins,1,3,0
Ray Horton,1,0,0
Ricky Hunley,1,0,0
Roland James,1,1,0
George Jamison,1,0,0
Izel Jenkins,1,0,0
Gary Jeter,1,0,0
Jimmie Johnson,1,0,0
Tim Johnson,1,0,0
Victor Jones,1,2,0
E.J. Junior,1,0,0
Joe Kelly,1,3,0
Linden King,1,3,1
Markus Koch,1,0,0
Barry Krauss,1,0,0
Jim Lachey,1,1,0
Jeff Lageman,1,0,0
Albert Lewis,1,0,0
Eugene Lockhart,1,2,1
Dexter Manley,1,0,0
Wilber Marshall,1,2,0
Robert Massey,1,0,0
Clay Matthews,1,2,1
Vernon Maxwell,1,1,0
Skip McClendon,1,1,0
Buford McGee,1,0,0
Steve McMichael,1,1,0
Karl Mecklenburg,1,4,1
Les Miller,1,1,0
Shawn Miller,1,0,0
Sam Mills,1,1,0
Glenn Montgomery,1,0,0
Greg Montgomery,1,0,0
Warren Moon,1,0,0
Jim Morrissey,1,0,0
Winston Moss,1,0,0
Paul Moyer,1,0,0
Mark Murphy,1,1,0
Vince Newsome,1,1,0
Brian Noble,1,1,0
Niko Noga,1,0,0
Louis Oliver,1,0,0
Jerry Olsavsky,1,0,0
Terry Orr,1,0,0
Terry O'Shea,1,0,0
Greg Paterra,1,0,0
Mike Piel,1,0,0
Ron Pitts,1,0,0
Bruce Plummer,1,1,0
Kevin Porter,1,0,0
George Radachowsky,1,0,0
Scott Radecic,1,0,0
Johnny Rembert,1,1,0
Ricky Reynolds,1,2,0
Larry Roberts,1,1,0
Bill Romanowski,1,2,0
Kevin Ross,1,0,0
Rod Saddler,1,0,0
Dan Saleaumua,1,5,0
Leon Seals,1,1,0
Mike Singletary,1,0,0
Jim Skow,1,0,0
Jessie Small,1,0,0
Billy Ray Smith Jr.,1,2,1
Monte Smith,1,0,0
Brian Sochia,1,0,0
Jesse Solomon,1,0,0
Ron Stallworth,1,0,0
Michael Stewart,1,3,0
Art Still,1,0,0
Steve Strachan,1,0,0
Fred Strickland,1,0,0
Danny Stubbs,1,0,0
Mosi Tatupu,1,0,0
Jay Taylor,1,1,0
Terry Taylor,1,1,0
Broderick Thomas,1,0,0
Eric Thomas,1,1,0
Donnell Thompson,1,2,0
Reyna Thompson,1,0,0
Tony Tolbert,1,0,0
Keena Turner,1,0,0
Tim Tyrrell,1,1,0
Everson Walls,1,0,0
Michael Walter,1,1,0
Frank Warren,1,1,0
Andre Waters,1,3,1
Mike Weddington,1,1,0
Greg Werner,1,0,0
Adrian White,1,0,0
Reggie White,1,1,0
Leon White,1,2,1
Mike Wilcher,1,0,0
Gerald Williams,1,1,0
Jimmy Williams,1,1,0
Jarvis Williams,1,0,0
Jerrol Williams,1,0,0
Keith Willis,1,0,0
Blaise Winter,1,0,0
Ken Woodard,1,0,0
Jeff Wright,1,2,0
Carl Zander,1,1,0
Mike Zordich,1,0,0
George Adams,0,0,0
Michael Adams,0,0,0
Stefon Adams,0,0,0
Mark Adickes,0,0,0
Tommie Agee,0,0,0
Dave Ahrens,0,0,0
Troy Aikman,0,0,0
Vince Albritton,0,1,0
Anthony Allen,0,0,0
Eric Allen,0,0,0
Patrick Allen,0,0,0
Marvin Allen,0,1,0
Ty Allert,0,0,0
O'Brien Alston,0,0,0
John Alt,0,0,0
Morten Andersen,0,0,0
Alfred Anderson,0,0,0
Neal Anderson,0,0,0
Flipper Anderson,0,0,0
Eric Andolsek,0,0,0
Scott Ankrom,0,0,0
Sam Anno,0,0,0
Bruce Armstrong,0,0,0
Harvey Armstrong,0,0,0
David Arnold,0,0,0
Jim Arnold,0,0,0
Gene Atkins,0,1,0
Steve Atwater,0,1,0
Rob Awalt,0,0,0
