Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Don Majkowski,4318,7.2,599,353,58.9,27,20,82.3,206,34.4,48,7,79,47,268
Jim Everett,4310,8.3,518,304,58.7,29,17,90.6,194,37.4,76,16,78,29,214
Dan Marino,3997,7.3,550,308,56,24,22,76.9,187,34,54,9,78,10,86
Mark Rypien,3768,7.9,476,280,58.8,22,13,88.1,182,38.2,50,15,80,16,108
Warren Moon,3631,7.8,464,280,60.3,23,14,88.9,176,37.9,42,11,55,35,267
Bernie Kosar,3533,6.9,513,303,59.1,18,14,80.3,157,30.6,36,9,97,34,192
Boomer Esiason,3525,7.8,455,258,56.7,28,11,92.1,167,36.7,45,11,74,36,288
Joe Montana,3521,9.1,386,271,70.2,26,8,112.4,160,41.4,43,12,95,33,198
Chris Miller,3459,6.6,526,280,53.2,16,10,76.1,153,29.1,48,7,72,41,318
Randall Cunningham,3400,6.4,532,290,54.5,21,15,75.6,167,31.4,47,6,66,45,343
Ken O'Brien,3346,7,477,288,60.4,12,18,74.3,162,34,35,5,57,50,391
Dave Krieg,3309,6.6,499,286,57.3,21,20,74.8,165,33.1,44,3,60,37,289
Vinny Testaverde,3133,6.5,480,258,53.8,20,22,68.9,152,31.7,41,5,78,38,294
Jim Kelly,3130,8,391,228,58.3,25,18,86.2,147,37.6,45,9,78,30,216
Phil Simms,3061,7.6,405,228,56.3,14,14,77.6,141,34.8,42,7,62,40,244
John Elway,3051,7.3,416,223,53.6,18,18,73.7,145,34.9,43,13,69,35,298
Bobby Hebert,2686,7.6,353,222,62.9,15,15,82.6,121,34.3,35,7,54,22,171
Gary Hogeboom,2591,7.1,364,204,56,14,19,69.5,115,31.6,40,4,59,40,266
Wade Wilson,2543,7,362,194,53.6,9,12,70.5,125,34.5,33,5,50,27,194
Steve DeBerg,2529,7.8,324,196,60.5,11,16,75.8,122,37.6,40,5,50,14,111
Bubby Brister,2365,6.9,342,187,54.7,9,10,73,102,29.8,30,6,79,45,452
Jack Trudeau,2317,6.4,362,190,52.5,15,13,71.3,103,28.4,27,9,71,20,125
Jim McMahon,2132,6.7,318,176,55.4,10,10,73.5,97,30.5,31,6,69,28,167
Mike Tomczak,2058,6.7,306,156,51,16,16,68.2,89,29.1,32,9,79,10,68
Troy Aikman,1749,6,293,155,52.9,9,18,55.7,82,28,17,3,75,19,155
Steve Grogan,1697,6.5,261,133,51,9,14,60.8,78,29.9,17,6,55,8,64
Steve Beuerlein,1677,7.7,217,108,49.8,13,9,78.4,82,37.8,30,4,67,22,175
Bob Gagliano,1671,7.2,232,117,50.4,6,12,61.2,69,29.7,24,4,75,25,153
Jay Schroeder,1550,8,194,91,46.9,8,13,60.3,60,30.9,22,6,84,20,132
Rodney Peete,1479,7.6,195,103,52.8,5,9,67,65,33.3,23,4,69,27,164
Steve Walsh,1371,6.3,219,110,50.2,5,9,60.5,63,28.8,19,2,46,11,84
Jim Harbaugh,1204,6.8,178,111,62.4,5,9,70.5,58,32.6,15,3,49,18,106
Billy Joe Tolliver,1097,5.9,185,89,48.1,5,8,57.9,48,26,20,3,49,9,75
Tony Eason,1016,7.2,141,79,56,4,6,70.5,44,31.2,14,2,63,17,120
Marc Wilson,1006,6.7,150,75,50,3,5,64.5,51,34,13,2,65,10,71
Steve Young,1001,10.9,92,64,69.6,8,3,120.8,48,52.2,14,5,50,12,84
Tom Tupa,973,7.3,134,65,48.5,3,9,52.2,39,29.1,15,2,77,14,94
John Fourcade,930,8.7,107,61,57,7,4,92,45,42.1,15,2,54,13,96
Tommy Kramer,906,6.7,136,77,56.6,7,7,72.7,46,33.8,11,0,39,12,75
Frank Reich,701,8.1,87,53,60.9,7,2,103.7,30,34.5,9,2,63,4,24
Doug Williams,585,6.3,93,51,54.8,1,3,64.1,30,32.3,5,1,46,2,10
Chris Chandler,537,6.7,80,39,48.8,2,3,63.4,24,30,6,1,82,3,17
Joe Ferguson,533,5.9,90,44,48.9,3,6,50.8,22,24.4,5,2,69,5,37
Doug Flutie,493,5.4,91,36,39.6,2,4,46.6,22,24.2,7,0,36,6,52
Hugh Millen,432,8.6,50,31,62,1,2,79.8,19,38,7,1,47,10,71
Erik Wilhelm,425,7.6,56,30,53.6,4,2,87.3,16,28.6,5,3,46,3,17
Ron Jaworski,385,6.3,61,36,59,2,5,54.3,24,39.3,3,0,32,1,10
Steve Pelluer,301,6.4,47,26,55.3,1,0,82,18,38.3,3,0,24,8,61
Jeff Hostetler,294,7.5,39,20,51.3,3,2,80.5,17,43.6,4,0,35,6,37
Scott Secules,286,5.7,50,22,44,1,3,44.2,13,26,3,1,44,0,0
Gary Kubiak,284,5.2,55,32,58.2,2,2,69,17,30.9,2,0,22,8,53
Todd Blackledge,282,4.7,60,22,36.7,1,3,36.9,14,23.3,3,0,30,4,25
Tom Ramsey,280,5.6,50,24,48,1,1,63.8,13,26,4,2,47,4,26
Kelly Stouffer,270,4.6,59,29,49.2,0,3,40.9,15,25.4,1,0,29,9,90
Cody Carlson,155,5,31,15,48.4,0,1,49.8,9,29,2,0,23,2,20
Pat Ryan,153,5.1,30,15,50,1,3,36.5,10,33.3,2,0,25,2,26
Kyle Mackey,125,5,25,11,44,0,1,42.9,8,32,2,0,22,3,18
Timm Rosenbach,95,4.3,22,9,40.9,0,1,35.2,3,13.6,1,0,24,2,19
Stan Humphries,91,9.1,10,5,50,1,1,75.4,4,40,2,0,39,3,9
Eric Hipple,90,5,18,7,38.9,0,3,15.7,3,16.7,2,0,30,5,26
David Archer,62,5.2,12,5,41.7,0,1,23.6,4,33.3,0,0,17,2,12
Steve Bono,62,12.4,5,4,80,1,0,157.9,1,20,1,1,45,0,0
Mike Pagel,60,4.3,14,5,35.7,1,1,43.8,3,21.4,0,0,18,0,0
Mark Herrmann,59,11.8,5,4,80,0,1,76.2,3,60,1,0,23,3,22
Vince Evans,50,25,2,2,100,0,0,118.8,1,50,1,1,40,2,19
Chuck Long,42,8.4,5,2,40,0,0,70.4,2,40,1,0,37,0,0
Dalton Hilliard,35,35,1,1,100,1,0,158.3,1,100,1,0,35,0,0
Matt Cavanaugh,33,6.6,5,3,60,1,1,79.6,3,60,0,0,13,0,0
Eric Metcalf,32,16,2,1,50,1,0,135.4,1,50,1,0,32,0,0
Ricky Sanders,32,32,1,1,100,0,0,118.8,1,100,1,0,32,0,0
Roger Ruzek,22,22,1,1,100,1,0,158.3,1,100,1,0,22,0,0
D.J. Dozier,19,19,1,1,100,1,0,158.3,1,100,0,0,19,0,0
Jim Jensen,19,19,1,1,100,1,0,158.3,1,100,0,0,19,0,0
Bobby Humphrey,17,8.5,2,1,50,1,0,118.8,1,50,0,0,17,0,0
Rodney Carter,15,15,1,1,100,0,0,118.8,1,100,0,0,15,2,7
Mosi Tatupu,15,15,1,1,100,0,0,118.8,1,100,0,0,15,0,0
Mark Malone,13,6.5,2,2,100,0,0,93.8,1,50,0,0,11,0,0
Scott Fulhage,12,12,1,1,100,0,0,116.7,1,100,0,0,12,0,0
