Player,INT,INT TD,INT Yds,Lng
Felix Wright,9,1,91,27
Eric Allen,8,0,38,18
David Fulcher,8,0,87,22
Gill Byrd,7,0,38,22
Tim McDonald,7,1,170,53
Keith Taylor,7,1,225,80
Tyrone Braxton,6,1,103,34
Dave Brown,6,0,12,12
Jerry Gray,6,1,48,27
Harry Hamilton,6,0,70,30
Jerry Holmes,6,1,77,36
Mark Kelso,6,0,101,43
Erik McMillan,6,1,180,92
Mike Prior,6,1,88,58
Mark Robinson,6,0,44,16
Dave Waymer,6,0,66,42
Eddie Anderson,5,2,233,87
Steve Brown,5,0,54,41
Joey Browner,5,0,70,34
James Hasty,5,1,62,34
Maurice Hurst,5,1,31,16
Terry Kinard,5,1,135,58
Ronnie Lott,5,0,34,28
Robert Massey,5,0,26,22
Nate Odomes,5,0,20,13
Ricky Reynolds,5,1,87,68
Eugene Robinson,5,0,24,20
Deion Sanders,5,0,52,22
Jimmy Williams,5,0,15,9
Evan Cooper,4,0,54,38
Brian Davis,4,0,40,15
Cris Dishman,4,0,31,31
Eric Everett,4,1,64,30
William Frizzell,4,0,58,27
Vencie Glenn,4,0,52,31
Tim Gordon,4,0,60,34
Izel Jenkins,4,0,58,22
A.J. Johnson,4,1,94,59
Albert Lewis,4,0,37,22
Robert Lyles,4,0,66,48
Cedric Mack,4,0,15,9
Bubba McDowell,4,0,65,21
Louis Oliver,4,0,32,23
Kevin Ross,4,0,29,23
Sam Seale,4,0,47,25
Lemuel Stinson,4,1,59,29
Eric Thomas,4,1,18,18
Alvin Walton,4,1,58,29
Dwayne Woodruff,4,0,57,35
Steve Atwater,3,0,34,30
Roy Bennett,3,0,4,4
Todd Bowles,3,0,25,25
Chet Brooks,3,0,31,19
Toi Cook,3,1,81,63
Rickey Dixon,3,0,47,28
Tracey Eaton,3,0,33,20
Byron Evans,3,0,23,15
Thomas Everett,3,0,68,32
Thane Gash,3,2,65,36
Shaun Gayle,3,0,39,20
Mark Harper,3,0,8,8
Wymon Henderson,3,0,58,25
LeRoy Irvin,3,0,43,18
Mike Johnson,3,0,43,23
Pepper Johnson,3,1,60,39
David Little,3,0,23,13
Greg Lloyd,3,0,49,31
Lorenzo Lynch,3,0,55,41
Brett Maxie,3,1,41,26
Terry McDaniel,3,0,21,20
Don McNeal,3,0,-6,-6
Mike Merriweather,3,1,29,15
Frank Minnifield,3,0,29,25
Mark Murphy,3,0,31,20
Ken Stills,3,0,20,12
Lionel Washington,3,1,46,32
Barry Wilburn,3,0,13,13
Perry Williams,3,0,14,14
Rod Woodson,3,0,39,39
Donnell Woolford,3,0,0,0
Chip Banks,2,0,13,11
Cornelius Bennett,2,0,5,6
Thomas Benson,2,0,36,19
Lewis Billups,2,0,0,0
Scott Case,2,0,13,13
Deron Cherry,2,0,27,27
Monte Coleman,2,1,24,24
Mark Collins,2,0,12,12
Charles Dimry,2,0,72,40
Darryl Grant,2,0,0,0
David Grayson,2,1,25,14
Darrell Green,2,0,0,0
Don Griffin,2,0,6,3
Myron Guyton,2,0,27,14
Mike Harden,2,0,1,1
Dwayne Harper,2,0,15,15
Al Harris,2,0,18,11
Cliff Hicks,2,0,27,27
Johnnie Jackson,2,0,35,19
Kirby Jackson,2,1,43,40
Vestee Jackson,2,0,16,16
Roland James,2,0,50,28
William Judson,2,0,31,28
Carl Lee,2,0,0,0
Mark Lee,2,0,10,10
Eugene Lockhart,2,0,14,12
Lester Lyles,2,0,28,28
Milton Mack,2,0,0,0
Fred Marion,2,0,19,18
Vann McElroy,2,0,0,0
Jim Morrissey,2,0,0,0
Marc Munford,2,0,16,10
Najee Mustafaa,2,0,7,7
Brian Noble,2,0,10,10
Elvis Patterson,2,0,44,34
Ron Rivera,2,0,1,1
Randy Robbins,2,1,18,18
John Roper,2,0,46,43
Dennis Smith,2,0,78,50
Leonard Smith,2,0,46,24
Scott Stephen,2,0,16,8
Michael Stewart,2,1,76,41
Fred Strickland,2,0,56,29
Rodney Thomas,2,0,4,4
Adrian White,2,0,8,9
Sheldon White,2,0,18,18
Jarvis Williams,2,0,43,24
Eric Wright,2,0,37,23
Fredd Young,2,0,2,6
Vince Albritton,1,0,3,3
John Anderson,1,0,1,1
Walker Lee Ashley,1,0,0,0
Gene Atkins,1,0,-2,-2
Carlton Bailey,1,0,16,16
Michael Ball,1,0,5,5
Carl Banks,1,0,6,6
Bill Bates,1,0,18,18
Martin Bayless,1,0,0,0
Todd Bell,1,0,13,13
Duane Bickett,1,0,6,6
John Booty,1,0,13,13
Vincent Brown,1,0,-1,-1
Aundray Bruce,1,0,0,0
Lloyd Burruss,1,0,0,0
Ron Burton,1,0,0,0
Barney Bussey,1,0,0,0
Richard Carey,1,0,5,5
Darren Carrington,1,0,2,2
Carl Carter,1,0,0,0
Chuck Cecil,1,0,16,16
Raymond Clayborn,1,0,0,0
Eric Coleman,1,0,1,1
Darren Comeaux,1,0,0,0
Shane Conlan,1,0,0,0
Kip Corrington,1,0,8,8
Ray Crockett,1,0,5,5
Eugene Daniel,1,0,34,34
Reuben Davis,1,1,13,13
Wayne Davis,1,0,11,11
Keith DeLong,1,0,1,1
Rick Dennison,1,0,1,1
Burnell Dent,1,0,53,53
Richard Dent,1,0,30,30
Steve DeOssie,1,0,10,10
