Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Mike Cofer,94,5520,1436,15,16,76,18.9,0,0,3,0
Mike Lansford,89,4928,1633,2,2.2,84,19.4,0,0,1,0
Chip Lohmiller,86,5129,1533,10,11.6,74,20.7,0,1,0,1
Morten Andersen,82,5092,982,27,32.9,55,17.8,0,0,0,0
David Treadwell,81,4702,1256,9,11.1,72,17.4,0,0,0,0
Tony Zendejas,79,4361,1034,15,19,59,17.5,0,1,4,1
Chris Jacke,78,4607,1389,14,18,63,22,0,0,0,0
Lee Johnson,77,4260,1064,22,28.6,49,21.7,0,1,2,0
Kevin Butler,76,4286,1375,5,6.6,68,20.2,0,0,1,0
Nick Lowery,75,4183,1166,13,17.3,55,21.2,0,0,5,2
Jeff Jaeger,74,4395,1000,14,18.9,59,17,0,0,1,2
Pete Stoyanovich,72,4130,1188,8,11.1,61,19.5,0,0,1,0
Dean Biasucci,71,4297,1197,9,12.7,62,19.3,0,0,0,0
Rich Karlis,71,4010,1026,7,9.9,57,18,0,0,6,0
Eddie Murray,71,3691,1037,2,2.8,65,16,0,0,2,1
Donald Igwebuike,70,3948,1100,12,17.1,53,20.8,0,1,1,0
Scott Norwood,70,3770,942,6,8.6,60,15.7,0,0,1,0
Gary Anderson,64,3884,1050,13,20.3,51,20.6,0,0,0,0
Greg Davis,64,3651,1023,5,7.8,56,18.3,0,1,0,0
Al Del Greco,62,3411,1165,0,0,55,21.2,0,1,3,0
Luis Zendejas,62,3740,975,13,21,48,20.3,0,0,1,0
Norm Johnson,59,3592,795,15,25.4,42,18.9,0,1,0,0
Chris Bahr,58,3208,1082,3,5.2,51,21.2,0,0,1,0
Roger Ruzek,58,3161,923,6,10.3,49,18.8,0,0,3,0
Pat Leahy,57,3185,997,8,14,46,21.7,0,1,1,0
Raul Allegre,52,2978,928,2,3.8,50,18.6,0,0,0,0
Bryan Wagner,52,2821,797,6,11.5,42,19,0,0,0,0
Paul McFadden,42,2480,841,3,7.1,36,23.4,0,0,3,0
Jason Staurovsky,34,1807,500,4,11.8,27,18.5,0,2,0,0
Bjorn Nittmo,26,1398,378,2,7.7,23,16.4,0,0,1,0
Matt Bahr,20,1213,375,4,20,16,23.4,0,0,0,0
Kerry Brady,16,904,232,2,12.5,14,16.6,0,0,0,0
Teddy Garcia,12,728,261,0,0,11,23.7,0,0,1,0
Steve DeLine,8,464,213,1,12.5,6,35.5,0,0,1,1
Jim Breech,6,368,89,2,33.3,4,22.2,0,0,0,0
Hank Ilesic,5,248,155,0,0,5,31,0,0,0,1
Rich Camarillo,2,120,37,0,0,2,18.5,0,0,0,0
Jim Gallery,2,128,50,0,0,2,25,0,0,0,0
Keith Jones,2,85,20,0,0,1,20,0,0,1,0
Harry Newsome,2,102,46,0,0,2,23,0,0,0,0
Reggie Roby,2,105,37,0,0,2,18.5,0,0,0,0
Ruben Rodriguez,2,97,19,0,0,2,9.5,0,0,0,0
Jim Arnold,1,45,0,0,0,0,0,0,0,1,0
Don Bracken,1,0,0,0,0,0,0,0,0,0,0
John Carney,1,69,37,0,0,1,37,0,0,0,0
Lewis Colbert,1,44,27,0,0,1,27,0,0,0,0
Randall Cunningham,1,46,18,0,0,1,18,0,0,0,0
Scott Fulhage,1,45,13,0,0,1,13,0,0,0,0
John Kidd,1,54,13,0,0,1,13,0,0,0,0
Chris Mohr,1,42,6,0,0,1,6,0,0,0,0
Joe Prokop,1,45,12,0,0,1,12,0,0,0,0
Mike Saxon,1,67,17,0,0,1,17,0,0,0,0
Rohn Stark,1,57,11,0,0,1,11,0,0,0,0
John Teltschik,1,47,14,0,0,1,14,0,0,0,0
