Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Darren Comeaux,9,1,9,0,0,0,9,0,0
Brian Jordan,9,3,27,0,0,0,13,0,0
Junior Tautalatasi,9,1,9,0,0,0,9,0,0
Mickey Pruitt,8.5,2,17,0,0,0,11,0,0
Thornton Chandler,8,1,8,0,0,0,8,0,0
Dick Chapura,8,1,8,0,0,0,8,0,0
Ray Crockett,8,1,8,0,0,0,8,0,0
Kerry Goode,8,1,8,0,0,0,8,0,0
Eddie Johnson,8,1,8,0,0,0,8,0,0
Dan Saleaumua,8,1,8,0,0,0,8,0,0
Scott Schwedes,8,3,24,0,0,0,13,0,1
Jerrol Williams,7.8,4,31,0,1,0,22,0,0
Anthony Edwards,7.7,3,23,0,0,0,11,0,0
Brad Beckman,7.5,2,15,0,0,0,15,0,0
Dave Little,7,2,14,0,0,0,12,0,0
Ken Dallafior,6.5,2,13,0,0,0,13,0,0
Michael Timpson,6.5,2,13,0,0,0,13,0,1
Reggie Branch,6,1,6,0,0,0,6,0,0
Bob Brudzinski,6,1,6,0,0,0,6,0,0
James Saxon,5.3,3,16,0,0,0,14,0,0
Harry Sydney,5.3,3,16,0,0,0,16,0,1
Walter Reeves,5,1,5,0,0,0,5,0,0
Craig Taylor,5,1,5,0,0,0,5,0,0
Andre Brown,4.5,2,9,0,0,0,9,0,0
Gerald Nichols,4.5,2,9,0,0,0,7,0,0
Victor Floyd,4,3,12,0,0,0,12,0,0
Cleveland Gary,4,1,4,0,0,0,4,0,0
David Williams,4,2,8,0,0,0,8,0,0
Scott Ankrom,3,2,6,0,0,0,5,0,1
Jessie Clark,3,2,6,0,0,0,6,0,2
Mosi Tatupu,2,1,2,0,0,0,2,0,0
Dan Turk,2,1,2,0,0,0,2,0,0
Dennis Byrd,1,1,1,0,0,0,1,0,0
Eric Fairs,1,1,1,0,0,0,1,0,0
James Griffin,1,1,1,0,0,0,1,0,0
Barry Redden,1,2,2,0,0,0,2,0,1
Mark Collins,0,1,0,0,0,0,0,0,0
Clint Didier,0,1,0,0,0,0,0,0,0
Kurt Gouveia,0,1,0,0,0,0,0,0,0
John Holifield,0,1,0,0,0,0,0,0,1
Johnnie Jackson,0,1,0,0,0,0,0,0,0
Kirby Jackson,0,1,0,0,0,0,0,0,0
Trey Junkin,0,1,0,0,0,0,0,0,0
Zeph Lee,0,1,0,0,0,0,0,0,1
Robert Lyles,0,1,0,0,0,0,0,0,0
Tony Mandarich,0,1,0,0,0,0,0,0,0
Pete Mandley,0,1,0,0,0,0,0,0,0
Glenn Montgomery,0,1,0,0,0,0,0,0,0
Terry Orr,0,1,0,0,0,0,0,0,0
Broderick Sargent,0,1,0,0,0,0,0,0,0
Greg Scales,0,1,0,0,0,0,0,0,0
Chris Verhulst,0,1,0,0,0,0,0,0,0
