Team,FGM,FG %,XPM,XP Pct,KRet TD,PRet T
Saints,33,78.6,43,95.6,0,0
Colts,27,84.4,31,100,0,0
Lions,26,66.7,27,100,0,0
Oilers,26,81.2,37,97.4,0,0
Bengals,25,78.1,28,93.3,0,0
Cowboys,25,86.2,37,100,0,0
Bears,22,68.8,38,95,1,2
Steelers,22,75.9,31,100,0,0
Browns,21,67.7,44,97.8,0,0
Broncos,21,72.4,44,100,0,1
Packers,21,72.4,24,92.3,0,0
Chiefs,21,84,30,100,2,1
Giants,20,62.5,28,96.6,0,0
Jets,20,76.9,38,100,0,2
Raiders,19,63.3,34,97.1,0,1
Eagles,19,61.3,38,95,0,0
Buccaneers,19,79.2,31,93.9,0,0
Redskins,18,62.1,43,93.5,0,0
Rams,17,81,36,94.7,1,0
Seahawks,17,77.3,44,100,0,0
Patriots,16,57.1,38,97.4,0,0
Chargers,16,57.1,26,92.9,0,1
49ers,16,69.6,55,93.2,1,1
Vikings,14,48.3,40,97.6,0,1
Cardinals,14,51.8,44,95.6,0,1
Falcons,12,70.6,23,100,1,0
Bills,12,60,32,97,0,0
Dolphins,12,75,44,95.6,0,0
