Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Fran Tarkenton,3468,6.1,572,345,60.3,25,32,68.9,138,24.1,0,0,58,27,254
Archie Manning,3416,7.2,471,291,61.8,17,16,81.7,146,31,0,0,71,37,301
Jim Zorn,3283,7.4,443,248,56,15,20,72.1,107,24.2,0,0,64,44,284
Roger Staubach,3190,7.7,413,231,55.9,25,16,84.9,134,32.4,0,0,91,32,219
Jim Hart,3121,6.5,477,240,50.3,16,18,66.7,124,26,0,0,74,20,166
Dan Fouts,2999,7.9,381,224,58.8,24,20,83,98,25.7,0,0,55,22,130
Pat Haden,2995,6.8,444,229,51.6,13,19,65.1,111,25,0,0,68,32,216
Ken Stabler,2944,7.2,406,237,58.4,16,30,63.3,106,26.1,0,0,49,37,347
Terry Bradshaw,2915,7.9,368,207,56.2,28,20,84.7,128,34.8,0,0,70,21,222
Brian Sipe,2906,7.3,399,222,55.6,21,15,80.7,80,20,0,0,69,29,229
Steve Grogan,2824,7.8,362,181,50,15,23,63.6,93,25.7,0,0,75,21,184
Joe Theismann,2593,6.6,390,187,48,13,18,61.6,94,24.1,0,0,63,42,391
Steve Bartkowski,2489,6.8,369,187,50.7,10,18,61.1,72,19.5,0,0,71,39,349
Ron Jaworski,2487,6.2,398,206,51.8,16,16,67.9,106,26.6,0,0,56,41,288
Dan Pastorini,2473,6.7,368,199,54.1,16,17,70.4,109,29.6,0,0,80,15,123
Gary Danielson,2294,6.5,351,199,56.7,18,17,73.5,102,29.1,0,0,47,25,237
Ken Anderson,2219,7,319,173,54.2,10,22,58,76,23.8,0,0,57,30,237
Joe Ferguson,2136,6.5,330,175,53,16,15,70.5,77,23.3,0,0,92,29,243
Joe Pisarcik,2096,7,301,143,47.5,12,23,52.1,66,21.9,0,0,67,28,205
David Whitehurst,2093,6.4,328,168,51.2,10,17,59.9,55,16.8,0,0,58,35,258
Matt Robinson,2002,7.5,266,124,46.6,13,16,63.5,72,27.1,0,0,77,28,228
Bill Troup,1882,6.4,296,154,52,10,21,53.6,79,26.7,0,0,67,32,340
Craig Morton,1802,6.8,267,146,54.7,11,8,77,55,20.6,0,0,42,36,238
Bob Griese,1791,7.6,235,148,63,11,11,82.4,72,30.6,0,0,63,18,165
Bob Avellini,1718,6.5,264,141,53.4,5,16,54.8,70,26.5,0,0,61,26,208
Mike Livingston,1573,5.4,290,159,54.8,5,13,57.4,70,24.1,0,0,44,18,171
Steve DeBerg,1570,5.2,302,137,45.4,8,22,40,64,21.2,0,0,58,17,156
Doug Williams,1170,6,194,73,37.6,7,8,53.4,47,24.2,0,0,56,6,69
Richard Todd,849,7.9,107,60,56.1,6,10,61.6,31,29,0,0,49,15,122
Don Strock,825,6.1,135,72,53.3,12,6,83.1,17,12.6,0,0,57,9,73
John Reaves,790,5.5,144,74,51.4,3,8,51.6,30,20.8,0,0,51,8,61
Norris Weese,723,8.3,87,55,63.2,4,5,80.8,0,0,0,0,31,12,94
Mike Rae,705,6,118,57,48.3,4,7,53.8,23,19.5,0,0,33,37,288
Scott Bull,651,5.4,121,48,39.7,1,11,22.4,22,18.2,0,0,48,22,160
James Harris,518,5.9,88,42,47.7,2,9,34.4,7,8,0,0,34,8,43
Mike Phipps,465,5.6,83,44,53,2,10,38,10,12,0,0,35,6,55
Greg Landry,452,5.9,77,48,62.3,1,1,77.4,12,15.6,0,0,20,21,205
Tony Adams,415,5.2,79,44,55.7,2,3,63,9,11.4,0,0,26,3,27
June Jones,394,5,79,34,43,1,4,41.8,5,6.3,0,0,38,17,132
Bert Jones,370,8.8,42,27,64.3,4,1,114.2,7,16.7,0,0,78,6,62
Bill Munson,328,7.6,43,24,55.8,4,2,92,0,0,0,0,43,0,0
Billy Kilmer,316,6.9,46,23,50,4,3,74.2,9,19.6,0,0,50,4,22
Danny White,215,6.3,34,20,58.8,0,1,65.2,11,32.4,0,0,35,1,10
Mark Miller,212,5.4,39,13,33.3,1,4,21.5,5,12.8,0,0,44,5,47
Mike Kirkland,211,5.2,41,19,46.3,1,8,30.7,8,19.5,0,0,34,11,78
Randy Dean,188,4.8,39,19,48.7,1,3,39.3,2,5.1,0,0,48,2,16
Craig Penrose,185,5,37,16,43.2,2,4,37.4,0,0,0,0,29,0,0
Tom Owen,182,7,26,15,57.7,0,2,47.3,0,0,0,0,23,3,22
Gary Huff,169,4.7,36,15,41.7,1,3,30.9,0,0,0,0,31,5,54
Steve Pisarkiewicz,164,5.7,29,10,34.5,0,3,14.8,6,20.7,0,0,40,2,20
David Humm,151,5.8,26,14,53.8,0,1,55.1,0,0,0,0,23,2,21
Vince Ferragamo,114,5.7,20,7,35,0,2,15.4,0,0,0,0,28,2,19
Jerry Golsteyn,110,2.8,40,12,30,0,1,29.2,0,0,0,0,20,8,62
Pat Ryan,106,7.6,14,9,64.3,0,2,47.6,0,0,0,0,18,0,0
Steve Myer,94,4.3,22,11,50,0,2,23.7,0,0,0,0,17,0,0
Guy Benjamin,91,11.4,8,6,75,1,1,112,0,0,0,0,43,0,0
Bobby Douglass,90,7.5,12,5,41.7,1,1,61.1,0,0,0,0,30,1,9
David Beverly,88,44,2,2,100,0,0,118.8,0,0,0,0,57,0,0
Louis Carter,87,17.4,5,2,40,0,0,87.5,0,0,0,0,66,0,0
Dennis Sproul,87,6.7,13,5,38.5,0,0,62,0,0,0,0,25,1,7
Freddie Solomon,85,8.5,10,5,50,0,1,39.6,0,0,0,0,30,3,34
Joe Washington,80,20,4,2,50,2,0,135.4,2,50,0,0,54,0,0
Mike Bragg,69,34.5,2,2,100,0,0,118.8,0,0,0,0,56,0,0
Tommy Kramer,50,3.1,16,5,31.2,0,1,15.1,0,0,0,0,19,1,11
Cliff Olander,49,6.1,8,5,62.5,0,1,40.1,0,0,0,0,22,2,18
Mike Kruczek,46,4.2,11,5,45.4,0,2,17.8,0,0,0,0,21,4,40
Walter White,44,44,1,1,100,0,0,118.8,0,0,0,0,44,0,0
Dave Stief,43,43,1,1,100,0,0,118.8,0,0,0,0,43,0,0
Dave Mays,39,2.6,15,4,26.7,1,0,61.8,0,0,0,0,19,1,11
Vince Evans,38,12.7,3,1,33.3,0,1,42.4,0,0,0,0,38,2,25
Bobby Scott,36,7.2,5,3,60,0,0,82.1,0,0,0,0,23,0,0
Larry Mallory,35,35,1,1,100,0,0,118.8,0,0,0,0,35,0,0
Mike Wood,29,29,1,1,100,0,0,118.8,0,0,0,0,29,0,0
Dave Green,25,8.3,3,2,66.7,0,0,92.4,0,0,0,0,25,0,0
Archie Griffin,21,7,3,2,66.7,1,0,126.4,0,0,0,0,18,0,0
Johnny Evans,19,19,1,1,100,0,0,118.8,0,0,0,0,19,0,0
Mike Boryla,15,3,5,2,40,0,0,47.9,0,0,0,0,18,4,57
David Sims,15,15,1,1,100,0,0,118.8,0,0,0,0,15,0,0
Bob Lee,10,2.5,4,2,50,0,1,16.7,0,0,0,0,6,2,20
Rob Hertel,9,2.2,4,1,25,0,0,39.6,0,0,0,0,9,0,0
Herman Weaver,9,9,1,1,100,0,0,104.2,0,0,0,0,9,0,0
