Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Earl Campbell,1450,302,13,0,0,81,0,0,0
Walter Payton,1395,333,11,0,0,76,0,0,0
Tony Dorsett,1325,290,7,0,0,63,0,0,0
Delvin Williams,1258,272,8,0,0,58,0,0,0
Wilbert Montgomery,1220,259,9,0,0,47,0,0,0
Terdell Middleton,1116,284,11,0,0,76,0,0,0
Franco Harris,1082,310,8,0,0,37,0,0,0
Mark van Eeghen,1080,270,9,0,0,34,0,0,0
Terry Miller,1060,238,7,0,0,60,0,0,0
Tony Reed,1053,206,5,0,0,62,0,0,0
John Riggins,1014,248,5,0,0,31,0,0,0
Roland Harper,992,240,6,0,0,31,0,0,0
Greg Pruitt,960,176,3,0,0,70,0,0,0
Joe Washington,956,240,0,0,0,29,0,0,0
Kevin Long,954,214,10,0,0,27,0,0,0
Dexter Bussey,924,225,5,0,0,36,0,0,0
Lydell Mitchell,820,214,3,0,0,25,0,0,0
Sherman Smith,805,165,6,0,0,67,0,0,0
Sam Cunningham,768,199,8,0,0,52,0,0,0
Pete Johnson,762,180,7,0,0,50,0,0,0
David Sims,752,174,14,0,0,44,0,0,0
Chuck Foreman,749,237,5,0,0,21,0,0,0
Bubba Bean,707,193,3,0,0,25,0,0,0
Horace Ivory,693,141,11,0,0,28,0,0,0
Scott Dierking,681,170,4,0,0,26,0,0,0
Ricky Bell,679,185,6,0,0,56,0,0,0
Andy Johnson,675,147,3,0,0,52,0,0,0
Jim Otis,664,197,8,0,0,17,0,0,0
Art Whittington,661,172,7,0,0,26,0,0,0
Horace King,660,155,4,0,0,75,0,0,0
Cullen Bryant,658,178,7,0,0,26,0,0,0
Tony Galbreath,635,186,5,0,0,20,0,0,0
Rocky Bleier,633,165,5,0,0,24,0,0,0
Wayne Morris,631,174,1,0,0,27,0,0,0
Ted McKnight,627,104,6,0,0,41,0,0,0
Doug Kotar,625,149,1,0,0,46,0,0,0
Mike Hogan,607,145,4,0,0,33,0,0,0
John Cappelletti,604,174,3,0,0,26,0,0,0
Arnold Morgado,593,160,7,0,0,18,0,0,0
O.J. Simpson,593,161,1,0,0,34,0,0,0
Curtis Brown,591,128,4,0,0,58,0,0,0
Haskel Stanback,588,188,5,0,0,26,0,0,0
Robert Newhouse,584,140,8,0,0,24,0,0,0
Barty Smith,567,154,4,0,0,33,0,0,0
Mike Pruitt,560,135,5,0,0,71,0,0,0
Chuck Muncie,557,160,7,0,0,28,0,0,0
Bobby Hammond,554,131,1,0,0,39,0,0,0
Steve Grogan,539,81,5,0,0,31,0,0,0
Mike Thomas,533,161,3,0,0,26,0,0,0
Don Woods,514,151,3,0,0,27,0,0,0
Leroy Harris,512,123,2,0,0,51,0,0,0
Archie Griffin,484,132,0,0,0,30,0,0,0
Bob Ferrell,471,125,1,0,0,20,0,0,0
Paul Hofer,465,121,7,0,0,40,0,0,0
Lonnie Perrin,455,108,4,0,0,28,0,0,0
Jon Keyworth,444,112,3,0,0,30,0,0,0
Tim Wilson,431,126,0,0,0,24,0,0,0
Lawrence McCutcheon,420,118,0,0,0,18,0,0,0
Rickey Young,417,134,1,0,0,16,0,0,0
Steve Jones,392,105,2,0,0,17,0,0,0
Don Calhoun,391,76,1,0,0,73,0,0,0
Michael Strachan,388,108,4,0,0,21,0,0,0
Otis Armstrong,381,112,1,0,0,20,0,0,0
Ron Lee,374,81,1,0,0,24,0,0,0
Johnny Davis,370,97,3,0,0,18,0,0,0
Larry Canada,365,79,3,0,0,47,0,0,0
Greg Boykin,361,102,2,0,0,23,0,0,0
Jimmy DuBose,358,93,4,0,0,12,0,0,0
Roland Hooks,358,76,2,0,0,66,0,0,0
Rob Carpenter,348,82,5,0,0,20,0,0,0
Al Hunter,348,105,2,0,0,55,0,0,0
